interconnectorId,interconnectorName,flow_band_mw,observations,duration_hours,duration_share_pct
INTNEM,Belgium (Nemolink),export_gt_1500_mw,0,0.0,0.0
INTNEM,Belgium (Nemolink),export_1000_1500_mw,1026,513.0,5.856164383561644
INTNEM,Belgium (Nemolink),export_500_1000_mw,2395,1197.5,13.670091324200914
INTNEM,Belgium (Nemolink),export_250_500_mw,1282,641.0,7.317351598173516
INTNEM,Belgium (Nemolink),export_50_250_mw,1202,601.0,6.860730593607306
INTNEM,Belgium (Nemolink),near_zero_abs_le_50_mw,993,496.5,5.667808219178083
INTNEM,Belgium (Nemolink),import_50_250_mw,1209,604.5,6.9006849315068495
INTNEM,Belgium (Nemolink),import_250_500_mw,1740,870.0,9.931506849315069
INTNEM,Belgium (Nemolink),import_500_1000_mw,6306,3153.0,35.99315068493151
INTNEM,Belgium (Nemolink),import_1000_1500_mw,1367,683.5,7.802511415525114
INTNEM,Belgium (Nemolink),import_gt_1500_mw,0,0.0,0.0
INTNSL,North Sea Link (INTNSL),export_gt_1500_mw,0,0.0,0.0
INTNSL,North Sea Link (INTNSL),export_1000_1500_mw,406,203.0,2.317351598173516
INTNSL,North Sea Link (INTNSL),export_500_1000_mw,398,199.0,2.271689497716895
INTNSL,North Sea Link (INTNSL),export_250_500_mw,252,126.0,1.4383561643835616
INTNSL,North Sea Link (INTNSL),export_50_250_mw,165,82.5,0.9417808219178082
INTNSL,North Sea Link (INTNSL),near_zero_abs_le_50_mw,842,421.0,4.805936073059361
INTNSL,North Sea Link (INTNSL),import_50_250_mw,270,135.0,1.5410958904109588
INTNSL,North Sea Link (INTNSL),import_250_500_mw,436,218.0,2.4885844748858448
INTNSL,North Sea Link (INTNSL),import_500_1000_mw,3261,1630.5,18.613013698630137
INTNSL,North Sea Link (INTNSL),import_1000_1500_mw,11490,5745.0,65.58219178082192
INTNSL,North Sea Link (INTNSL),import_gt_1500_mw,0,0.0,0.0
INTVKL,Denmark (Viking link),export_gt_1500_mw,0,0.0,0.0
INTVKL,Denmark (Viking link),export_1000_1500_mw,2282,1141.0,13.025114155251142
INTVKL,Denmark (Viking link),export_500_1000_mw,1926,963.0,10.993150684931507
INTVKL,Denmark (Viking link),export_250_500_mw,975,487.5,5.565068493150685
INTVKL,Denmark (Viking link),export_50_250_mw,777,388.5,4.434931506849315
INTVKL,Denmark (Viking link),near_zero_abs_le_50_mw,1184,592.0,6.757990867579909
INTVKL,Denmark (Viking link),import_50_250_mw,801,400.5,4.571917808219178
INTVKL,Denmark (Viking link),import_250_500_mw,964,482.0,5.502283105022831
INTVKL,Denmark (Viking link),import_500_1000_mw,5134,2567.0,29.30365296803653
INTVKL,Denmark (Viking link),import_1000_1500_mw,3475,1737.5,19.83447488584475
INTVKL,Denmark (Viking link),import_gt_1500_mw,2,1.0,0.01141552511415525
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export_gt_1500_mw,916,458.0,5.228310502283105
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export_1000_1500_mw,371,185.5,2.117579908675799
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export_500_1000_mw,325,162.5,1.8550228310502281
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export_250_500_mw,220,110.0,1.2557077625570776
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export_50_250_mw,199,99.5,1.1358447488584476
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,near_zero_abs_le_50_mw,99,49.5,0.565068493150685
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import_50_250_mw,230,115.0,1.3127853881278537
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import_250_500_mw,313,156.5,1.7865296803652966
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import_500_1000_mw,758,379.0,4.32648401826484
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import_1000_1500_mw,895,447.5,5.108447488584475
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import_gt_1500_mw,13194,6597.0,75.3082191780822
