interconnectorId,day_of_week,interconnectorName,interconnectorBiddingZone,capacity_mw,first_timestamp,last_timestamp,observations,expected_half_hours_between_first_last,missing_half_hours_between_first_last,coverage_pct_between_first_last,duration_hours,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct,dominant_direction,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw,mean_export_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,observed_abs_peak_mw,observed_abs_p95_mw,mean_signed_pct_capacity,median_signed_pct_capacity,p05_signed_pct_capacity,p95_signed_pct_capacity,mean_import_pct_capacity_when_importing,mean_export_pct_capacity_when_exporting,observed_abs_peak_pct_capacity,observed_abs_p95_pct_capacity,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_import_pct_active_capacity_when_importing,mean_export_pct_active_capacity_when_exporting,mean_available_interconnector_count,mean_missing_interconnector_count,import_gwh,export_gwh,net_gwh,abs_flow_gwh,direction_switches_ignoring_near_zero,direction_switches_per_30d,share_abs_ge_500mw_pct,share_abs_ge_1000mw_pct,share_abs_ge_1500mw_pct,share_import_ge_1000mw_pct,share_export_ge_1000mw_pct,longest_near_zero_run_hours,deadband_mw,primary_state,primary_state_share_pct,import_export_margin_pct,abs_import_export_margin_pct,direction_bias,mostly_direction,day_name
INTNEM,0,Belgium (Nemolink),BELGIUM,1366,2021-07-05 00:00:00+00:00,2026-06-29 23:30:00+00:00,12524,87408,74884,14.328207944352918,6262.0,8511,3769,244,67.95752155860747,30.09421909932929,1.9482593420632386,import,303.9206323858192,454.0,-1000.0,-142.0,930.0,1016.0,469.70073458958797,165.78010220376876,691.1681353542474,550.8702573626957,1020.0,1044.0,1044.0,1020.0,22.248948198083397,33.23572474377745,-73.20644216691069,74.37774524158127,50.59796012842221,40.32725163709338,76.42752562225475,74.67057101024889,,,,,,,2941.266,1038.115,1903.1510000000003,3979.3810000000003,737,12.14181930508998,64.41232832960715,20.84797189396359,0.0,15.785691472373042,5.062280421590546,42.5,1.0,import,67.95752155860747,37.863302459278174,37.863302459278174,import,mostly_import,Monday
INTNEM,1,Belgium (Nemolink),BELGIUM,1366,2021-07-06 00:00:00+00:00,2026-06-30 22:30:00+00:00,12519,87406,74887,14.322815367366085,6259.5,8215,3935,369,65.62025720904225,31.432223021008067,2.9475197699496762,import,270.41584791117504,412.0,-1010.0,-218.0,904.0,1016.0,450.49988018212315,180.08403227094817,686.5256238587949,572.928081321474,1366.0,1044.0,1366.0,1020.0,19.796182131125548,30.161054172767205,-73.9385065885798,74.37774524158127,50.25809837912115,41.94202645105958,100.0,74.67057101024889,,,,,,,2819.9040000000005,1127.2359999999999,1692.6680000000001,3947.14,721,11.878496653509524,64.04664909337806,20.153366882338844,0.0,14.74558670820353,5.407780174135314,48.0,1.0,import,65.62025720904225,34.18803418803418,34.18803418803418,import,mostly_import,Tuesday
INTNEM,2,Belgium (Nemolink),BELGIUM,1366,2021-07-07 00:00:00+00:00,2026-06-24 23:30:00+00:00,12477,87072,74595,14.329520396912901,6238.5,7725,4310,442,61.91392161577303,34.543560150677244,3.542518233549732,import,222.109160855975,328.0,-1020.0,-296.0,876.0,1016.0,420.9805241644626,198.87136330848762,679.944854368932,575.7118329466357,1020.0,1024.0,1024.0,1020.0,16.259821438943995,24.011713030746705,-74.67057101024889,74.37774524158127,49.776343658047736,42.145815003414036,74.96339677891655,74.67057101024889,,,,,,,2626.2870000000003,1240.659,1385.6279999999997,3866.946,701,11.593297423941381,62.28259998397051,19.700248457161177,0.0,13.50484892201651,6.1953995351446665,48.0,1.0,import,61.91392161577303,27.370361465095783,27.370361465095783,import,mostly_import,Wednesday
INTNEM,3,Belgium (Nemolink),BELGIUM,1366,2021-07-01 00:00:00+00:00,2026-06-25 23:30:00+00:00,12522,87408,74886,14.325919824272379,6261.0,8110,3989,423,64.76601181919821,31.855933556939785,3.3780546238620026,import,267.75243571314485,402.0,-1016.0,-239.5,930.0,1018.0,451.2103497843795,183.45791407123463,696.6776818742294,575.8987214840812,1034.0,1044.0,1044.0,1020.0,19.601203200083813,29.428989751098094,-74.37774524158127,74.52415812591508,51.001294427103176,42.159496448322194,76.42752562225475,74.67057101024889,,,,,,,2825.0280000000002,1148.63,1676.3980000000001,3973.6580000000004,737,12.14181930508998,63.79971250598946,21.03497843794921,0.0,15.508704679763616,5.526273758185593,35.5,1.0,import,64.76601181919821,32.91007826225842,32.91007826225842,import,mostly_import,Thursday
INTNEM,4,Belgium (Nemolink),BELGIUM,1366,2021-07-02 00:00:00+00:00,2026-06-26 23:30:00+00:00,12525,87408,74883,14.32935200439319,6262.5,8266,3887,372,65.99600798403193,31.03393213572854,2.9700598802395213,import,289.964870259481,460.0,-1014.0,-202.0,944.0,1016.0,469.0740119760479,179.10914171656685,710.7611904185821,577.1396964239774,1020.0,1024.0,1024.0,1020.0,21.227296505086464,33.67496339677892,-74.23133235724744,74.37774524158127,52.03229798086253,42.250343808490285,74.96339677891655,74.67057101024889,,,,,,,2937.576,1121.671,1815.905,4059.247,703,11.581681101055977,65.69261477045907,21.20558882235529,0.0,15.584830339321357,5.620758483033932,44.5,1.0,import,65.99600798403193,34.96207584830339,34.96207584830339,import,mostly_import,Friday
INTNEM,5,Belgium (Nemolink),BELGIUM,1366,2021-07-03 00:00:00+00:00,2026-06-27 23:30:00+00:00,12522,87408,74886,14.325919824272379,6261.0,9530,2843,149,76.10605334611084,22.704040888037056,1.1899057658521002,import,443.28605654048874,694.0,-950.0,40.0,996.0,1020.0,568.5836128413991,125.2975563009104,747.0938090241343,551.8733731973267,1020.0,1042.0,1042.0,1020.0,32.45139506152919,50.805270863836014,-69.54612005856515,74.67057101024889,54.6920797235823,40.40068617842802,76.28111273792094,74.67057101024889,,,,,,,3559.902,784.488,2775.4139999999998,4344.389999999999,517,8.517395631928792,71.15476760900815,25.347388596070914,0.0,21.04296438268647,4.3044242133844435,24.0,1.0,import,76.10605334611084,53.402012458073784,53.402012458073784,import,mostly_import,Saturday
INTNEM,6,Belgium (Nemolink),BELGIUM,1366,2021-07-04 00:00:00+00:00,2026-06-28 23:30:00+00:00,12525,87408,74883,14.32935200439319,6262.5,9859,2552,114,78.71457085828342,20.375249500998006,0.9101796407185629,import,486.70738522954093,728.0,-890.0,132.0,998.0,1020.0,596.3215968063872,109.6142115768463,757.574601886601,537.9772727272727,1020.0,1040.0,1040.0,1020.0,35.6301160490147,53.294289897510986,-65.15373352855052,74.67057101024889,55.459341280131845,39.383402103021425,76.13469985358712,74.67057101024889,,,,,,,3734.464,686.4590000000001,3048.005,4420.923000000001,485,7.990206734014438,73.83632734530939,26.36327345309381,0.0,23.24950099800399,3.1137724550898205,24.0,1.0,import,78.71457085828342,58.339321357285414,58.339321357285414,import,mostly_import,Sunday
INTNSL,0,North Sea Link (INTNSL),NORWAY2,1846,2021-10-04 00:00:00+00:00,2026-06-29 23:30:00+00:00,11900,83040,71140,14.330443159922929,5950.0,9750,1859,291,81.9327731092437,15.621848739495798,2.4453781512605044,import,788.9005042016806,1096.0,-878.0999999999999,435.5,1398.0,1400.0,889.5398319327732,100.63932773109244,1085.6947692307692,644.2216245293168,1416.0,1454.0,1454.0,1400.0,42.73567195025356,59.37161430119177,-47.567713976164676,75.83965330444204,58.813367780648385,34.89824618251987,78.76489707475623,75.83965330444204,,,,,,,5292.762000000001,598.804,4693.9580000000005,5891.566000000001,246,4.265947325955274,82.84873949579831,58.109243697478995,0.0,53.80672268907563,4.302521008403361,42.5,1.0,import,81.9327731092437,66.3109243697479,66.3109243697479,import,mostly_import,Monday
INTNSL,1,North Sea Link (INTNSL),NORWAY2,1846,2021-10-05 00:00:00+00:00,2026-06-30 22:30:00+00:00,11895,83038,71143,14.324766974156411,5947.5,9809,1751,335,82.46321984026902,14.720470786044556,2.816309373686423,import,805.9261874737284,1096.0,-918.5999999999999,536.0,1398.0,1400.0,903.7229087852039,97.79672131147541,1095.9102864716076,664.3586521987436,1400.0,1454.0,1454.0,1400.0,43.65797331927023,59.37161430119177,-49.76164680390032,75.83965330444204,59.36675441341319,35.98909275182793,78.76489707475623,75.83965330444204,,,,,,,5374.892,581.6460000000001,4793.246,5956.5380000000005,208,3.607066729289353,84.12778478352249,59.77301387137452,0.0,55.182849936948294,4.590163934426229,48.0,1.0,import,82.46321984026902,67.74274905422446,67.74274905422446,import,mostly_import,Tuesday
INTNSL,2,North Sea Link (INTNSL),NORWAY2,1846,2021-10-06 00:00:00+00:00,2026-06-24 23:30:00+00:00,11853,82704,70851,14.331834010446896,5926.5,9680,1820,353,81.66708850080148,15.354762507382096,2.978148991816418,import,792.1574284991142,1096.0,-940.0,450.0,1398.0,1400.0,889.192609465958,97.03518096684384,1088.801652892562,631.954945054945,1400.0,1454.0,1454.0,1400.0,42.91210338565082,59.37161430119177,-50.92091007583966,75.83965330444204,58.98167133762524,34.233745669281966,78.76489707475623,75.83965330444204,,,,,,,5269.800000000001,575.079,4694.7210000000005,5844.879000000001,254,4.4225723371582655,82.63730701088332,59.124272336117436,0.0,54.39129334345735,4.732978992660087,48.0,1.0,import,81.66708850080148,66.31232599341939,66.31232599341939,import,mostly_import,Wednesday
INTNSL,3,North Sea Link (INTNSL),NORWAY2,1846,2021-10-07 00:00:00+00:00,2026-06-25 23:30:00+00:00,11850,82704,70854,14.328206616366801,5925.0,9681,1851,318,81.69620253164557,15.620253164556964,2.6835443037974684,import,781.130970464135,1096.0,-908.0,452.0,1398.0,1400.0,881.6315611814346,100.50059071729957,1079.1585580002065,643.3992436520799,1846.0,1454.0,1846.0,1400.0,42.31478713240168,59.37161430119177,-49.187432286023835,75.83965330444204,58.459293499469474,34.85369683922427,100.0,75.83965330444204,,,,,,,5223.6669999999995,595.466,4628.201,5819.133,236,4.10916169909193,82.67510548523207,58.12658227848101,0.016877637130801686,53.61181434599156,4.514767932489452,48.0,1.0,import,81.69620253164557,66.07594936708861,66.07594936708861,import,mostly_import,Thursday
INTNSL,4,North Sea Link (INTNSL),NORWAY2,1846,2021-10-01 23:00:00+00:00,2026-06-26 23:30:00+00:00,11855,82994,71139,14.28416512037015,5927.5,9796,1790,269,82.63180092787853,15.099114297764658,2.2690847743568114,import,802.1091522564319,1096.0,-831.7999999999997,534.0,1398.0,1400.0,898.2795444959933,96.17039223956137,1087.0869742752143,636.927374301676,1400.0,1454.0,1454.0,1400.0,43.45120001389121,59.37161430119177,-45.0595882990249,75.83965330444204,58.888785172005115,34.503108033676924,78.76489707475623,75.83965330444204,,,,,,,5324.552,570.05,4754.502,5894.602,228,3.9559962888436377,84.18388865457614,59.029945170814,0.0,54.6942218473218,4.335723323492197,48.0,1.0,import,82.63180092787853,67.53268663011387,67.53268663011387,import,mostly_import,Friday
INTNSL,5,North Sea Link (INTNSL),NORWAY2,1846,2021-10-02 00:00:00+00:00,2026-06-27 23:30:00+00:00,11898,83040,71142,14.328034682080926,5949.0,9891,1825,182,83.13161875945538,15.338712388636747,1.5296688519078836,import,830.8989746175828,1118.0,-824.3,606.0,1398.0,1400.0,929.0680786686838,98.16910405110103,1117.5868971792538,640.0087671232877,1400.0,1454.0,1454.0,1400.0,45.0107786900099,60.56338028169014,-44.65330444203683,75.83965330444204,60.54100201404409,34.67003072173823,78.76489707475623,75.83965330444204,,,,,,,5527.026,584.008,4943.018,6111.034000000001,222,3.849757342935247,85.55219364599093,62.178517397882,0.0,58.194654563792234,3.983862834089763,38.0,1.0,import,83.13161875945538,67.79290637081863,67.79290637081863,import,mostly_import,Saturday
INTNSL,6,North Sea Link (INTNSL),NORWAY2,1846,2021-10-03 00:00:00+00:00,2026-06-28 23:30:00+00:00,11901,83040,71139,14.33164739884393,5950.5,9653,2101,147,81.11083102260315,17.653978657255692,1.2351903201411647,import,786.1246954037476,1096.0,-952.0,422.0,1398.0,1400.0,895.2308209394168,109.10612553566928,1103.7130425774371,618.0257020466445,1420.0,1454.0,1454.0,1400.0,42.58530310962879,59.37161430119177,-51.57096424702059,75.83965330444204,59.78943892618835,33.47918212603708,78.76489707475623,75.83965330444204,,,,,,,5327.071,649.2360000000001,4677.835,5976.307,260,4.5087248160502895,83.69884883623226,60.12940089068145,0.0,55.323082093941686,4.806318796739769,24.0,1.0,import,81.11083102260315,63.45685236534746,63.45685236534746,import,mostly_import,Sunday
INTVKL,0,Denmark (Viking link),DENMARK1,2480,2024-01-01 00:00:00+00:00,2026-06-29 23:30:00+00:00,6288,43728,37440,14.37980241492865,3144.0,3684,2253,351,58.587786259541986,35.83015267175573,5.5820610687022905,import,258.49904580152673,313.0,-1094.0,-450.0,988.5,1424.0,515.9195292620865,257.4204834605598,880.5922909880564,718.4465157567688,1428.0,1456.0,1456.0,1424.0,10.423348621029302,12.620967741935484,-44.11290322580645,57.41935483870968,35.50775366887324,28.96961757083745,58.70967741935483,57.41935483870968,,,,,,,1622.051,809.33,812.721,2431.381,355,11.690717405721864,69.91094147582697,34.38295165394402,0.0,21.389949109414758,12.993002544529261,44.5,1.0,import,58.587786259541986,22.75763358778626,22.75763358778626,import,mostly_import,Monday
INTVKL,1,Denmark (Viking link),DENMARK1,2480,2024-01-02 00:00:00+00:00,2026-06-30 22:30:00+00:00,6286,43726,37440,14.37588620042995,3143.0,3446,2359,481,54.82023544384346,37.52783964365256,7.6519249125039766,import,202.9185491568565,223.0,-1094.0,-650.0,988.0,1422.0,496.1240852688514,293.2055361119949,905.0017411491584,781.3013988978381,1430.0,1454.0,1454.0,1422.0,8.182199562776471,8.991935483870968,-44.11290322580645,57.33870967741935,36.49200569149833,31.504088665235404,58.62903225806452,57.33870967741935,,,,,,,1559.3180000000002,921.5450000000001,637.7729999999999,2480.863,284,9.353001715265867,73.73528475978365,34.82341711740376,0.0,19.99681832643971,14.826598790964047,48.0,1.0,import,54.82023544384346,17.292395800190896,17.292395800190896,import,mostly_import,Tuesday
INTVKL,2,Denmark (Viking link),DENMARK1,2480,2024-01-03 00:00:00+00:00,2026-06-24 23:30:00+00:00,6240,43392,37152,14.380530973451327,3120.0,3555,2178,507,56.97115384615385,34.90384615384615,8.125,import,253.7496794871795,308.0,-1094.0,-450.5,990.0,1422.0,508.1945512820513,254.4448717948718,892.0208157524613,728.9880624426079,1436.0,1452.0,1452.0,1424.0,10.231841914805624,12.419354838709678,-44.11290322580645,57.33870967741935,35.968581280341176,29.39467993720193,58.54838709677419,57.41935483870968,,,,,,,1585.5669999999998,793.8679999999999,791.699,2379.4350000000004,321,10.652900371044687,69.77564102564102,33.41346153846153,0.0,19.743589743589745,13.669871794871794,48.0,1.0,import,56.97115384615385,22.067307692307693,22.067307692307693,import,mostly_import,Wednesday
INTVKL,3,Denmark (Viking link),DENMARK1,2480,2024-01-04 00:00:00+00:00,2026-06-25 23:30:00+00:00,6240,43392,37152,14.380530973451327,3120.0,3688,2031,521,59.1025641025641,32.54807692307693,8.349358974358974,import,323.5195512820513,403.0,-1092.0,-334.0,992.0,1424.0,550.5785256410256,227.05897435897435,931.5645336225597,697.6110290497292,2480.0,1454.0,2480.0,1424.0,13.045143196856905,16.25,-44.03225806451613,57.41935483870968,37.56308603316773,28.129476977811663,100.0,57.41935483870968,,,,,,,1717.8049999999998,708.424,1009.381,2426.2290000000003,319,10.58652716001014,69.66346153846153,33.429487179487175,0.03205128205128205,23.557692307692307,9.871794871794872,48.0,1.0,import,59.1025641025641,26.554487179487175,26.554487179487175,import,mostly_import,Thursday
INTVKL,4,Denmark (Viking link),DENMARK1,2480,2024-01-05 00:00:00+00:00,2026-06-26 23:30:00+00:00,6240,43392,37152,14.380530973451327,3120.0,3910,1873,457,62.66025641025641,30.01602564102564,7.323717948717949,import,368.4153846153846,563.0,-1092.0,-256.5,996.0,1424.0,586.0358974358975,217.62051282051283,935.2593350383631,725.0144153764015,1428.0,1454.0,1454.0,1424.0,14.85545905707196,22.701612903225808,-44.03225806451613,57.41935483870968,37.71206996122432,29.234452232919413,58.62903225806452,57.41935483870968,,,,,,,1828.4319999999998,678.976,1149.456,2507.408,287,9.5245557834574,71.45833333333333,35.76923076923077,0.0,24.85576923076923,10.913461538461538,48.0,1.0,import,62.66025641025641,32.644230769230774,32.644230769230774,import,mostly_import,Friday
INTVKL,5,Denmark (Viking link),DENMARK1,2480,2023-12-30 00:00:00+00:00,2026-06-27 23:30:00+00:00,6288,43728,37440,14.37980241492865,3144.0,4333,1558,397,68.90903307888041,24.77735368956743,6.313613231552163,import,449.72996183206106,700.0,-1081.3,0.0,990.0,1422.0,605.0922391857506,155.36227735368956,878.1029309946919,627.0333761232349,1430.0,1454.0,1454.0,1422.0,18.13427265451859,28.225806451612907,-43.6008064516129,57.33870967741935,35.40737624978597,25.283603875936894,58.62903225806452,57.33870967741935,,,,,,,1902.4099999999999,488.459,1413.951,2390.8689999999997,281,9.253779129599561,70.94465648854961,26.3676844783715,0.0,19.89503816793893,6.4726463104325695,48.0,1.0,import,68.90903307888041,44.13167938931298,44.13167938931298,import,mostly_import,Saturday
INTVKL,6,Denmark (Viking link),DENMARK1,2480,2023-12-31 00:00:00+00:00,2026-06-28 23:30:00+00:00,6288,43728,37440,14.37980241492865,3144.0,4305,1616,367,68.46374045801527,25.699745547073793,5.836513994910941,import,428.35941475826974,610.0,-1033.3,-28.0,988.0,1422.0,577.2694020356234,148.90998727735368,843.1753774680604,579.4220297029703,1430.0,1446.0,1446.0,1422.0,17.272557046704424,24.596774193548388,-41.66532258064516,57.33870967741935,33.999007155970176,23.363791520281058,58.30645161290322,57.33870967741935,,,,,,,1814.935,468.173,1346.762,2283.108,281,9.253779129599561,67.92302798982189,23.87086513994911,0.0,18.51145038167939,5.35941475826972,39.5,1.0,import,68.46374045801527,42.76399491094148,42.76399491094148,import,mostly_import,Sunday
TOTAL_GB_INTERCONNECTORS,0,GB interconnector fleet total,Fleet,14398,2021-07-05 00:00:00+00:00,2026-06-29 23:30:00+00:00,12528,87408,74880,14.332784184514002,6264.0,9688,2832,8,77.33077905491699,22.60536398467433,0.06385696040868455,import,2316.6566091954023,2788.0,-3354.6,308.0,4594.0,6584.0,2798.27650063857,481.6198914431673,3618.5805119735755,2130.5557909604518,8466.0,7206.0,8466.0,6587.299999999999,16.090127859392986,19.36380052785109,-23.299069315182663,45.72857341297402,25.1325219612,14.797581545773385,58.79983331018197,45.75149326295318,12469.43582375479,18.30146567633877,28.9377641616636,18.05844034877479,8.55324074074074,1.4467592592592593,17528.404000000002,3016.8669999999997,14511.537,20545.271,441,7.2653219993822,92.56066411238825,84.82598978288634,76.72413793103449,68.71807151979566,16.107918263090674,0.5,1.0,import,77.33077905491699,54.72541507024266,54.72541507024266,import,mostly_import,Monday
TOTAL_GB_INTERCONNECTORS,1,GB interconnector fleet total,Fleet,14398,2021-07-06 00:00:00+00:00,2026-06-30 22:30:00+00:00,12526,87406,74880,14.330823970894446,6263.0,9491,3024,11,75.77039757304806,24.141785087019,0.08781733993293948,import,2191.4130608334663,2627.0,-3408.0,90.5,4534.0,6460.0,2689.3084783650006,497.8954175315344,3549.28648193025,2062.380291005291,8232.0,6634.0,8232.0,6464.0,15.220260180813073,18.245589665231282,-23.66995416030004,44.867342686484236,24.651246575428875,14.324074809037999,57.17460758438671,44.89512432282262,12467.001117675236,17.338726431648617,28.44498615081549,17.495981269702643,8.551572728724253,1.4484272712757464,16843.139000000003,3118.3190000000004,13724.82,19961.458,442,7.281963274412219,92.37585821491298,83.99329394858694,75.81829794028421,67.33993293948586,16.65336100910107,1.5,1.0,import,75.77039757304806,51.628612486029056,51.628612486029056,import,mostly_import,Tuesday
TOTAL_GB_INTERCONNECTORS,2,GB interconnector fleet total,Fleet,14398,2021-07-07 00:00:00+00:00,2026-06-24 23:30:00+00:00,12480,87072,74592,14.332965821389196,6240.0,9327,3144,9,74.73557692307692,25.192307692307693,0.07211538461538462,import,2055.220512820513,2458.0,-3636.2,-28.0,4424.5,6322.0,2593.0692307692307,537.848717948718,3469.658411064651,2134.972010178117,8902.0,6774.0,8902.0,6326.0,14.274347220589757,17.071815529934714,-25.254896513404635,43.908876232810115,24.098197048650167,14.828253994847318,61.82803167106543,43.93665786914849,12467.777884615385,15.991918223701965,27.6014462436317,18.418424121254283,8.552163461538461,1.4478365384615384,16180.752000000002,3356.176,12824.576000000001,19536.928,448,7.409125885771381,92.0673076923077,83.75801282051282,75.33653846153847,65.92147435897436,17.836538461538463,1.5,1.0,import,74.73557692307692,49.543269230769226,49.543269230769226,import,mostly_import,Wednesday
TOTAL_GB_INTERCONNECTORS,3,GB interconnector fleet total,Fleet,14398,2021-07-01 00:00:00+00:00,2026-06-25 23:30:00+00:00,12528,87408,74880,14.332784184514002,6264.0,9611,2908,9,76.7161558109834,23.21200510855683,0.07183908045977011,import,2236.372605363985,2660.0,-3450.0,214.0,4558.5,6671.299999999999,2739.744412515964,503.37180715197957,3571.27437311414,2168.5839064649244,8862.0,7914.0,8862.0,6682.0,15.532522609834592,18.47478816502292,-23.961661341853034,46.33490762605917,24.80396147460856,15.061702364668179,61.55021530768162,46.40922350326434,12451.342911877395,17.50368577199298,28.45366810164027,18.668174308104735,8.544540229885058,1.4554597701149425,17161.759,3153.121,14008.638,20314.88,427,7.034676856544671,91.78639846743295,83.93997445721584,76.45274584929757,67.54469987228607,16.395274584929755,0.5,1.0,import,76.7161558109834,53.504150702426564,53.504150702426564,import,mostly_import,Thursday
TOTAL_GB_INTERCONNECTORS,4,GB interconnector fleet total,Fleet,14398,2021-07-02 00:00:00+00:00,2026-06-26 23:30:00+00:00,12528,87408,74880,14.332784184514002,6264.0,9731,2791,6,77.67401021711366,22.27809706257982,0.047892720306513405,import,2351.711366538953,2859.0,-3687.3,367.5,4768.0,6540.0,2862.1736909323117,510.46232439335887,3684.8537663138422,2291.3192404156216,8384.0,6584.0,8384.0,6541.299999999999,16.33359748950516,19.85692457285734,-25.609806917627452,45.42297541325184,25.592816823960565,15.914149468090162,58.23030976524517,45.43200444506181,12453.864623243933,18.498090902826316,29.47334410734265,19.747948029613667,8.546216475095786,1.4537835249042146,17928.656000000003,3197.536,14731.119999999999,21126.192,377,6.210944203553491,92.95977011494253,85.9035759897829,79.07886334610473,69.68390804597702,16.219667943805874,1.5,1.0,import,77.67401021711366,55.395913154533844,55.395913154533844,import,mostly_import,Friday
TOTAL_GB_INTERCONNECTORS,5,GB interconnector fleet total,Fleet,14398,2021-07-03 00:00:00+00:00,2026-06-27 23:30:00+00:00,12528,87408,74880,14.332784184514002,6264.0,10323,2198,7,82.39942528735632,17.544699872286078,0.05587484035759897,import,2946.645593869732,3554.0,-3469.3,1146.0,5318.0,6982.0,3359.729406130268,413.0838122605364,4077.369950595757,2354.4649681528663,9148.0,6180.0,9148.0,6982.0,20.465659076744906,24.683983886650925,-24.09570773718572,48.49284622864287,28.319002296122772,16.35272237916979,63.53660230587581,48.49284622864287,12467.615900383142,23.27666055007356,32.54016504681959,20.21919034135461,8.551963601532567,1.448036398467433,21045.345,2587.557,18457.788,23632.902,311,5.123617101605134,94.62005108556832,89.16826309067687,82.91826309067687,76.0536398467433,13.114623243933588,1.5,1.0,import,82.39942528735632,64.85472541507025,64.85472541507025,import,mostly_import,Saturday
TOTAL_GB_INTERCONNECTORS,6,GB interconnector fleet total,Fleet,14398,2021-07-04 00:00:00+00:00,2026-06-28 23:30:00+00:00,12528,87408,74880,14.332784184514002,6264.0,10323,2201,4,82.39942528735632,17.568646232439335,0.031928480204342274,import,3065.0898786717753,3749.0,-3364.6,1243.5,5458.0,7064.0,3468.5705619412515,403.4806832694764,4209.4596532015885,2296.5951840072694,9230.0,6472.0,9230.0,7064.0,21.288303088427387,26.038338658146962,-23.368523406028615,49.06236977357966,29.236419316582776,15.950793054641405,64.10612585081262,49.06236977357966,12470.345785440613,24.325536933655567,33.66282987762379,19.456630046649014,8.553879310344827,1.4461206896551724,21727.126000000004,2527.4030000000002,19199.723,24254.529000000002,326,5.370736897502487,94.91538952745849,89.41570881226055,83.47701149425288,76.46072796934867,12.954980842911878,0.5,1.0,import,82.39942528735632,64.83077905491699,64.83077905491699,import,mostly_import,Sunday
