interconnectorId,year,interconnectorName,interconnectorBiddingZone,capacity_mw,first_timestamp,last_timestamp,observations,expected_half_hours_between_first_last,missing_half_hours_between_first_last,coverage_pct_between_first_last,duration_hours,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct,dominant_direction,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw,mean_export_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,observed_abs_peak_mw,observed_abs_p95_mw,mean_signed_pct_capacity,median_signed_pct_capacity,p05_signed_pct_capacity,p95_signed_pct_capacity,mean_import_pct_capacity_when_importing,mean_export_pct_capacity_when_exporting,observed_abs_peak_pct_capacity,observed_abs_p95_pct_capacity,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_import_pct_active_capacity_when_importing,mean_export_pct_active_capacity_when_exporting,mean_available_interconnector_count,mean_missing_interconnector_count,import_gwh,export_gwh,net_gwh,abs_flow_gwh,direction_switches_ignoring_near_zero,direction_switches_per_30d,share_abs_ge_500mw_pct,share_abs_ge_1000mw_pct,share_abs_ge_1500mw_pct,share_import_ge_1000mw_pct,share_export_ge_1000mw_pct,longest_near_zero_run_hours,deadband_mw,primary_state,primary_state_share_pct,import_export_margin_pct,abs_import_export_margin_pct,direction_bias,mostly_direction
INTNEM,2021,Belgium (Nemolink),BELGIUM,1366,2021-07-01 00:00:00+00:00,2021-12-31 23:30:00+00:00,8819,8832,13,99.85280797101449,4409.5,8144,489,186,92.34607098310465,5.544846354461956,2.1090826624333823,import,730.9783422156708,854.0,-66.19999999999993,686.0,1000.0,1020.0,755.3845107155006,24.406168499829914,817.9931237721022,440.159509202454,1020.0,1020.0,1020.0,1020.0,53.51232373467575,62.51830161054173,-4.846266471449482,74.67057101024889,59.88236630835301,32.22251165464524,74.67057101024889,74.67057101024889,,,,,,,3330.8679999999995,107.619,3223.2490000000003,3438.487,158,25.763786660627336,84.83955096949768,28.41592017235514,0.0,28.34788524776052,0.06803492459462525,76.5,1.0,import,92.34607098310465,86.8012246286427,86.8012246286427,import,mostly_import
INTNEM,2022,Belgium (Nemolink),BELGIUM,1366,2022-01-01 00:00:00+00:00,2022-12-31 23:30:00+00:00,17503,17520,17,99.90296803652969,8751.5,9400,7739,364,53.70507912929212,44.21527738102039,2.079643489687482,import,75.1127235331086,118.0,-1020.0,-658.0,818.0,1000.0,368.7435296806262,293.63080614751755,686.6082978723405,664.0935521385192,1020.0,1024.0,1024.0,1020.0,5.498735251325667,8.638360175695462,-74.67057101024889,73.20644216691069,50.26415064951247,48.61592621804679,74.96339677891655,74.67057101024889,,,,,,,3227.059,2569.71,657.3490000000002,5796.769,737,60.578800159826464,67.77123921613438,24.750042849797175,0.0,12.87207907215906,11.877963777638119,56.5,1.0,import,53.70507912929212,9.48980174827173,9.48980174827173,import,mostly_import
INTNEM,2023,Belgium (Nemolink),BELGIUM,1366,2023-01-01 00:00:00+00:00,2023-12-31 23:30:00+00:00,17518,17520,2,99.98858447488584,8759.0,12173,4509,836,69.48852608745291,25.739239639228224,4.772234273318872,import,340.2985500627926,422.0,-766.0,-24.0,886.0,1000.0,454.7664116908323,114.46786162803973,654.4482050439498,444.7212242182302,1020.0,1022.0,1022.0,1018.0,24.912046124655387,30.89311859443631,-56.07613469985358,73.20644216691069,47.909824673788414,32.55645858112959,74.81698389458272,74.52415812591508,,,,,,,3983.299,1002.624,2980.675,4985.923,954,78.4154346709287,56.35346500742094,17.119534193401073,0.0,15.61822125813449,1.5013129352665828,200.0,1.0,import,69.48852608745291,43.74928644822469,43.74928644822469,import,mostly_import
INTNEM,2024,Belgium (Nemolink),BELGIUM,1366,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,13630,3622,316,77.58424408014571,20.61703096539162,1.7987249544626593,import,473.9141621129326,701.0,-830.0,80.0,1000.0,1020.0,577.3705601092896,103.45639799635701,744.1853264856933,501.8006626173385,1366.0,1024.0,1366.0,1020.0,34.69356970080033,51.31771595900439,-60.76134699853587,74.67057101024889,54.47916006483847,36.735041187213646,100.0,74.67057101024889,,,,,,,5071.623,908.761,4162.861999999999,5980.384,831,68.11863152501849,68.7044626593807,27.851775956284154,0.0,25.159380692167577,2.6923952641165756,112.0,1.0,import,77.58424408014571,56.96721311475409,56.96721311475409,import,mostly_import
INTNEM,2025,Belgium (Nemolink),BELGIUM,1366,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,10958,6181,381,62.545662100456624,35.279680365296805,2.1746575342465753,import,227.2570776255708,346.0,-1016.0,-306.0,888.5,1016.0,427.44794520547947,200.19086757990868,683.4174119364848,567.4395728846465,1020.0,1024.0,1024.0,1020.0,16.63668211021748,25.329428989751097,-74.37774524158127,74.37774524158127,50.03055724278805,41.540232275596374,74.96339677891655,74.67057101024889,,,,,,,3744.4440000000004,1753.672,1990.7720000000002,5498.116,976,80.22375706375934,63.37899543378995,18.664383561643834,0.0,12.808219178082192,5.856164383561644,118.0,1.0,import,62.545662100456624,27.26598173515982,27.26598173515982,import,mostly_import
INTNEM,2026,Belgium (Nemolink),BELGIUM,1366,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,5911,2745,30,68.05203776191573,31.602578862537417,0.345383375546857,import,295.24798526364265,482.0,-1020.0,-227.5,972.0,1016.0,480.5742574257426,185.32627216209994,706.1864320757909,586.4276867030966,1034.0,1044.0,1044.0,1020.0,21.614054558099756,35.28550512445095,-74.67057101024889,74.37774524158127,51.69739619881337,42.93028453170546,76.42752562225475,74.67057101024889,,,,,,,2087.134,804.8720000000001,1282.2620000000002,2892.0060000000003,491,81.40932642487046,67.24614321897306,15.634354133087728,0.0,9.164172231176607,6.470181901911122,3.0,1.0,import,68.05203776191573,36.449458899378314,36.449458899378314,import,mostly_import
INTNSL,2021,North Sea Link (INTNSL),NORWAY2,1846,2021-10-01 23:00:00+00:00,2021-12-31 23:30:00+00:00,4357,4370,13,99.7025171624714,2178.5,4165,173,19,95.59329814092266,3.970621987606151,0.4360798714711958,import,623.905898554051,694.0,21.600000000000023,694.0,694.0,698.0,633.1774156529722,9.271517098921276,662.365906362545,233.5028901734104,698.0,738.0,738.0,698.0,33.79771931495401,37.594799566630556,1.1700975081256784,37.81148429035753,35.88114335658424,12.649127311669035,39.978331527627304,37.81148429035753,,,,,,,1379.3770000000002,20.198,1359.179,1399.575,38,12.524605172808423,90.383291255451,0.0,0.0,0.0,0.0,2.5,1.0,import,95.59329814092266,91.6226761533165,91.6226761533165,import,mostly_import
INTNSL,2022,North Sea Link (INTNSL),NORWAY2,1846,2022-01-01 00:00:00+00:00,2022-12-31 23:30:00+00:00,17503,17520,17,99.90296803652969,8751.5,11239,6117,147,64.21184939724618,34.94829457807233,0.8398560246814832,import,317.7932925784151,626.0,-1100.0,-246.0,1048.0,1260.0,518.7327886648003,200.9394960863852,807.8458937627903,574.9622363903875,1846.0,1280.0,1846.0,1260.0,17.215237951160084,33.91115926327194,-59.58829902491875,68.25568797399784,43.761966075990806,31.146383336424023,100.0,68.25568797399784,,,,,,,4539.6900000000005,1758.5220000000002,2781.168,6298.2119999999995,512,42.0845938695131,72.51328343712507,34.434097011940814,0.01142661258070045,26.875392789807464,7.558704222133349,8.5,1.0,import,64.21184939724618,29.263554819173855,29.263554819173855,import,mostly_import
INTNSL,2023,North Sea Link (INTNSL),NORWAY2,1846,2023-01-01 00:00:00+00:00,2023-12-31 23:30:00+00:00,17518,17520,2,99.98858447488584,8759.0,15457,1451,610,88.23495832857631,8.282909007877612,3.482132663546067,import,973.7035049663203,1256.0,-292.0,872.0,1398.0,1400.0,1020.925676447083,47.22217148076265,1157.0535032671282,570.1157822191592,1400.0,1454.0,1454.0,1400.0,52.746668741404136,68.03900325027085,-15.81798483206934,75.83965330444204,62.6789546731922,30.883845190637015,78.76489707475623,75.83965330444204,,,,,,,8942.288,413.619,8528.669,9355.907,226,18.576402762714764,86.0486356890056,74.66605776915173,0.0,72.53681927160635,2.1292384975453817,251.5,1.0,import,88.23495832857631,79.9520493206987,79.9520493206987,import,mostly_import
INTNSL,2024,North Sea Link (INTNSL),NORWAY2,1846,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,15936,1073,559,90.7103825136612,6.107695810564663,3.1819216757741344,import,1095.499203096539,1398.0,-20.0,998.0,1398.0,1400.0,1127.6632513661202,32.16404826958106,1243.1468373493976,526.6150978564772,1474.0,1454.0,1474.0,1400.0,59.344485541524335,75.73131094257855,-1.0834236186348862,75.83965330444204,67.34273225077993,28.52736174737146,79.84832069339112,75.83965330444204,,,,,,,9905.394,282.529,9622.865,10187.923,200,16.394375818295668,88.11475409836066,75.44398907103826,0.0,74.21448087431693,1.2295081967213115,269.0,1.0,import,90.7103825136612,84.60268670309654,84.60268670309654,import,mostly_import
INTNSL,2025,North Sea Link (INTNSL),NORWAY2,1846,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,15605,1372,543,89.06963470319634,7.831050228310503,3.099315068493151,import,1023.4210045662101,1396.0,-434.0999999999999,910.0,1398.0,1398.0,1077.0114155251142,53.59041095890411,1209.1791092598526,684.332361516035,1420.0,1454.0,1454.0,1398.0,55.439924407703685,75.62296858071505,-23.515709642470203,75.73131094257855,65.5026603066009,37.071092173132996,78.76489707475623,75.73131094257855,,,,,,,9434.62,469.452,8965.168000000001,9904.072,198,16.27490153547577,88.8013698630137,67.90525114155251,0.0,65.587899543379,2.317351598173516,266.5,1.0,import,89.06963470319634,81.23858447488584,81.23858447488584,import,mostly_import
INTNSL,2026,North Sea Link (INTNSL),NORWAY2,1846,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,5858,2811,17,67.44186046511628,32.3624222887405,0.19571724614321898,import,444.0322357817177,798.0,-1454.0,-331.5,1398.0,1398.0,722.6343541330878,278.60211835137,1071.492318197337,860.8815368196372,1398.0,1454.0,1454.0,1454.0,24.053750584058378,43.228602383531964,-78.76489707475623,75.73131094257855,58.04400423604209,46.63496949185466,78.76489707475623,78.76489707475623,,,,,,,3138.4010000000003,1209.969,1928.432,4348.37,208,34.487046632124354,78.70135850794382,60.039143449228646,0.0,43.967303707114894,16.071839742113745,1.0,1.0,import,67.44186046511628,35.07943817637578,35.07943817637578,import,mostly_import
INTVKL,2023,Denmark (Viking link),DENMARK1,2480,2023-12-30 00:00:00+00:00,2023-12-31 23:30:00+00:00,96,96,0,100.0,48.0,96,0,0,100.0,0.0,0.0,import,646.3125,702.0,293.0,578.0,770.0,774.0,646.3125,0.0,646.3125,,774.0,0.0,774.0,774.0,26.060987903225808,28.306451612903228,11.814516129032258,31.209677419354836,26.060987903225808,,31.209677419354836,31.209677419354836,,,,,,,31.023,0.0,31.023,31.023,0,0.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,1.0,import,100.0,100.0,100.0,import,mostly_import
INTVKL,2024,Denmark (Viking link),DENMARK1,2480,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,11397,4507,1664,64.87363387978142,25.65459927140255,9.47176684881603,import,416.9627732240437,602.0,-1028.0,-24.0,988.5,1422.0,575.3295765027323,158.36680327868854,886.8465385627796,617.3037497226536,1436.0,1456.0,1456.0,1422.0,16.8130150493566,24.274193548387096,-41.4516129032258,57.33870967741935,35.75994107107982,24.891280230752162,58.70967741935483,57.33870967741935,,,,,,,5053.695,1391.094,3662.6009999999997,6444.789000000001,738,60.49524676951102,67.89617486338798,27.601320582877957,0.0,22.14253187613843,5.458788706739527,272.0,1.0,import,64.87363387978142,39.21903460837888,39.21903460837888,import,mostly_import
INTVKL,2025,Denmark (Viking link),DENMARK1,2480,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,10609,6172,739,60.55365296803653,35.22831050228311,4.218036529680366,import,290.45559360730596,463.0,-1092.0,-458.0,990.0,1424.0,542.9811643835617,252.5255707762557,896.6943161466679,716.8256642903435,2480.0,1454.0,2480.0,1424.0,11.711919097068787,18.66935483870968,-44.03225806451613,57.41935483870968,36.157028876881775,28.90426065686869,100.0,57.41935483870968,,,,,,,4756.515,2212.1240000000003,2544.3909999999996,6968.639,716,58.85267423939722,73.20205479452055,32.95662100456621,0.01141552511415525,19.931506849315067,13.025114155251142,323.0,1.0,import,60.55365296803653,25.325342465753423,25.325342465753423,import,mostly_import
INTVKL,2026,Denmark (Viking link),DENMARK1,2480,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,4819,3189,678,55.48008289201013,36.7142528206309,7.805664287358968,import,212.69352981809809,228.0,-1174.5,-566.0,992.0,1426.0,504.09509555606724,291.4015657379691,908.6055198173894,793.7014738162434,1430.0,1454.0,1454.0,1426.0,8.576352008794277,9.193548387096774,-47.358870967741936,57.49999999999999,36.637319347475376,32.00409168613884,58.62903225806452,57.49999999999999,,,,,,,2189.285,1265.5570000000002,923.728,3454.842,377,62.50777202072538,70.11282523601197,37.87704351830532,0.0,21.7361271010822,16.140916417223117,324.0,1.0,import,55.48008289201013,18.765830071379234,18.765830071379234,import,mostly_import
TOTAL_GB_INTERCONNECTORS,2021,GB interconnector fleet total,Fleet,14398,2021-07-01 00:00:00+00:00,2021-12-31 23:30:00+00:00,8832,8832,0,100.0,4416.0,8234,584,14,93.22916666666666,6.61231884057971,0.1585144927536232,import,2768.766757246377,3218.0,-289.79999999999995,1814.0,3896.0,4648.0,2825.9884510869565,57.22169384057971,3031.227835802769,865.3801369863014,5690.0,3306.0,5690.0,4648.0,19.230217788903854,22.350326434226975,-2.0127795527156542,32.282261425197945,21.05311734826204,6.010419065052795,39.51937769134602,32.282261425197945,9192.460144927536,31.16088523454402,33.986600870756554,8.626412134188014,6.484488224637682,3.515511775362319,12479.565000000002,252.691,12226.874000000002,12732.256000000001,168,27.3944060695278,93.72735507246377,87.11503623188406,80.33288043478261,84.81657608695652,2.2984601449275366,1.5,1.0,import,93.22916666666666,86.61684782608695,86.61684782608695,import,mostly_import
TOTAL_GB_INTERCONNECTORS,2022,GB interconnector fleet total,Fleet,14398,2022-01-01 00:00:00+00:00,2022-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,7490,10006,24,42.75114155251142,57.11187214611873,0.136986301369863,export,-484.0117579908676,-730.0,-4860.0,-3032.0,1838.5,4620.0,1063.7936073059361,1547.8053652968038,2488.339652870494,2710.1289226464123,6668.0,6360.0,6668.0,5222.0999999999985,-3.3616596610006075,-5.07014863175441,-33.7546881511321,32.087789970829284,17.282536830604904,18.822954039772274,46.31198777608001,36.26962078066397,10892.921232876712,-3.817409373650166,23.603045577777877,24.34568535324357,7.598573059360731,2.4014269406392694,9318.832,13558.775000000001,-4239.943000000001,22877.607000000004,574,47.18077515839945,90.57648401826484,80.16552511415526,69.91438356164383,33.19063926940639,46.97488584474886,1.5,1.0,export,57.11187214611873,-14.360730593607308,14.360730593607308,export,mostly_export
TOTAL_GB_INTERCONNECTORS,2023,GB interconnector fleet total,Fleet,14398,2023-01-01 00:00:00+00:00,2023-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,14206,3303,11,81.08447488584474,18.852739726027398,0.06278538812785388,import,2667.165410958904,3010.0,-2340.0,702.0,4940.0,6408.0999999999985,2977.9779680365295,310.81255707762557,3672.6857665775024,1648.6333636088405,8064.0,5900.0,8064.0,6408.0999999999985,18.52455487539175,20.905681344631198,-16.252257257952493,44.50687595499374,25.50830508805044,11.450433140775388,56.00777885817475,44.50687595499374,11412.287671232876,23.35692638326415,32.16418811009622,14.458922164700443,8.004566210045661,1.995433789954338,26087.087,2722.718,23364.369,28809.805,582,47.838346937610595,91.92922374429223,83.98401826484019,76.26141552511415,72.20890410958904,11.775114155251142,1.5,1.0,import,81.08447488584474,62.23173515981735,62.23173515981735,import,mostly_import
TOTAL_GB_INTERCONNECTORS,2024,GB interconnector fleet total,Fleet,14398,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,15968,1600,0,90.89253187613843,9.107468123861565,0.0,import,3790.9056238615667,4294.0,-1154.0,2400.0,5656.5,7040.0,3948.433629326047,157.52800546448088,4344.068261523046,1729.6575,9148.0,7914.0,9148.0,7044.0,26.329390358810716,29.823586609251286,-8.015002083622726,48.89567995554938,30.171331167683334,12.01317891373802,63.53660230587581,48.923461591887765,13880.0,27.312000171913304,31.297321768898026,12.461509365994234,9.0,1.0,34683.041000000005,1383.726,33299.315,36066.76700000001,359,29.427904593840722,95.57718579234972,91.22836976320583,86.9137067395264,85.83219489981785,5.396174863387978,0.0,1.0,import,90.89253187613843,81.78506375227687,81.78506375227687,import,mostly_import
TOTAL_GB_INTERCONNECTORS,2025,GB interconnector fleet total,Fleet,14398,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,15442,2076,2,88.1392694063927,11.849315068493151,0.01141552511415525,import,3327.19200913242,3652.0,-1580.0,1534.0,5456.0,7082.0,3525.5602739726028,198.36826484018266,3999.98808444502,1674.0905587668594,9230.0,6746.0,9230.0,7082.0,23.10870960642048,25.364633976941242,-10.973746353660232,49.18738713710237,27.781553579976524,11.627243775294202,64.10612585081262,49.18738713710237,14356.843835616439,23.177869309892518,27.864820559760037,11.66295220351521,9.92054794520548,0.07945205479452055,30883.907999999996,1737.7060000000001,29146.201999999997,32621.614,448,36.82401963582396,93.96118721461187,87.77397260273972,80.57648401826484,80.42808219178083,7.345890410958904,0.5,1.0,import,88.1392694063927,76.28995433789954,76.28995433789954,import,mostly_import
TOTAL_GB_INTERCONNECTORS,2026,GB interconnector fleet total,Fleet,14398,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,7154,1529,3,82.3624222887405,17.603039373704814,0.0345383375546857,import,3145.6101772967995,3508.0,-2248.0,908.0,5764.0,7142.0,3445.2562744646557,299.64609716785634,4183.043891529214,1702.2406801831262,8724.0,7206.0,8724.0,7145.0,21.84754950199194,24.364495068759553,-15.613279622169745,49.60411168217808,29.05295104548697,11.8227578843112,60.5917488540075,49.62494790943187,14398.0,21.84754950199194,29.05295104548697,11.8227578843112,10.0,0.0,14962.748,1301.363,13661.385,16264.111,289,47.917098445595855,92.57425742574257,85.12548929311535,77.72277227722772,74.17683628827999,10.948653004835366,0.5,1.0,import,82.3624222887405,64.75938291503569,64.75938291503569,import,mostly_import
