interconnectorId,year,interconnectorName,interconnectorBiddingZone,capacity_mw,first_timestamp,last_timestamp,observations,expected_half_hours_between_first_last,missing_half_hours_between_first_last,coverage_pct_between_first_last,duration_hours,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct,dominant_direction,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw,mean_export_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,observed_abs_peak_mw,observed_abs_p95_mw,mean_signed_pct_capacity,median_signed_pct_capacity,p05_signed_pct_capacity,p95_signed_pct_capacity,mean_import_pct_capacity_when_importing,mean_export_pct_capacity_when_exporting,observed_abs_peak_pct_capacity,observed_abs_p95_pct_capacity,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_import_pct_active_capacity_when_importing,mean_export_pct_active_capacity_when_exporting,mean_available_interconnector_count,mean_missing_interconnector_count,import_gwh,export_gwh,net_gwh,abs_flow_gwh,direction_switches_ignoring_near_zero,direction_switches_per_30d,share_abs_ge_500mw_pct,share_abs_ge_1000mw_pct,share_abs_ge_1500mw_pct,share_import_ge_1000mw_pct,share_export_ge_1000mw_pct,longest_near_zero_run_hours,deadband_mw,primary_state,primary_state_share_pct,import_export_margin_pct,abs_import_export_margin_pct,direction_bias,mostly_direction
INTIRL,2022,Northern Ireland(Moyle),IRELAND,682,2022-01-01 00:00:00+00:00,2022-12-31 23:30:00+00:00,17503,17520,17,99.90296803652969,8751.5,9514,6557,1432,54.35639604639205,37.462149345826425,8.181454607781523,import,31.68382562989202,32.0,-452.0,-162.0,246.0,400.0,122.70410786722276,91.02028223733075,225.73996216102586,242.9659905444563,682.0,506.0,682.0,452.0,4.645722233121997,4.69208211143695,-66.27565982404691,58.65102639296188,33.09970119663136,35.62551181003759,100.0,66.27565982404691,,,,,,,1073.845,796.5640000000001,277.281,1870.409,1033,84.90895599063873,0.0685596754842027,0.0,0.0,0.0,0.0,298.5,1.0,import,54.35639604639205,16.894246700565624,16.894246700565624,import,mostly_import
INTIRL,2023,Northern Ireland(Moyle),IRELAND,682,2023-01-01 00:00:00+00:00,2023-12-31 23:30:00+00:00,17518,17520,2,99.98858447488584,8759.0,3599,13705,214,20.544582714921795,78.23381664573581,1.2216006393423906,export,-231.98492978650532,-356.0,-452.0,-452.0,-60.0,388.0,48.161205617079574,280.1461354035849,234.4228952486802,358.0882889456403,400.0,454.0,454.0,452.0,-34.015385599194325,-52.19941348973607,-66.27565982404691,56.89149560117303,34.3728585408622,52.50561421490326,66.56891495601172,66.27565982404691,,,,,,,421.84400000000005,2453.8,-2031.956,2875.6440000000002,634,52.11256350248302,0.0,0.0,0.0,0.0,0.0,32.0,1.0,export,78.23381664573581,-57.68923393081402,57.68923393081402,export,mostly_export
INTIRL,2024,Northern Ireland(Moyle),IRELAND,682,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,2131,15193,244,12.130009107468123,86.48110200364299,1.3888888888888888,export,-284.4504781420765,-380.0,-452.0,-452.0,-228.0,294.0,28.354394353369763,312.80487249544626,233.754106053496,361.703152767722,400.0,456.0,456.0,452.0,-41.70828125250388,-55.718475073313776,-66.27565982404691,43.10850439882698,34.27479560901701,53.035652898492955,66.86217008797654,66.27565982404691,,,,,,,249.065,2747.678,-2498.6130000000003,2996.743,428,35.08396425115273,0.0,0.0,0.0,0.0,0.0,64.0,1.0,export,86.48110200364299,-74.35109289617486,74.35109289617486,export,mostly_export
INTIRL,2025,Northern Ireland(Moyle),IRELAND,682,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,1790,13791,1939,10.21689497716895,78.71575342465754,11.067351598173516,export,-255.00422374429223,-344.0,-452.0,-452.0,-34.0,138.09999999999854,16.176141552511414,271.18036529680364,158.32737430167597,344.50583714016386,400.0,592.0,592.0,452.0,-37.39064864285809,-50.43988269794721,-66.27565982404691,20.249266862169875,23.21515752223988,50.51405236659294,86.80351906158357,66.27565982404691,,,,,,,141.703,2375.54,-2233.837,2517.2430000000004,460,37.810377304640674,0.01141552511415525,0.0,0.0,0.0,0.0,98.5,1.0,export,78.71575342465754,-68.49885844748859,68.49885844748859,export,mostly_export
INTIRL,2026,Northern Ireland(Moyle),IRELAND,682,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,1071,6452,1163,12.330186507022797,74.28045130094405,13.389362192033158,export,-246.68961547317522,-342.0,-452.0,-452.0,0.0,156.0,14.512548929311535,261.20216440248674,117.69934640522875,351.64321140731556,296.0,486.0,486.0,452.0,-36.17149786996704,-50.146627565982406,-66.27565982404691,22.87390029325513,17.257968681118584,51.56058818289084,71.26099706744868,66.27565982404691,,,,,,,63.02799999999999,1134.4009999999998,-1071.373,1197.429,240,39.79274611398964,0.0,0.0,0.0,0.0,0.0,107.0,1.0,export,74.28045130094405,-61.95026479392126,61.95026479392126,export,mostly_export
INTNED,2021,Netherlands(BritNed),NETHERLANDS,1402,2021-07-01 00:00:00+00:00,2021-12-31 23:30:00+00:00,8819,8832,13,99.85280797101449,4409.5,8155,366,298,92.4708016781948,4.15013040027214,3.3790679215330535,import,755.0910534074158,902.0,0.0,644.0,1030.0,1052.0,769.4124050345844,14.321351627168614,832.059840588596,345.08196721311475,1196.0,1014.0,1196.0,1052.0,53.85813505045762,64.33666191155493,0.0,75.03566333808844,59.34806280945763,24.613549729894068,85.30670470756063,75.03566333808844,,,,,,,3392.724,63.150000000000006,3329.574,3455.874,142,23.154795606386593,81.61923120535208,37.16974713686359,0.0,37.14706882866538,0.022678308198208413,9.5,1.0,import,92.4708016781948,88.32067127792266,88.32067127792266,import,mostly_import
INTNED,2022,Netherlands(BritNed),NETHERLANDS,1402,2022-01-01 00:00:00+00:00,2022-12-31 23:30:00+00:00,17503,17520,17,99.90296803652969,8751.5,10014,6418,1071,57.21304919156716,36.66799977146775,6.1189510369650915,import,165.6130948980175,252.0,-1048.0,-468.0,900.0,1054.0,412.104210706736,246.49111580871852,720.2975833832635,672.2240573387348,1062.0,1076.0,1076.0,1056.0,11.812631590443473,17.97432239657632,-74.75035663338089,75.17831669044223,51.376432480974564,47.94750765611518,76.7475035663338,75.320970042796,,,,,,,3606.5300000000007,2157.1670000000004,1449.363,5763.697,769,63.209087276671035,65.58304290693025,30.126264069016738,0.0,19.328115180254812,10.798148888761927,25.0,1.0,import,57.21304919156716,20.54504942009941,20.54504942009941,import,mostly_import
INTNED,2023,Netherlands(BritNed),NETHERLANDS,1402,2023-01-01 00:00:00+00:00,2023-12-31 23:30:00+00:00,17518,17520,2,99.98858447488584,8759.0,11432,5119,967,65.25859116337482,29.22137230277429,5.520036533850896,import,305.42756022376983,476.0,-994.0,-218.0,988.0,1050.0,486.58682498002054,181.1592647562507,745.6287613715886,619.9546786481735,1402.0,1076.0,1402.0,1052.0,21.785132683578446,33.951497860199716,-70.89871611982882,74.89300998573466,53.18322121052699,44.21930660828627,100.0,75.03566333808844,,,,,,,4262.014,1586.7740000000001,2675.24,5848.7880000000005,755,62.05833666305154,67.22799406324923,28.690489781938577,0.0,23.918255508619705,4.772234273318872,107.5,1.0,import,65.25859116337482,36.037218860600525,36.037218860600525,import,mostly_import
INTNED,2024,Netherlands(BritNed),NETHERLANDS,1402,2024-01-01 00:00:00+00:00,2024-12-31 23:30:00+00:00,17568,17568,0,100.0,8784.0,9030,5071,3467,51.400273224043715,28.864981785063755,19.734744990892533,import,180.47165300546447,2.0,-1014.0,-212.0,854.0,1028.0,367.8787568306011,187.4071038251366,715.7136212624584,649.2541904949715,1098.0,1080.0,1098.0,1034.0,12.872443153028849,0.14265335235378032,-72.32524964336662,73.32382310984308,51.04947369917678,46.309143401923784,78.3166904422254,73.75178316690443,,,,,,,3231.447,1646.1840000000002,1585.263,4877.631,866,70.98764729322023,55.86293260473588,24.499089253187613,0.0,17.57172131147541,6.927367941712204,127.0,1.0,import,51.400273224043715,22.53529143897996,22.53529143897996,import,mostly_import
INTNED,2025,Netherlands(BritNed),NETHERLANDS,1402,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00,17520,17520,0,100.0,8760.0,8278,7250,1992,47.24885844748859,41.381278538812786,11.36986301369863,import,50.19429223744292,0.0,-1040.0,-596.0,784.0,1042.0,332.26552511415525,282.0712328767123,703.2244503503262,681.639724137931,1080.0,1092.0,1092.0,1054.0,3.5801920283482827,0.0,-74.17974322396577,74.32239657631953,50.15866264980929,48.619095872890945,77.88873038516405,75.17831669044223,,,,,,,2910.6459999999997,2470.9440000000004,439.702,5381.59,940,77.2646840573092,60.736301369863014,28.647260273972602,0.0,17.442922374429223,11.204337899543379,61.5,1.0,import,47.24885844748859,5.8675799086758005,5.8675799086758005,import,mixed
INTNED,2026,Netherlands(BritNed),NETHERLANDS,1402,2026-01-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,8686,8686,0,100.0,4343.0,4985,3270,431,57.39120423670274,37.64678793460741,4.9620078286898455,import,170.55031084503798,306.0,-1056.0,-547.5,952.0,1058.0,433.63205157725076,263.0817407322128,755.5723169508526,698.8159021406727,1078.0,1094.0,1094.0,1066.0,12.164786793511983,21.82596291012839,-75.320970042796,75.46362339514978,53.892461979376066,49.844215559249136,78.03138373751783,76.0342368045649,,,,,,,1883.2639999999997,1142.564,740.7,3025.828,483,80.08290155440415,69.82500575638959,33.97421137462583,0.0,22.691687773428505,11.28252360119733,107.5,1.0,import,57.39120423670274,19.74441630209533,19.74441630209533,import,mostly_import
