interconnectorId,interconnectorName,interconnectorBiddingZone,capacity_mw,first_timestamp,last_timestamp,observations,expected_half_hours_between_first_last,missing_half_hours_between_first_last,coverage_pct_between_first_last,duration_hours,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct,dominant_direction,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw,mean_export_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,observed_abs_peak_mw,observed_abs_p95_mw,mean_signed_pct_capacity,median_signed_pct_capacity,p05_signed_pct_capacity,p95_signed_pct_capacity,mean_import_pct_capacity_when_importing,mean_export_pct_capacity_when_exporting,observed_abs_peak_pct_capacity,observed_abs_p95_pct_capacity,import_gwh,export_gwh,net_gwh,abs_flow_gwh,direction_switches_ignoring_near_zero,direction_switches_per_30d,share_abs_ge_500mw_pct,share_abs_ge_1000mw_pct,share_abs_ge_1500mw_pct,share_import_ge_1000mw_pct,share_export_ge_1000mw_pct,longest_near_zero_run_hours,deadband_mw
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Fleet,14398,2021-07-01 00:00:00+00:00,2026-06-30 22:30:00+00:00,87646,87646,0,100.0,43823.0,68494,19098,54,78.14846085388952,21.789927663555666,0.06161148255482281,import,2452.0959769983797,2964.0,-3496.0,434.0,4830.0,6710.0,2930.3146977614497,478.2187207630696,3749.6767892078137,2194.6778720284847,9230.0,7914.0,9230.0,6712.0,17.0308096749436,20.586192526739826,-24.281150159744406,46.60369495763301,26.04303923605927,15.242935630146443,64.10612585081262,46.6175857758022,128415.18100000001,20956.979000000003,107458.20199999999,149372.16,2420,39.760397056306694,93.04132533144696,85.85902380028752,78.54551263035393,70.24849964630445,15.610524153983068,1.5,1.0
