interconnectorId,interconnectorName,month,month_name,observations,duration_hours,import_share_pct,export_share_pct,near_zero_share_pct,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,import_gwh,export_gwh,net_gwh,abs_flow_gwh
INTIFA2,IFA2 (INTIFA2),1,Jan,7434,3717.0,55.77078288942696,44.14850686037127,0.08071025020177562,279.41700295937585,222.0,-972.0,-4.0,958.0,992.0,731.1731789676797,290.7550274223035,996.0,1028.0,1515.7220000000002,477.129,1038.593,1992.851
INTIFA2,IFA2 (INTIFA2),2,Feb,6764,3382.0,64.38497930218804,35.481963335304556,0.13305736250739209,375.89473684210526,416.0,-753.6999999999999,-4.0,990.0,992.0,723.3373134328358,253.15916666666666,994.0,1028.0,1575.0670000000002,303.79100000000005,1271.2760000000003,1878.8580000000002
INTIFA2,IFA2 (INTIFA2),3,Mar,7438,3719.0,81.3659585910191,18.53993008873353,0.09411132024737832,581.4455498789997,922.0,-758.3,256.0,992.0,992.0,817.6054196959683,452.0348078317621,1178.0,1626.0,2474.0740000000005,311.678,2162.3960000000006,2785.7520000000004
INTIFA2,IFA2 (INTIFA2),4,Apr,7199,3599.5,75.69106820391721,24.25336852340603,0.055563272676760665,490.5264620086123,902.0,-1022.0,30.0,992.0,992.0,819.251972839053,534.2520045819015,994.0,1028.0,2232.052,466.402,1765.6500000000003,2698.454
INTIFA2,IFA2 (INTIFA2),5,May,7440,3720.0,77.44623655913978,22.486559139784944,0.06720430107526883,522.5204301075269,992.0,-1028.0,230.0,992.0,992.0,896.4338771259979,763.7178720860729,994.0,1030.0,2582.6260000000007,638.8500000000001,1943.7760000000005,3221.4760000000006
INTIFA2,IFA2 (INTIFA2),6,Jun,7198,3599.0,54.042789663795496,45.88774659627675,0.06946373992775771,248.2467352042234,162.0,-1028.0,-4.0,958.0,992.0,746.4071979434448,338.0696336663639,992.0,1030.0,1451.7620000000002,558.3220000000001,893.44,2010.0840000000003
INTIFA2,IFA2 (INTIFA2),7,Jul,7436,3718.0,69.17697686928456,30.72888649811727,0.09413663259817107,355.9585798816568,702.0,-1030.0,-8.5,992.0,992.0,799.5493779160187,641.564113785558,1156.0,1030.0,2056.4410000000003,732.987,1323.4540000000002,2789.4280000000003
INTIFA2,IFA2 (INTIFA2),8,Aug,7440,3720.0,70.02688172043011,29.95967741935484,0.013440860215053764,392.93198924731183,684.0,-1028.0,-4.0,992.0,992.0,772.2426103646833,493.48138178555405,996.0,1030.0,2011.692,549.985,1461.7070000000003,2561.677
INTIFA2,IFA2 (INTIFA2),9,Sep,7199,3599.5,55.854979858313655,44.08945686900959,0.055563272676760665,249.62078066398112,320.0,-1030.0,-24.0,990.0,992.0,799.3931857746829,446.5469439193447,994.0,1030.0,1607.1800000000003,708.67,898.5100000000002,2315.8500000000004
INTIFA2,IFA2 (INTIFA2),10,Oct,7437,3718.5,48.527632109721665,51.432029043969344,0.04033884630899556,176.45098830173458,-2.0,-1028.0,-230.0,944.0,992.0,785.7179274037129,398.2718954248366,1398.0,1030.0,1417.828,761.695,656.133,2179.523
INTIFA2,IFA2 (INTIFA2),11,Nov,7196,3598.0,37.10394663702057,62.7709838799333,0.12506948304613674,39.41662034463591,-2.0,-1028.0,-320.0,508.5,992.0,701.3295880149813,351.7617887978747,992.0,1030.0,936.2750000000001,794.454,141.82099999999997,1730.7290000000003
INTIFA2,IFA2 (INTIFA2),12,Dec,7433,3716.5,51.109915242836,48.795910130499124,0.09417462666487286,223.49656935288579,50.0,-1014.0,-36.0,914.0,992.0,740.4406422742827,317.5307416597739,994.0,1030.0,1406.467,575.842,830.6250000000002,1982.3090000000002
