interconnectorId,interconnectorName,date,observations,mean_signed_mw,median_signed_mw,p10_signed_mw,p90_signed_mw,rolling_7d_mean_signed_mw,rolling_30d_mean_signed_mw,rolling_90d_mean_signed_mw,import_share_pct,export_share_pct,near_zero_share_pct,rolling_7d_import_share_pct,rolling_30d_import_share_pct,rolling_90d_import_share_pct,rolling_7d_export_share_pct,rolling_30d_export_share_pct,rolling_90d_export_share_pct,import_gwh,export_gwh,net_gwh,rolling_7d_import_gwh,rolling_30d_import_gwh,rolling_90d_import_gwh,rolling_7d_export_gwh,rolling_30d_export_gwh,rolling_90d_export_gwh,rolling_7d_net_gwh,rolling_30d_net_gwh,rolling_90d_net_gwh
INTNEM,Belgium (Nemolink),2025-05-29 00:00:00+00:00,48,-364.7916666666667,-364.0,-1022.0,342.20000000000005,31.32142857142866,226.36666666666667,306.26435185185187,25.0,75.0,0.0,51.488095238095234,63.95833333333333,67.5925925925926,48.51190476190476,35.625,31.75925925925926,2.309,11.064,-8.755,60.665000000000006,317.124,1034.601,55.403000000000006,154.14,373.07,5.262000000000002,162.98399999999998,661.531
INTNEM,Belgium (Nemolink),2025-05-30 00:00:00+00:00,48,146.58333333333334,-161.0,-825.8,1016.0,-47.5654761904761,221.8458333333333,302.649537037037,47.91666666666667,52.083333333333336,0.0,45.23809523809524,63.47222222222222,67.33796296296296,54.761904761904766,36.11111111111111,32.013888888888886,10.425,6.907,3.518,53.070000000000014,317.671,1031.656,61.061,157.942,377.933,-7.990999999999999,159.72899999999998,653.7230000000001
INTNEM,Belgium (Nemolink),2025-05-31 00:00:00+00:00,48,-135.95833333333334,-418.0,-1004.6,948.0,-81.69642857142847,211.13194444444443,291.93101851851856,37.5,62.5,0.0,42.857142857142854,63.05555555555556,66.64351851851852,57.14285714285714,36.52777777777778,32.708333333333336,6.646,9.909,-3.263,53.82400000000001,313.645,1018.413,67.549,161.63,387.84200000000004,-13.725,152.015,630.571
INTNEM,Belgium (Nemolink),2025-06-01 00:00:00+00:00,48,-269.3333333333333,-427.0,-1014.4,565.6,-31.48214285714275,202.04444444444442,285.0444444444444,41.66666666666667,58.333333333333336,0.0,46.42857142857143,62.98611111111111,66.22685185185185,53.57142857142857,36.59722222222222,33.14814814814815,3.4450000000000003,9.909,-6.464,56.44400000000001,309.14000000000004,1010.923,61.733000000000004,163.66799999999998,395.22700000000003,-5.288999999999998,145.47199999999998,615.696
INTNEM,Belgium (Nemolink),2025-06-02 00:00:00+00:00,48,-364.5,-807.0,-1024.0,1013.2,9.910714285714391,186.525,281.35277777777776,27.083333333333332,72.91666666666666,0.0,48.80952380952381,61.94444444444444,66.13425925925925,51.19047619047619,37.638888888888886,33.263888888888886,5.686,14.434000000000001,-8.748,61.80400000000001,307.848,1011.1510000000001,60.139,173.55,403.429,1.6650000000000027,134.298,607.722
INTNEM,Belgium (Nemolink),2025-06-03 00:00:00+00:00,48,-507.7083333333333,-612.0,-1022.0,171.20000000000002,-116.79166666666654,167.36388888888888,276.99490740740737,16.666666666666664,83.33333333333334,0.0,41.07142857142857,60.416666666666664,65.99537037037037,58.92857142857143,39.166666666666664,33.40277777777778,1.008,13.193,-12.185,47.337,302.90799999999996,1007.9380000000001,66.958,182.406,409.629,-19.620999999999995,120.502,598.309
INTNEM,Belgium (Nemolink),2025-06-04 00:00:00+00:00,48,-716.7916666666666,-770.0,-1022.0,-281.4,-316.07142857142844,125.6486111111111,266.46342592592595,4.166666666666666,95.83333333333334,0.0,28.57142857142857,57.986111111111114,65.48611111111111,71.42857142857143,41.736111111111114,34.074074074074076,0.055,17.258,-17.203,29.57400000000001,288.303,999.659,82.674,197.836,424.098,-53.099999999999994,90.46699999999998,575.5609999999999
INTNEM,Belgium (Nemolink),2025-06-05 00:00:00+00:00,48,356.1666666666667,919.0,-1018.0,998.0,-213.07738095238082,110.59166666666667,264.5379629629629,70.83333333333334,29.166666666666668,0.0,35.11904761904762,57.013888888888886,65.34722222222223,64.88095238095238,42.70833333333333,34.21296296296296,14.444,5.896,8.548,41.70900000000001,283.358,1000.069,77.506,203.732,428.66700000000003,-35.797,79.62599999999998,571.4019999999999
INTNEM,Belgium (Nemolink),2025-06-06 00:00:00+00:00,48,812.75,851.0,364.4,1016.0,-117.91071428571415,122.61388888888888,263.85277777777776,100.0,0.0,0.0,42.55952380952381,57.56944444444444,65.34722222222223,57.44047619047619,42.22222222222222,34.21296296296296,19.506,0.0,19.506,50.790000000000006,291.32099999999997,998.589,70.59899999999999,203.039,428.66700000000003,-19.808999999999997,88.28199999999998,569.922
INTNEM,Belgium (Nemolink),2025-06-07 00:00:00+00:00,48,731.5833333333334,920.0,314.2,1016.0,6.023809523809648,124.77777777777779,262.5111111111111,93.75,6.25,0.0,50.595238095238095,57.638888888888886,65.27777777777779,49.404761904761905,42.15277777777778,34.282407407407405,17.605,0.047,17.558,61.74900000000001,291.959,995.7379999999999,60.737,202.119,428.714,1.012000000000004,89.83999999999999,567.024
INTNEM,Belgium (Nemolink),2025-06-08 00:00:00+00:00,48,609.1666666666666,969.0,-502.4,1016.0,131.52380952380966,127.02916666666667,270.5486111111111,83.33333333333334,16.666666666666664,0.0,56.54761904761906,57.430555555555564,65.7175925925926,43.452380952380956,42.43055555555556,33.84259259259259,16.726,2.106,14.620000000000001,75.03,295.481,1006.03,52.934000000000005,204.02,421.645,22.096000000000007,91.461,584.3850000000001
INTNEM,Belgium (Nemolink),2025-06-09 00:00:00+00:00,48,551.5833333333334,989.0,-552.8,1016.0,262.3928571428573,126.09583333333333,279.70416666666665,79.16666666666666,20.833333333333336,0.0,63.988095238095234,57.15277777777777,66.50462962962963,36.011904761904766,42.70833333333333,33.101851851851855,15.486,2.248,13.238,84.83000000000001,296.899,1021.3420000000001,40.748,206.11,417.18100000000004,44.08200000000001,90.78899999999999,604.161
INTNEM,Belgium (Nemolink),2025-06-10 00:00:00+00:00,48,366.25,578.0,-836.0,1016.0,387.24404761904776,116.19861111111112,287.84212962962965,75.0,25.0,0.0,72.32142857142857,56.458333333333336,67.08333333333333,27.67857142857143,43.40277777777778,32.61574074074074,13.132,4.342,8.790000000000001,96.95400000000001,294.079,1033.2069999999999,31.897000000000002,210.416,411.468,65.05700000000002,83.66299999999998,621.7389999999999
INTNEM,Belgium (Nemolink),2025-06-11 00:00:00+00:00,48,182.16666666666666,0.0,-812.0,1016.0,515.6666666666667,110.68888888888888,287.42175925925926,47.91666666666667,47.91666666666667,4.166666666666666,78.57142857142857,55.55555555555556,66.875,20.833333333333336,44.166666666666664,32.77777777777778,10.367,5.995,4.372,107.26600000000002,293.235,1035.26,20.634,213.539,414.42900000000003,86.63200000000002,79.69599999999998,620.831
INTNEM,Belgium (Nemolink),2025-06-12 00:00:00+00:00,48,227.08333333333334,179.0,-650.8,1016.0,497.22619047619065,115.62361111111112,286.8722222222222,58.333333333333336,41.66666666666667,0.0,76.78571428571429,55.69444444444444,66.7824074074074,22.61904761904762,44.09722222222222,32.870370370370374,10.723,5.273000000000001,5.45,103.54500000000002,294.583,1036.675,20.011,211.334,417.031,83.534,83.24899999999998,619.644
INTNEM,Belgium (Nemolink),2025-06-13 00:00:00+00:00,48,388.5,692.0,-678.0,1016.0,436.6190476190477,127.80277777777778,280.24212962962963,66.66666666666666,33.33333333333333,0.0,72.02380952380952,55.97222222222222,66.41203703703704,27.380952380952383,43.81944444444444,33.24074074074074,13.131,3.807,9.324,97.17000000000002,300.24399999999997,1026.161,23.817999999999998,208.226,420.838,73.352,92.01799999999999,605.3230000000001
INTNEM,Belgium (Nemolink),2025-06-14 00:00:00+00:00,48,160.66666666666666,18.0,-392.6,996.0,355.0595238095239,126.22083333333333,272.57037037037037,54.166666666666664,45.83333333333333,0.0,66.36904761904762,55.69444444444444,65.94907407407408,33.035714285714285,44.09722222222222,33.7037037037037,6.914,3.0580000000000003,3.856,86.47900000000001,295.897,1012.507,26.829,205.018,423.755,59.650000000000006,90.87899999999999,588.7520000000001
INTNEM,Belgium (Nemolink),2025-06-15 00:00:00+00:00,48,362.8333333333333,410.0,-417.8,1016.0,319.8690476190477,135.00972222222222,270.74259259259264,66.66666666666666,33.33333333333333,0.0,63.988095238095234,55.76388888888889,65.69444444444444,35.41666666666667,44.09722222222222,33.98148148148148,11.552,2.8440000000000003,8.708,81.305,298.82,1011.065,27.567,201.613,426.261,53.738,97.207,584.804
