interconnectorId,interconnectorName,month,month_name,observations,duration_hours,import_share_pct,export_share_pct,near_zero_share_pct,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,import_gwh,export_gwh,net_gwh,abs_flow_gwh
INTNED,Netherlands(BritNed),1,Jan,7434,3717.0,68.84584342211461,15.590529997309657,15.563626580575733,392.6688189400054,476.0,-752.0,0.0,954.0,1054.0,699.1606096131301,568.7696289905091,1098.0,1080.0,1789.152,329.602,1459.5500000000002,2118.754
INTNED,Netherlands(BritNed),2,Feb,6764,3382.0,73.52158486102897,23.373743347131875,3.1046717918391487,426.0363690124187,650.0,-1010.0,0.0,1024.5,1056.0,775.3521013472753,616.1391524351676,1080.0,1094.0,1927.913,487.058,1440.855,2414.971
INTNED,Netherlands(BritNed),3,Mar,7438,3719.0,77.56117235816079,19.62893250873891,2.8098951331002957,517.9833288518419,836.0,-968.3,160.0,1004.0,1052.0,823.3149592650373,614.345205479452,1078.0,1080.0,2374.852,448.472,1926.38,2823.3239999999996
INTNED,Netherlands(BritNed),4,Apr,7199,3599.5,63.82830948742881,32.72676760661203,3.4449229059591606,249.37685789693012,424.0,-1014.0,-360.0,981.0,1048.0,734.0134929270947,669.578947368421,1070.0,1076.0,1686.396,788.764,897.6320000000001,2475.1600000000003
INTNED,Netherlands(BritNed),5,May,7440,3720.0,47.956989247311824,38.54838709677419,13.494623655913978,71.46505376344086,0.0,-1048.0,-549.0,782.0,1042.0,705.8363228699552,692.721059972106,1068.0,1076.0,1259.212,993.362,265.85,2252.5740000000005
INTNED,Netherlands(BritNed),6,Jun,7198,3599.0,51.62545151430953,44.74854126146152,3.6260072242289527,67.92664629063628,104.0,-1038.0,-682.0,848.0,1034.0,727.7303552206674,687.7708786091276,1062.0,1082.0,1352.123,1107.655,244.46799999999996,2459.7780000000002
INTNED,Netherlands(BritNed),7,Jul,7436,3718.0,50.7396449704142,28.294782140935986,20.96557288864981,186.68154922001077,2.0,-1014.0,-278.5,904.0,1020.0,762.2941956003181,707.2110266159696,1196.0,1076.0,1438.0680000000002,743.9860000000001,694.082,2182.054
INTNED,Netherlands(BritNed),8,Aug,7440,3720.0,52.41935483870967,38.46774193548387,9.112903225806452,117.86559139784946,122.0,-1018.0,-594.0,852.0,1030.0,739.0235897435897,700.6540880503145,1066.0,1080.0,1441.096,1002.636,438.4599999999999,2443.732
INTNED,Netherlands(BritNed),9,Sep,7199,3599.5,47.02041950270871,38.866509237394084,14.11307125989721,78.6895402139186,0.0,-1038.0,-654.0,882.0,1032.0,775.4115214180207,735.6261615439599,1064.0,1076.0,1312.384,1029.141,283.2430000000001,2341.5249999999996
INTNED,Netherlands(BritNed),10,Oct,7437,3718.5,58.78714535430953,37.407556810541884,3.8052978351485813,200.33481242436466,290.0,-1032.0,-384.0,896.0,1038.0,714.4107959743824,587.1725377426312,1064.0,1076.0,1561.702,816.7570000000001,744.9450000000002,2378.4590000000003
INTNED,Netherlands(BritNed),11,Nov,7196,3598.0,58.69927737632018,37.326292384658146,3.9744302390216784,191.61839911061702,306.0,-1050.0,-430.0,916.0,1048.0,731.4019886363636,636.8413998510797,1402.0,1074.0,1544.721,855.278,689.443,2399.999
INTNED,Netherlands(BritNed),12,Dec,7433,3716.5,60.554284945513245,21.754338759585632,17.69137629490112,305.37710211220235,304.0,-900.0,0.0,934.0,1052.0,710.5114419017996,573.991341991342,1062.0,1078.0,1599.0059999999999,464.072,1134.9340000000002,2063.0780000000004
