interconnectorId,interconnectorName,calendar_month,observations,duration_hours,import_share_pct,export_share_pct,near_zero_share_pct,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,import_gwh,export_gwh,net_gwh,abs_flow_gwh
INTNED,Netherlands(BritNed),2021-07,1488,744.0,99.46236559139786,0.0,0.5376344086021506,829.6599462365591,908.0,370.0,758.0,1002.0,1060.0,834.1445945945947,,1196.0,0.0,617.267,0.0,617.267,617.267
INTNED,Netherlands(BritNed),2021-08,1488,744.0,95.49731182795699,3.225806451612903,1.2768817204301075,779.7002688172043,856.0,102.0,707.5,1004.0,1032.0,830.002814919071,400.8333333333333,1032.0,612.0,589.717,9.619999999999997,580.097,599.337
INTNED,Netherlands(BritNed),2021-09,1440,720.0,86.52777777777779,2.638888888888889,10.833333333333334,719.8847222222222,884.0,0.0,562.0,1030.0,1032.0,839.7752808988764,255.94736842105263,1032.0,638.0,523.1800000000001,4.863,518.317,528.043
INTNED,Netherlands(BritNed),2021-10,1485,742.5,89.8989898989899,7.2727272727272725,2.8282828282828283,670.8053872053872,806.0,-168.0,482.0,1012.0,1042.0,772.9123595505617,330.48148148148147,1044.0,690.0,515.919,17.846,498.073,533.765
INTNED,Netherlands(BritNed),2021-11,1436,718.0,89.83286908077994,6.685236768802229,3.4818941504178276,731.0696378830083,939.0,-179.5,522.0,1046.0,1048.0,840.231007751938,355.0208333333333,1052.0,840.0,541.9490000000001,17.041000000000004,524.908,558.99
INTNED,Netherlands(BritNed),2021-12,1482,741.0,93.31983805668015,5.128205128205128,1.5519568151147098,797.4520917678813,1022.0,-102.0,655.0,1052.0,1052.0,874.4642082429501,362.63157894736844,1062.0,1014.0,604.692,13.780000000000001,590.9119999999999,618.472
INTNED,Netherlands(BritNed),2022-01,1482,741.0,86.09986504723346,11.470985155195681,2.42914979757085,599.5101214574898,783.0,-610.0,326.0,1050.0,1054.0,767.3683385579938,533.4588235294118,1056.0,1066.0,489.5810000000001,45.343999999999994,444.237,534.9250000000001
INTNED,Netherlands(BritNed),2022-02,1340,670.0,92.53731343283582,5.0,2.4626865671641793,742.5208955223881,905.0,-1.9999999999998863,516.0,1054.0,1056.0,821.4516129032259,352.56716417910445,1060.0,894.0,509.3,11.811,497.48900000000003,521.1110000000001
INTNED,Netherlands(BritNed),2022-03,1486,743.0,91.85733512786003,5.854643337819651,2.2880215343203227,779.7913862718708,998.0,-104.0,692.5,1004.0,1048.0,870.4439560439561,337.7701149425287,1062.0,862.0,594.078,14.693,579.385,608.771
INTNED,Netherlands(BritNed),2022-04,1439,719.5,60.59763724808895,34.88533703961084,4.517025712300208,205.8026407227241,322.0,-1050.0,-362.0,854.0,1048.0,695.7293577981651,618.5776892430279,1062.0,1076.0,303.338,155.263,148.075,458.601
INTNED,Netherlands(BritNed),2022-05,1488,744.0,25.47043010752688,59.34139784946236,15.188172043010754,-325.98387096774195,-463.0,-1074.0,-1014.0,2.0,1029.099999999998,658.9973614775726,832.1902604756511,1062.0,1076.0,124.88,367.412,-242.53199999999998,492.29200000000003
INTNED,Netherlands(BritNed),2022-06,1440,720.0,41.94444444444444,53.61111111111111,4.444444444444445,-120.91388888888889,-161.0,-1074.0,-784.0,462.5,1004.0,594.225165562914,690.4507772020726,1062.0,1076.0,179.45600000000002,266.514,-87.05799999999999,445.96999999999997
INTNED,Netherlands(BritNed),2022-07,1485,742.5,52.323232323232325,43.16498316498317,4.511784511784512,76.57104377104378,104.0,-1054.0,-628.0,848.0,1059.6,718.7516087516087,693.8564742589704,1062.0,1076.0,279.235,222.38100000000003,56.854,501.61600000000004
INTNED,Netherlands(BritNed),2022-08,1488,744.0,53.42741935483871,41.12903225806452,5.443548387096774,66.58064516129032,104.0,-1014.0,-556.5,660.0,1002.0,612.2415094339623,633.4313725490196,1062.0,1074.0,243.36599999999999,193.82999999999998,49.536,437.196
INTNED,Netherlands(BritNed),2022-09,1439,719.5,34.25990271021543,49.75677553856845,15.983321751216122,-141.07157748436416,0.0,-1072.0,-830.0,377.0,1002.0,650.6004056795132,731.4916201117319,1062.0,1076.0,160.373,261.87399999999997,-101.501,422.247
INTNED,Netherlands(BritNed),2022-10,1488,744.0,29.771505376344088,65.05376344086021,5.174731182795699,-237.01747311827958,-294.0,-1048.0,-720.5,150.0,897.2999999999997,511.05191873589166,598.2210743801653,1062.0,1074.0,113.19800000000001,289.539,-176.341,402.737
INTNED,Netherlands(BritNed),2022-11,1440,720.0,39.09722222222222,55.833333333333336,5.069444444444445,-152.25972222222222,-228.0,-1052.0,-846.5,465.0,1034.0,618.0710479573712,705.5074626865671,1062.0,1074.0,173.98700000000002,283.61400000000003,-109.62699999999998,457.601
INTNED,Netherlands(BritNed),2022-12,1488,744.0,81.11559139784946,13.172043010752688,5.712365591397849,525.3306451612904,650.0,-577.3,232.0,982.5,1046.0,722.0182270091135,458.0816326530612,1058.0,1070.0,435.73800000000006,44.891999999999996,390.84600000000006,480.63
INTNED,Netherlands(BritNed),2023-01,1488,744.0,86.76075268817203,10.483870967741936,2.7553763440860215,643.4704301075269,888.0,-614.0,480.0,1002.0,1004.0,810.8954298993028,572.9615384615385,1004.0,1014.0,523.433,44.690999999999995,478.74199999999996,568.124
INTNED,Netherlands(BritNed),2023-02,1344,672.0,96.57738095238095,1.7857142857142856,1.636904761904762,789.4627976190476,955.0,152.0,583.5,1052.0,1054.0,821.8936825885978,240.83333333333334,1054.0,652.0,533.4089999999999,2.89,530.519,536.299
INTNED,Netherlands(BritNed),2023-03,1488,744.0,93.34677419354838,4.637096774193548,2.0161290322580645,815.5215053763441,1004.0,0.0,744.0,1050.0,1050.0,891.0338372930165,350.0,1054.0,748.0,618.823,12.075000000000001,606.748,630.8979999999999
INTNED,Netherlands(BritNed),2023-04,1440,720.0,90.69444444444444,6.666666666666667,2.638888888888889,627.5638888888889,705.0,-131.6999999999999,346.0,1044.0,1050.0,717.9555895865237,353.7291666666667,1052.0,1060.0,468.82500000000005,16.979,451.84600000000006,485.80400000000003
INTNED,Netherlands(BritNed),2023-05,1488,744.0,64.58333333333334,20.833333333333336,14.583333333333334,321.8212365591398,306.0,-764.2999999999998,0.0,918.0,1042.0,658.5390218522373,496.72903225806454,1062.0,1054.0,316.428,76.993,239.435,393.421
INTNED,Netherlands(BritNed),2023-06,1440,720.0,55.833333333333336,38.88888888888889,5.277777777777778,153.35694444444445,229.0,-978.4,-426.5,806.0,1004.0,692.5099502487562,599.9,1062.0,1076.0,278.389,167.972,110.417,446.361
INTNED,Netherlands(BritNed),2023-07,1487,743.5,50.706119704102214,46.73839946200404,2.555480833893746,70.68997982515131,102.0,-1014.0,-633.0,870.0,1060.0,736.079575596817,647.3208633093525,1064.0,1076.0,277.502,224.94400000000002,52.557999999999986,502.446
INTNED,Netherlands(BritNed),2023-08,1488,744.0,42.002688172043015,54.233870967741936,3.763440860215054,-74.70833333333333,-223.0,-1014.0,-807.5,693.5,1060.0,725.0688,699.2986369268897,1062.0,1076.0,226.584,282.16700000000003,-55.583000000000006,508.7510000000001
INTNED,Netherlands(BritNed),2023-09,1440,720.0,23.26388888888889,59.44444444444444,17.291666666666668,-299.9555555555556,-456.0,-1074.0,-942.0,0.0,1004.0,723.0507462686567,787.5677570093458,1062.0,1076.0,121.11099999999999,337.079,-215.968,458.18999999999994
INTNED,Netherlands(BritNed),2023-10,1488,744.0,55.24193548387096,40.92741935483871,3.8306451612903225,122.33602150537635,162.0,-1014.0,-458.0,795.0,1036.0,664.5571776155717,598.0788177339901,1062.0,1076.0,273.133,182.115,91.01799999999999,455.248
INTNED,Netherlands(BritNed),2023-11,1440,720.0,69.86111111111111,26.875,3.2638888888888893,375.70694444444445,601.0,-956.4,-142.5,1000.0,1040.0,754.572564612326,563.5193798449612,1402.0,1054.0,379.55,109.041,270.509,488.591
INTNED,Netherlands(BritNed),2023-12,1487,743.5,56.55682582380632,36.98722259583053,6.4559515803631475,154.67249495628784,178.0,-838.0,-282.0,634.0,1004.0,582.2282996432818,472.1018181818182,1004.0,1018.0,244.827,129.82799999999997,114.99900000000001,374.65500000000003
INTNED,Netherlands(BritNed),2024-01,1488,744.0,72.44623655913979,24.462365591397848,3.0913978494623655,339.97983870967744,467.0,-844.0,0.0,880.0,1004.0,654.4489795918367,548.3681318681319,1098.0,1070.0,352.74800000000005,99.80300000000001,252.945,452.551
INTNED,Netherlands(BritNed),2024-02,1392,696.0,77.51436781609196,18.103448275862068,4.3821839080459775,477.757183908046,620.0,-648.0,110.0,1004.0,1054.0,727.8183503243744,477.2936507936508,1056.0,1068.0,392.658,60.139,332.519,452.797
INTNED,Netherlands(BritNed),2024-03,1488,744.0,73.9247311827957,21.63978494623656,4.435483870967742,438.1182795698925,670.0,-925.6999999999998,0.0,1002.0,1004.0,763.4927272727273,583.6086956521739,1052.0,1016.0,419.921,93.96100000000001,325.96,513.8820000000001
INTNED,Netherlands(BritNed),2024-04,1440,720.0,51.041666666666664,46.25,2.7083333333333335,35.6875,104.0,-1016.0,-850.5,914.5,1004.0,753.2190476190476,754.0930930930931,1004.0,1018.0,276.808,251.113,25.694999999999986,527.921
INTNED,Netherlands(BritNed),2024-05,1488,744.0,52.284946236559136,43.01075268817204,4.704301075268817,94.84139784946237,142.0,-1014.0,-574.0,876.5,1004.0,712.5629820051414,645.703125,1004.0,1016.0,277.187,206.625,70.562,483.812
INTNED,Netherlands(BritNed),2024-06,1440,720.0,55.00000000000001,41.52777777777778,3.4722222222222223,134.92361111111111,320.0,-1014.0,-678.5,998.0,1004.0,780.5732323232323,708.9030100334448,1004.0,1016.0,309.10699999999997,211.962,97.14499999999998,521.069
