interconnectorId,interconnectorName,calendar_month,observations,duration_hours,import_share_pct,export_share_pct,near_zero_share_pct,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,import_gwh,export_gwh,net_gwh,abs_flow_gwh
INTVKL,Denmark (Viking link),2023-12,96,48.0,100.0,0.0,0.0,646.3125,702.0,293.0,578.0,770.0,774.0,646.3125,,774.0,0.0,31.023,0.0,31.023,31.023
INTVKL,Denmark (Viking link),2024-01,1488,744.0,72.64784946236558,22.916666666666664,4.435483870967742,453.34005376344084,600.0,-737.3,0.0,800.0,1394.0,764.2812210915819,444.6275659824047,1410.0,1402.0,413.09400000000005,75.809,337.28499999999997,488.9030000000001
INTVKL,Denmark (Viking link),2024-02,1392,696.0,71.62356321839081,10.775862068965516,17.600574712643677,585.360632183908,731.0,-368.70000000000005,0.0,1166.0,1408.0,880.012036108325,417.0,1420.0,800.0,438.686,31.275000000000002,407.41099999999994,469.961
INTVKL,Denmark (Viking link),2024-03,1488,744.0,79.16666666666666,20.094086021505376,0.739247311827957,591.5430107526881,776.0,-778.0,139.0,1104.5,1410.0,870.9490662139219,487.4983277591973,1418.0,808.0,512.989,72.881,440.10800000000006,585.8700000000001
INTVKL,Denmark (Viking link),2024-04,1440,720.0,36.94444444444444,42.986111111111114,20.069444444444446,32.78055555555556,0.0,-798.0,-462.0,496.5,1310.6999999999994,695.3233082706766,521.3376413570275,1420.0,1456.0,184.956,161.354,23.602000000000004,346.31
INTVKL,Denmark (Viking link),2024-05,1488,744.0,71.84139784946237,27.62096774193548,0.5376344086021506,451.48118279569894,738.0,-1092.0,-164.0,1288.0,1424.0,903.3620205799813,715.0608272506083,1424.0,1100.0,482.847,146.945,335.902,629.792
INTVKL,Denmark (Viking link),2024-06,1440,720.0,59.09722222222222,25.069444444444443,15.833333333333332,295.36805555555554,292.0,-1086.1,-13.0,796.0,1416.0,773.048178613396,644.1385041551247,1426.0,1098.0,328.932,116.267,212.665,445.199
INTVKL,Denmark (Viking link),2024-07,1488,744.0,66.33064516129032,33.13172043010753,0.5376344086021506,366.0416666666667,702.0,-1092.0,-408.0,990.0,1420.0,904.3080040526849,705.6430020283975,1436.0,1098.0,446.276,173.94100000000003,272.335,620.2170000000001
INTVKL,Denmark (Viking link),2024-08,1488,744.0,26.0752688172043,29.905913978494624,44.01881720430107,-12.080645161290322,0.0,-1092.0,-208.0,56.0,1043.8999999999992,769.0876288659794,710.9707865168539,1424.0,1098.0,149.203,158.19100000000003,-8.98800000000001,307.394
INTVKL,Denmark (Viking link),2024-09,1440,720.0,70.90277777777779,28.958333333333336,0.1388888888888889,459.99305555555554,825.0,-1092.0,-162.5,992.0,1424.0,937.1478942213516,706.0863309352518,1426.0,1454.0,478.414,147.219,331.195,625.6329999999999
INTVKL,Denmark (Viking link),2024-10,1488,744.0,79.50268817204301,19.690860215053764,0.8064516129032258,686.1182795698925,986.0,-905.3,225.5,1374.5,1424.0,1012.8317836010144,604.9010238907849,1426.0,1454.0,599.0899999999999,88.618,510.472,687.7079999999999
INTVKL,Denmark (Viking link),2024-11,1440,720.0,67.98611111111111,22.708333333333332,9.305555555555555,476.5416666666667,698.0,-1080.0,0.0,992.0,1424.0,917.5362614913176,648.4648318042813,1426.0,1098.0,449.134,106.024,343.10999999999996,555.1580000000001
INTVKL,Denmark (Viking link),2024-12,1488,744.0,76.00806451612904,23.588709677419356,0.4032258064516129,614.9247311827957,794.0,-1001.9,41.5,1418.0,1424.0,1008.0884173297966,641.4245014245014,1426.0,1096.0,570.0740000000001,112.57000000000001,457.504,682.644
INTVKL,Denmark (Viking link),2025-01,1488,744.0,85.01344086021506,14.180107526881722,0.8064516129032258,651.1451612903226,696.0,-544.5999999999999,387.5,988.5,1422.0,830.5691699604743,387.5165876777251,1426.0,840.0,525.335,40.883,484.4520000000001,566.2180000000001
INTVKL,Denmark (Viking link),2025-02,1344,672.0,63.61607142857143,35.714285714285715,0.6696428571428571,353.7604166666667,548.0,-1094.0,-486.0,1334.5,1424.0,940.0631578947368,683.9583333333334,1426.0,1100.0,401.87699999999995,164.15,237.72699999999995,566.027
INTVKL,Denmark (Viking link),2025-03,1488,744.0,69.8252688172043,29.973118279569892,0.20161290322580644,484.34139784946234,926.0,-1079.3,-198.5,992.0,1422.0,962.3926852743023,626.067264573991,1426.0,1100.0,499.963,139.613,360.35,639.576
INTVKL,Denmark (Viking link),2025-04,1440,720.0,62.638888888888886,35.833333333333336,1.5277777777777777,285.0444444444444,460.0,-1086.1,-368.5,986.0,1326.7999999999993,818.5410199556541,635.3875968992248,1426.0,1100.0,369.16200000000003,163.93,205.23199999999997,533.092
INTVKL,Denmark (Viking link),2025-05,1488,744.0,36.08870967741936,19.892473118279568,44.01881720430107,179.60887096774192,0.0,-828.0,0.0,600.0,1088.9999999999973,786.1824953445065,523.3851351351351,1424.0,1096.0,211.09000000000003,77.461,133.629,288.55100000000004
INTVKL,Denmark (Viking link),2025-06,1440,720.0,65.20833333333333,33.88888888888889,0.9027777777777777,424.3888888888889,855.0,-1088.0,-342.0,992.0,1424.0,977.6932907348242,628.9631147540983,1428.0,1096.0,459.02700000000004,153.46699999999998,305.55999999999995,612.494
INTVKL,Denmark (Viking link),2025-07,1488,744.0,58.93817204301075,40.793010752688176,0.2688172043010753,225.32123655913978,314.0,-1090.0,-504.5,990.0,1422.0,836.957810718358,656.8929159802307,1428.0,1096.0,367.006,199.36700000000002,167.639,566.373
INTVKL,Denmark (Viking link),2025-08,1488,744.0,56.451612903225815,43.01075268817204,0.5376344086021506,86.5497311827957,233.0,-1092.0,-918.0,958.0,1091.099999999998,780.1690476190477,822.74375,1428.0,1096.0,327.671,263.278,64.393,590.9490000000001
INTVKL,Denmark (Viking link),2025-09,1440,720.0,57.77777777777777,42.15277777777778,0.06944444444444445,143.34027777777777,340.0,-1092.0,-940.0,990.0,1424.0,857.1586538461538,834.836902800659,1428.0,1096.0,356.578,253.37300000000002,103.20499999999997,609.951
