interconnectorId,interconnectorName,date,observations,mean_signed_mw,mean_import_mw,mean_export_mw,median_signed_mw,p10_signed_mw,p90_signed_mw,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_import_pct_active_capacity,mean_export_pct_active_capacity,mean_available_interconnector_count,rolling_7d_mean_signed_mw,rolling_30d_mean_signed_mw,rolling_90d_mean_signed_mw,rolling_30d_mean_import_mw,rolling_30d_mean_export_mw,rolling_30d_mean_active_capacity_mw,rolling_30d_mean_signed_pct_active_capacity,rolling_30d_mean_import_pct_active_capacity,rolling_30d_mean_export_pct_active_capacity,rolling_30d_mean_available_interconnector_count,import_share_pct,export_share_pct,near_zero_share_pct,rolling_7d_import_share_pct,rolling_30d_import_share_pct,rolling_90d_import_share_pct,rolling_7d_export_share_pct,rolling_30d_export_share_pct,rolling_90d_export_share_pct,import_gwh,export_gwh,net_gwh,rolling_7d_import_gwh,rolling_30d_import_gwh,rolling_90d_import_gwh,rolling_7d_export_gwh,rolling_30d_export_gwh,rolling_90d_export_gwh,rolling_7d_net_gwh,rolling_30d_net_gwh,rolling_90d_net_gwh
INTNED,Netherlands(BritNed),2021-07-01 00:00:00+00:00,48,766.75,766.75,0.0,908.0,392.0,1058.6,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,,,,,18.402,0.0,18.402,,,,,,,,,
INTNED,Netherlands(BritNed),2021-07-02 00:00:00+00:00,48,861.2083333333334,861.2083333333334,0.0,1003.0,392.0,1060.0,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,,,,,20.669,0.0,20.669,,,,,,,,,
INTNED,Netherlands(BritNed),2021-07-03 00:00:00+00:00,48,769.6666666666666,769.6666666666666,0.0,887.0,420.0,954.0,,,,,,799.2083333333334,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,18.472,0.0,18.472,57.543000000000006,,,0.0,,,57.543000000000006,,
INTNED,Netherlands(BritNed),2021-07-04 00:00:00+00:00,48,835.5416666666666,835.5416666666666,0.0,855.0,702.0,954.0,,,,,,808.2916666666666,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,20.053,0.0,20.053,77.596,,,0.0,,,77.596,,
INTNED,Netherlands(BritNed),2021-07-05 00:00:00+00:00,48,788.5416666666666,788.5416666666666,0.0,936.0,356.8,1060.0,,,,,,804.3416666666666,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,18.925,0.0,18.925,96.521,,,0.0,,,96.521,,
INTNED,Netherlands(BritNed),2021-07-06 00:00:00+00:00,48,870.9583333333334,870.9583333333334,0.0,953.0,692.0,1004.0,,,,,,815.4444444444445,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,20.903000000000002,0.0,20.903000000000002,117.424,,,0.0,,,117.424,,
INTNED,Netherlands(BritNed),2021-07-07 00:00:00+00:00,48,870.9166666666666,870.9166666666666,0.0,895.0,690.0,1060.6,,,,,,823.3690476190476,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,20.902,0.0,20.902,138.32600000000002,,,0.0,,,138.32600000000002,,
INTNED,Netherlands(BritNed),2021-07-08 00:00:00+00:00,48,895.4583333333334,895.4583333333334,0.0,962.0,657.8,1060.0,,,,,,841.7559523809524,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,21.491,0.0,21.491,141.41500000000002,,,0.0,,,141.41500000000002,,
INTNED,Netherlands(BritNed),2021-07-09 00:00:00+00:00,48,863.375,863.375,0.0,885.0,692.0,1004.0,,,,,,842.0654761904763,,,,,,,,,,100.0,0.0,0.0,100.0,,,0.0,,,20.721,0.0,20.721,141.467,,,0.0,,,141.467,,
INTNED,Netherlands(BritNed),2021-07-10 00:00:00+00:00,48,931.9583333333334,931.9583333333334,0.0,936.0,854.0,1007.8000000000001,,,,,,865.25,845.4375,,845.4375,0.0,,,,,,100.0,0.0,0.0,100.0,100.0,,0.0,0.0,,22.367,0.0,22.367,145.362,202.905,,0.0,0.0,,145.362,202.905,
INTNED,Netherlands(BritNed),2021-07-11 00:00:00+00:00,48,884.7083333333334,884.7083333333334,0.0,901.0,760.0,1004.0,,,,,,872.2738095238094,849.0075757575759,,849.0075757575759,0.0,,,,,,100.0,0.0,0.0,100.0,100.0,,0.0,0.0,,21.233,0.0,21.233,146.542,224.138,,0.0,0.0,,146.542,224.138,
INTNED,Netherlands(BritNed),2021-07-12 00:00:00+00:00,48,911.0833333333334,911.0833333333334,0.0,967.0,795.4,1060.0,,,,,,889.779761904762,854.1805555555555,,854.1805555555555,0.0,,,,,,100.0,0.0,0.0,100.0,100.0,,0.0,0.0,,21.866,0.0,21.866,149.483,246.00400000000002,,0.0,0.0,,149.483,246.00400000000002,
INTNED,Netherlands(BritNed),2021-07-13 00:00:00+00:00,48,750.3333333333334,750.3333333333334,0.0,831.0,308.0,1004.0,,,,,,872.547619047619,846.1923076923077,,846.1923076923077,0.0,,,,,,100.0,0.0,0.0,100.0,100.0,,0.0,0.0,,18.008,0.0,18.008,146.588,264.012,,0.0,0.0,,146.588,264.012,
INTNED,Netherlands(BritNed),2021-07-14 00:00:00+00:00,48,823.0,823.0,0.0,856.0,653.0,1004.0,,,,,,865.702380952381,844.5357142857143,,844.5357142857143,0.0,,,,,,95.83333333333334,0.0,4.166666666666666,99.40476190476191,99.70238095238095,,0.0,0.0,,19.752,0.0,19.752,145.438,283.764,,0.0,0.0,,145.438,283.764,
INTNED,Netherlands(BritNed),2021-07-15 00:00:00+00:00,48,773.375,773.375,0.0,732.0,584.0,1002.6,,,,,,848.2619047619047,839.7916666666666,,839.7916666666666,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.72222222222223,,0.0,0.0,,18.561,0.0,18.561,142.508,302.325,,0.0,0.0,,142.508,302.325,
INTNED,Netherlands(BritNed),2021-07-16 00:00:00+00:00,48,844.5,844.5,0.0,965.0,547.4,1004.0,,,,,,845.5654761904761,840.0859375,,840.0859375,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.73958333333334,,0.0,0.0,,20.268,0.0,20.268,142.055,322.593,,0.0,0.0,,142.055,322.593,
INTNED,Netherlands(BritNed),2021-07-17 00:00:00+00:00,48,741.3333333333334,741.3333333333334,0.0,844.0,376.0,999.2,,,,,,818.3333333333334,834.2769607843138,,834.2769607843138,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.75490196078431,,0.0,0.0,,17.792,0.0,17.792,137.48000000000002,340.385,,0.0,0.0,,137.48000000000002,340.385,
INTNED,Netherlands(BritNed),2021-07-18 00:00:00+00:00,48,884.7916666666666,884.7916666666666,0.0,929.0,714.0,1004.0,,,,,,818.3452380952382,837.0833333333334,,837.0833333333334,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.76851851851852,,0.0,0.0,,21.235,0.0,21.235,137.482,361.62,,0.0,0.0,,137.482,361.62,
INTNED,Netherlands(BritNed),2021-07-19 00:00:00+00:00,48,956.0833333333334,956.0833333333334,0.0,998.0,854.0,1062.0,,,,,,824.7738095238094,843.3464912280702,,843.3464912280702,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.78070175438597,,0.0,0.0,,22.946,0.0,22.946,138.562,384.56600000000003,,0.0,0.0,,138.562,384.56600000000003,
INTNED,Netherlands(BritNed),2021-07-20 00:00:00+00:00,48,926.7083333333334,926.7083333333334,0.0,1003.0,874.0,1040.6,,,,,,849.9702380952382,847.5145833333333,,847.5145833333333,0.0,,,,,,100.0,0.0,0.0,99.40476190476191,99.79166666666667,,0.0,0.0,,22.241,0.0,22.241,142.795,406.807,,0.0,0.0,,142.795,406.807,
INTNED,Netherlands(BritNed),2021-07-21 00:00:00+00:00,48,955.2083333333334,955.2083333333334,0.0,1002.0,948.4,1036.6,,,,,,868.8571428571429,852.6428571428571,,852.6428571428571,0.0,,,,,,100.0,0.0,0.0,100.0,99.8015873015873,,0.0,0.0,,22.925,0.0,22.925,145.968,429.732,,0.0,0.0,,145.968,429.732,
INTNED,Netherlands(BritNed),2021-07-22 00:00:00+00:00,48,932.25,932.25,0.0,1002.0,856.0,1004.0,,,,,,891.5535714285714,856.2613636363636,,856.2613636363636,0.0,,,,,,100.0,0.0,0.0,100.0,99.81060606060606,,0.0,0.0,,22.374,0.0,22.374,149.781,452.106,,0.0,0.0,,149.781,452.106,
