interconnectorId,interconnectorName,date,observations,mean_signed_mw,mean_import_mw,mean_export_mw,median_signed_mw,p10_signed_mw,p90_signed_mw,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_import_pct_active_capacity,mean_export_pct_active_capacity,mean_available_interconnector_count,rolling_7d_mean_signed_mw,rolling_30d_mean_signed_mw,rolling_90d_mean_signed_mw,rolling_30d_mean_import_mw,rolling_30d_mean_export_mw,rolling_30d_mean_active_capacity_mw,rolling_30d_mean_signed_pct_active_capacity,rolling_30d_mean_import_pct_active_capacity,rolling_30d_mean_export_pct_active_capacity,rolling_30d_mean_available_interconnector_count,import_share_pct,export_share_pct,near_zero_share_pct,rolling_7d_import_share_pct,rolling_30d_import_share_pct,rolling_90d_import_share_pct,rolling_7d_export_share_pct,rolling_30d_export_share_pct,rolling_90d_export_share_pct,import_gwh,export_gwh,net_gwh,rolling_7d_import_gwh,rolling_30d_import_gwh,rolling_90d_import_gwh,rolling_7d_export_gwh,rolling_30d_export_gwh,rolling_90d_export_gwh,rolling_7d_net_gwh,rolling_30d_net_gwh,rolling_90d_net_gwh
INTVKL,Denmark (Viking link),2023-12-30 00:00:00+00:00,48,697.7083333333334,697.7083333333334,0.0,725.0,611.6,774.0,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,,,,,16.745,0.0,16.745,,,,,,,,,
INTVKL,Denmark (Viking link),2023-12-31 00:00:00+00:00,48,594.9166666666666,594.9166666666666,0.0,602.0,324.4,770.0,,,,,,,,,,,,,,,,100.0,0.0,0.0,,,,,,,14.278,0.0,14.278,,,,,,,,,
INTVKL,Denmark (Viking link),2024-01-01 00:00:00+00:00,48,227.16666666666666,395.25,168.08333333333334,440.0,-567.0,780.0,,,,,,506.59722222222223,,,,,,,,,,62.5,35.41666666666667,2.083333333333333,87.5,,,11.805555555555557,,,9.486,4.034,5.452,40.509,,,4.034,,,36.475,,
INTVKL,Denmark (Viking link),2024-01-02 00:00:00+00:00,48,174.29166666666666,343.4583333333333,169.16666666666666,135.0,-794.0,774.0,,,,,,423.5208333333333,,,,,,,,,,50.0,29.166666666666668,20.833333333333336,78.125,,,16.145833333333336,,,8.243,4.0600000000000005,4.183,48.752,,,8.094000000000001,,,40.658,,
INTVKL,Denmark (Viking link),2024-01-03 00:00:00+00:00,48,690.25,690.25,0.0,780.0,453.2,780.0,,,,,,476.8666666666666,,,,,,,,,,100.0,0.0,0.0,82.5,,,12.916666666666668,,,16.566,0.0,16.566,65.318,,,8.094000000000001,,,57.224000000000004,,
INTVKL,Denmark (Viking link),2024-01-04 00:00:00+00:00,48,176.79166666666666,234.29166666666666,57.5,198.0,-153.2,578.0,,,,,,426.8541666666667,,,,,,,,,,56.25,27.083333333333332,16.666666666666664,78.125,,,15.277777777777779,,,5.623,1.38,4.243,70.941,,,9.474,,,61.467,,
INTVKL,Denmark (Viking link),2024-01-05 00:00:00+00:00,48,239.79166666666666,272.375,32.583333333333336,191.0,-141.2,586.4000000000001,,,,,,400.13095238095235,,,,,,,,,,81.25,16.666666666666664,2.083333333333333,78.57142857142857,,,15.476190476190476,,,6.537,0.782,5.755,77.47800000000001,,,10.256,,,67.222,,
INTVKL,Denmark (Viking link),2024-01-06 00:00:00+00:00,48,424.4166666666667,427.0833333333333,2.6666666666666665,517.0,0.0,786.0,,,,,,361.0892857142857,,,,,,,,,,87.5,4.166666666666666,8.333333333333332,76.78571428571429,,,16.071428571428573,,,10.25,0.064,10.186,70.983,,,10.32,,,60.663,,
INTVKL,Denmark (Viking link),2024-01-07 00:00:00+00:00,48,610.125,610.125,0.0,670.0,406.6,780.6,,,,,,363.2619047619047,,,,,,,,,,100.0,0.0,0.0,76.78571428571429,,,16.071428571428573,,,14.643,0.0,14.643,71.348,,,10.32,,,61.028,,
INTVKL,Denmark (Viking link),2024-01-08 00:00:00+00:00,48,142.75,228.20833333333334,85.45833333333333,0.0,-320.4,716.0,,,,,,351.202380952381,397.8208333333333,,449.3666666666667,51.545833333333334,,,,,,45.83333333333333,39.58333333333333,14.583333333333334,74.40476190476191,78.33333333333333,,16.666666666666664,15.208333333333332,,5.476999999999999,2.051,3.4259999999999997,67.339,107.848,,8.337,12.371,,59.002,95.477,
