interconnectorId,interconnectorName,calendar_month,observations,duration_hours,import_share_pct,export_share_pct,near_zero_share_pct,mean_signed_mw,median_signed_mw,p05_signed_mw,p25_signed_mw,p75_signed_mw,p95_signed_mw,mean_import_mw_when_importing,mean_export_mw_when_exporting,max_import_mw,max_export_mw,import_gwh,export_gwh,net_gwh,abs_flow_gwh
INTFR,France(IFA),2021-07,1488,744.0,100.0,0.0,0.0,1788.2876344086021,1896.0,1368.0,1656.0,2004.0,2004.0,1788.2876344086021,,2050.0,0.0,1330.486,0.0,1330.486,1330.486
INTFR,France(IFA),2021-08,1488,744.0,98.99193548387096,1.0080645161290323,0.0,1665.409946236559,1735.0,728.0,1508.0,2004.0,2004.0,1683.8031228784794,140.8,2006.0,250.0,1240.121,1.056,1239.065,1241.1770000000001
INTFR,France(IFA),2021-09,1440,720.0,46.736111111111114,0.0,53.263888888888886,668.0333333333333,0.0,0.0,0.0,1500.0,2004.0,1429.3729569093612,,2006.0,0.0,480.984,0.0,480.984,480.984
INTFR,France(IFA),2021-10,1485,742.5,21.41414141414141,15.555555555555555,63.030303030303024,57.023569023569024,0.0,-514.0,0.0,0.0,831.9999999999995,550.6981132075472,391.5238095238095,1006.0,868.0,87.56100000000002,45.221000000000004,42.34,132.782
INTFR,France(IFA),2021-11,1436,718.0,41.5041782729805,58.35654596100278,0.1392757660167131,-93.89136490250696,-219.0,-1024.0,-690.5,554.0,1008.0,625.3926174496644,605.6825775656324,1010.0,1028.0,186.36700000000002,253.781,-67.41399999999999,440.148
INTFR,France(IFA),2021-12,1482,741.0,41.363022941970314,58.232118758434545,0.4048582995951417,-81.29959514170041,-182.0,-1026.0,-672.0,586.0,1006.0,650.652528548124,601.7798377752027,1008.0,1030.0,199.425,259.668,-60.24300000000001,459.09299999999996
INTFR,France(IFA),2022-01,1482,741.0,48.852901484480434,50.472334682860996,0.6747638326585695,12.387314439946019,-12.0,-1022.0,-518.0,580.5,1008.0,629.8646408839779,585.1122994652407,1010.0,1030.0,228.011,218.832,9.179000000000002,446.843
INTFR,France(IFA),2022-02,1340,670.0,56.865671641791046,41.56716417910447,1.5671641791044775,126.08805970149254,121.0,-816.2,-358.5,504.0,1008.0,543.4225721784777,440.08976660682225,1008.0,1028.0,207.04399999999998,122.565,84.479,329.60900000000004
INTFR,France(IFA),2022-03,1486,743.0,38.76177658142665,60.69986541049798,0.5383580080753702,30.907133243607,-2.0,-545.5,-230.0,347.5,832.0,448.4513888888889,235.45454545454547,1006.0,1032.0,129.154,106.19,22.964000000000006,235.34400000000002
INTFR,France(IFA),2022-04,1439,719.5,22.6546212647672,77.13690062543434,0.20847810979847115,-399.46212647671996,-528.0,-1030.0,-978.0,-2.0,879.5999999999985,453.5276073619632,651.0594594594595,1006.0,1032.0,73.925,361.338,-287.413,435.263
INTFR,France(IFA),2022-05,1488,744.0,8.803763440860216,91.19623655913979,0.0,-690.0201612903226,-768.0,-1032.0,-1028.0,-590.0,363.1999999999989,482.68702290076334,803.2291820191599,1006.0,1034.0,31.616,544.991,-513.375,576.607
