interconnectorId,interconnectorName,week,samples,mean_signed_mw,p10_signed_mw,p25_signed_mw,median_signed_mw,p75_signed_mw,p90_signed_mw,mean_import_share_pct,mean_export_share_pct
INTNSL,North Sea Link (INTNSL),1,35,783.5297619047619,313.2416666666667,451.79166666666663,693.7083333333334,1162.9375,1398.0,85.47619047619047,14.523809523809526
INTNSL,North Sea Link (INTNSL),2,35,706.9729229989867,-12.774999999999935,427.20833333333337,694.0,1152.7916666666665,1398.0,82.02380952380953,17.857142857142858
INTNSL,North Sea Link (INTNSL),3,35,852.7690476190477,363.78333333333336,671.8958333333333,958.1666666666666,1218.7708333333333,1398.0,88.63095238095238,10.654761904761905
INTNSL,North Sea Link (INTNSL),4,35,886.9047619047619,288.14166666666677,666.4583333333334,934.625,1336.5416666666665,1390.075,88.51190476190476,11.011904761904763
INTNSL,North Sea Link (INTNSL),5,35,857.9416666666666,182.8166666666667,644.5,1096.0,1373.4166666666665,1398.0,88.02431610942249,11.916160081053697
INTNSL,North Sea Link (INTNSL),6,35,751.2273809523809,-501.6166666666667,673.2083333333333,1048.0,1182.2916666666665,1396.8666666666668,80.0,19.88095238095238
INTNSL,North Sea Link (INTNSL),7,35,634.6574468085106,-1294.4666666666667,537.8803191489362,1048.0833333333333,1325.5,1393.4,77.90526849037488,21.975683890577507
INTNSL,North Sea Link (INTNSL),8,35,764.1321428571429,-908.9083333333333,910.8958333333333,1082.0833333333333,1246.5625,1369.5583333333334,81.72619047619047,18.15476190476191
INTNSL,North Sea Link (INTNSL),9,35,890.1988095238095,-427.0083333333331,729.25,1158.5,1389.1041666666665,1398.0,85.95238095238096,13.988095238095237
INTNSL,North Sea Link (INTNSL),10,35,1044.9285714285713,698.0,829.1666666666666,1048.0,1325.5416666666667,1385.7749999999999,96.42857142857143,3.5714285714285716
INTNSL,North Sea Link (INTNSL),11,35,933.422619047619,375.9000000000001,860.4375,1022.125,1238.5208333333335,1347.1166666666668,91.8452380952381,8.095238095238095
INTNSL,North Sea Link (INTNSL),12,35,877.3523809523809,400.6333333333333,694.0,998.0,1143.7916666666665,1375.35,90.41666666666667,9.523809523809524
INTNSL,North Sea Link (INTNSL),13,35,821.2797619047619,-66.09999999999997,694.0,998.0,1110.6875,1326.1750000000002,90.05952380952381,9.94047619047619
INTNSL,North Sea Link (INTNSL),14,35,605.9119047619048,-420.6833333333333,521.4583333333333,829.2083333333334,1029.0625,1148.4916666666668,81.66666666666667,18.333333333333332
INTNSL,North Sea Link (INTNSL),15,35,558.3964285714286,-390.325,199.47916666666669,698.0,998.75,1088.5833333333333,76.78571428571429,22.916666666666664
INTNSL,North Sea Link (INTNSL),16,35,630.729761904762,-425.70833333333326,55.60416666666667,1019.5,1282.9375,1398.0,74.82142857142857,25.178571428571427
INTNSL,North Sea Link (INTNSL),17,35,922.9544579533941,39.29166666666668,435.875,1234.8333333333333,1394.125,1398.0,85.17857142857143,14.583333333333332
INTNSL,North Sea Link (INTNSL),18,35,796.3833333333333,-429.89166666666665,118.75,1154.9166666666667,1393.3541666666665,1398.0,77.79761904761904,22.142857142857142
INTNSL,North Sea Link (INTNSL),19,35,794.2226190476191,-261.64166666666665,482.2291666666667,1204.75,1295.375,1373.0,76.72619047619047,21.785714285714285
INTNSL,North Sea Link (INTNSL),20,35,820.6845238095237,-640.2166666666666,376.47916666666663,1287.4166666666667,1383.0625,1399.4083333333333,77.73809523809524,22.26190476190476
INTNSL,North Sea Link (INTNSL),21,35,935.5821428571429,52.13333333333338,654.375,1264.5,1398.0,1398.7166666666667,85.35714285714286,14.404761904761903
INTNSL,North Sea Link (INTNSL),22,35,866.8785714285714,-1.3166666666666575,494.8125,1178.7916666666667,1290.7916666666665,1396.275,83.63095238095238,15.654761904761903
INTNSL,North Sea Link (INTNSL),23,35,627.9178571428571,-51.36666666666666,159.625,693.5,1068.3125,1216.5583333333332,74.70238095238096,20.119047619047617
INTNSL,North Sea Link (INTNSL),24,35,915.2416666666667,251.18333333333334,698.7083333333333,1060.25,1261.5416666666665,1398.1833333333334,90.0,9.821428571428571
INTNSL,North Sea Link (INTNSL),25,35,973.7952380952381,424.6166666666667,649.3333333333333,1041.7083333333333,1396.0,1399.05,87.67857142857143,12.261904761904763
INTNSL,North Sea Link (INTNSL),26,35,779.3535714285714,47.208333333333336,555.4791666666666,921.75,1163.0625,1387.7416666666668,83.69047619047619,16.011904761904763
INTNSL,North Sea Link (INTNSL),27,30,1023.4959581320451,614.0625000000002,792.15625,1221.0833333333335,1366.525,1396.2041666666667,89.86111111111111,10.138888888888888
INTNSL,North Sea Link (INTNSL),28,28,985.2872023809524,233.36666666666673,770.5104166666666,1228.25,1396.5,1398.3583333333333,89.95535714285714,9.970238095238093
INTNSL,North Sea Link (INTNSL),29,28,1092.1090425531916,512.9541666666667,749.5625,1391.7291666666665,1398.5833333333333,1398.9083333333333,90.10416666666666,9.67261904761905
INTNSL,North Sea Link (INTNSL),30,28,1005.827380952381,-214.02499999999995,1173.8541666666667,1372.1458333333333,1398.3541666666665,1399.5916666666667,84.44940476190477,15.550595238095237
INTNSL,North Sea Link (INTNSL),31,28,873.6979166666667,-303.8666666666666,803.65625,1174.2916666666665,1396.0,1398.8166666666668,82.29166666666666,17.485119047619047
INTNSL,North Sea Link (INTNSL),32,28,755.6666666666667,-176.1875,204.95833333333334,992.2291666666666,1198.8125,1340.2708333333333,80.20833333333334,19.7172619047619
INTNSL,North Sea Link (INTNSL),33,28,897.516369047619,-3.179166666666589,541.8854166666666,1268.9583333333335,1377.4895833333333,1397.3583333333333,83.70535714285714,16.220238095238095
INTNSL,North Sea Link (INTNSL),34,28,961.2559523809524,387.5291666666667,513.875,1074.7708333333335,1352.75,1399.8416666666667,88.09523809523809,11.755952380952381
INTNSL,North Sea Link (INTNSL),35,28,520.9479166666666,-746.4666666666666,-26.0,689.7916666666666,1396.3645833333335,1399.4083333333333,53.57142857142857,22.321428571428573
INTNSL,North Sea Link (INTNSL),36,28,529.1875,-939.6916666666666,-219.46875,893.5208333333333,1398.3333333333333,1400.0,56.026785714285715,28.273809523809522
INTNSL,North Sea Link (INTNSL),37,28,881.7991071428571,26.37083333333335,515.7395833333333,1186.0416666666665,1398.03125,1399.7666666666667,83.70535714285714,16.220238095238095
INTNSL,North Sea Link (INTNSL),38,28,656.5344478216819,-1026.7833333333333,-223.44791666666666,1203.3333333333335,1398.09375,1398.6875,70.98214285714286,28.86904761904762
INTNSL,North Sea Link (INTNSL),39,31,889.3629032258065,-841.5833333333334,690.6458333333334,1343.7916666666667,1398.0,1398.0,84.20698924731182,15.793010752688172
INTNSL,North Sea Link (INTNSL),40,35,951.5702380952382,369.4916666666668,694.5208333333333,1145.7083333333333,1398.0,1398.9583333333333,90.89285714285714,9.107142857142858
INTNSL,North Sea Link (INTNSL),41,35,1044.5176291793312,592.0968085106383,697.9791666666667,1304.2083333333333,1397.4791666666665,1398.0,94.51621073961499,5.362208713272542
INTNSL,North Sea Link (INTNSL),42,35,259.11547619047616,-681.8916666666665,0.0,0.0,687.1041666666666,1396.15,43.035714285714285,18.273809523809526
