wind_metric,wind_metric_label,season,interconnectorId,interconnectorName,wind_bucket,direction,level_metric,bin_width_mw,direction_observations,bin_lower_mw,bin_upper_mw,bin_mid_mw,bin_count,bin_probability_pct,pdf_density_per_mw
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,400.0,500.0,450.0,74,2.6657060518731988,0.0002665706051873199
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,500.0,600.0,550.0,69,2.4855907780979827,0.00024855907780979824
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,600.0,700.0,650.0,79,2.845821325648415,0.0002845821325648415
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,700.0,800.0,750.0,86,3.0979827089337175,0.00030979827089337177
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,800.0,900.0,850.0,93,3.3501440922190198,0.000335014409221902
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,900.0,1000.0,950.0,70,2.521613832853026,0.0002521613832853026
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,1000.0,1100.0,1050.0,63,2.2694524495677233,0.00022694524495677233
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,1100.0,1200.0,1150.0,79,2.845821325648415,0.0002845821325648415
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,1200.0,1300.0,1250.0,57,2.053314121037464,0.0002053314121037464
wind_actual_mw,Actual wind output,All,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,2776,1300.0,1400.0,1350.0,63,2.2694524495677233,0.00022694524495677233
