wind_metric,wind_metric_label,interconnectorId,interconnectorName,wind_bucket,direction,level_metric,wind_bucket_observations,mean_wind_mw,min_wind_mw,max_wind_mw,direction_observations,direction_duration_hours,direction_share_pct,mean_level_mw,P0,P10,P20,P30,P40,P50,P60,P70,P75,P80,P85,P90,P95,P100
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),60_80pct,import,import_mw_conditional_on_importing,15705,9147.22514184018,7611.787199999998,10784.568000000003,9067,4533.5,57.733205985354985,727.4114922245506,2.0,198.0,384.0,556.0,704.0,838.0,952.0,1002.0,1004.0,1028.0,1044.0,1048.0,1054.0,1402.0
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,9147.22514184018,7611.787199999998,10784.568000000003,5147,2573.5,32.77300222858962,645.5387604429765,2.0,172.0,308.0,426.0,536.0,664.0,800.0,922.0,982.0,1014.0,1016.0,1038.800000000001,1056.0,1092.0
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),highest_20pct,import,import_mw_conditional_on_importing,15710,12713.216694793125,10784.598000000004,17142.889999999996,8265,4132.5,52.60980267345639,722.194555353902,2.0,194.0,376.0,532.0,688.0,838.0,954.0,1002.0,1004.0,1020.0,1044.0,1050.0,1054.0,1098.0
wind_actual_mw,Actual wind output,INTNED,Netherlands(BritNed),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15710,12713.216694793125,10784.598000000004,17142.889999999996,5662,2831.0,36.04073838319542,666.8594136347581,2.0,188.0,308.0,442.0,570.8000000000002,715.0,844.0,966.0,1012.0,1014.0,1030.0,1044.0,1052.0,1082.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),lowest_20pct,import,import_mw_conditional_on_importing,15712,1651.2823973523423,-115.2388,2830.466,12084,6042.0,76.90936863543789,764.5883813306853,2.0,276.0,496.0,680.0,796.0,890.0,970.0,1000.0,1000.0,1000.0,1000.0,1018.0,1020.0,1020.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15712,1651.2823973523423,-115.2388,2830.466,3383,1691.5,21.531313645621182,559.9361513449601,2.0,104.0,202.0,302.0,416.0,546.0,698.0,826.0,899.0,962.0,1016.0,1020.0,1022.0,1024.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),20_40pct,import,import_mw_conditional_on_importing,15705,3893.593370518943,2830.6159999999995,5018.745599999998,11364,5682.0,72.35912129894938,716.403379091869,2.0,206.0,410.0,570.0,708.0,812.0,922.0,996.0,1000.0,1000.0,1000.0,1000.0,1020.0,1020.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,3893.593370518943,2830.6159999999995,5018.745599999998,3963,1981.5,25.23400191021968,536.6737320211961,2.0,84.40000000000009,172.0,278.0,384.0,514.0,664.0,804.0,866.0,924.0,996.0,1020.0,1022.0,1024.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),40_60pct,import,import_mw_conditional_on_importing,15712,6261.010603245926,5018.818,7611.486599999997,10423,5211.5,66.33783095723014,696.4298186702484,2.0,194.0,378.0,534.0,676.0,786.0,896.0,982.0,998.0,1000.0,1000.0,1000.0,1020.0,1352.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,15712,6261.010603245926,5018.818,7611.486599999997,4789,2394.5,30.47988798370672,564.9931092086031,2.0,92.0,188.0,306.0,420.0,564.0,714.0,840.0,914.0,966.8000000000002,1016.0,1020.0,1022.0,1024.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),60_80pct,import,import_mw_conditional_on_importing,15705,9147.22514184018,7611.787199999998,10784.568000000003,10378,5189.0,66.08086596625279,685.3351320100212,2.0,178.0,352.0,514.0,656.0,770.0,884.0,974.0,998.0,1000.0,1000.0,1000.0,1020.0,1366.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,9147.22514184018,7611.787199999998,10784.568000000003,4802,2401.0,30.57624960203757,557.6668054977093,2.0,90.0,192.4000000000001,298.5999999999999,428.8000000000002,556.0,688.0,810.0,888.0,966.0,1016.0,1020.0,1022.0,1024.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),highest_20pct,import,import_mw_conditional_on_importing,15710,12713.216694793125,10784.598000000004,17142.889999999996,9818,4909.0,62.49522597071929,695.5518435526584,2.0,177.4000000000001,348.0,512.0,670.0,804.0,912.0,994.0,1000.0,1000.0,1000.0,1004.0,1020.0,1020.0
wind_actual_mw,Actual wind output,INTNEM,Belgium (Nemolink),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15710,12713.216694793125,10784.598000000004,17142.889999999996,5459,2729.5,34.748567791215784,590.3004213225865,2.0,110.0,232.0,348.0,464.0,608.0,744.0,868.0,926.0,992.0,1020.0,1022.0,1022.0,1024.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),lowest_20pct,import,import_mw_conditional_on_importing,13349,1701.0301875196644,-115.2388,2830.466,11893,5946.5,89.09281594126901,1137.3016059867148,2.0,692.0,694.0,998.0,1296.0,1396.0,1398.0,1398.0,1398.0,1398.0,1400.0,1400.0,1400.0,1474.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,13349,1701.0301875196644,-115.2388,2830.466,1333,666.5,9.985766724099184,416.16804201050263,2.0,6.0,8.800000000000068,73.19999999999993,206.0,342.0,496.39999999999986,712.8,738.0,738.0,744.0,976.0,1188.0,1280.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),20_40pct,import,import_mw_conditional_on_importing,14691,3899.859181948131,2830.6159999999995,5018.745599999998,12890,6445.0,87.74079368320741,1173.7961210240496,2.0,694.0,851.6000000000004,1096.0,1296.0,1396.0,1398.0,1398.0,1398.0,1398.0,1398.0,1400.0,1400.0,1846.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,14691,3899.859181948131,2830.6159999999995,5018.745599999998,1411,705.5,9.6045197740113,527.9234585400425,2.0,6.0,20.0,160.0,338.0,498.0,714.0,738.0,848.0,1052.0,1134.0,1134.0,1188.0,1412.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),40_60pct,import,import_mw_conditional_on_importing,15148,6264.374092170584,5018.818,7611.486599999997,12994,6497.0,85.78030102983892,1127.7214098814839,2.0,694.0,696.0,1012.0,1200.0,1342.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1400.0,1412.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,15148,6264.374092170584,5018.818,7611.486599999997,1666,833.0,10.998151571164511,575.671068427371,2.0,6.0,40.0,221.0,402.0,601.0,738.0,822.0,951.5,1088.0,1134.0,1134.0,1188.0,1454.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),60_80pct,import,import_mw_conditional_on_importing,15241,9151.261751499247,7611.787199999998,10784.568000000003,12656,6328.0,83.0391706580933,1038.7907711757268,2.0,530.0,694.0,698.0,1048.0,1096.0,1332.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1420.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15241,9151.261751499247,7611.787199999998,10784.568000000003,2114,1057.0,13.870480939570895,537.4077578051088,2.0,6.0,50.0,181.79999999999995,356.0,516.0,723.5999999999999,744.0,822.0,976.8000000000002,1080.0,1134.0,1240.0,1454.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),highest_20pct,import,import_mw_conditional_on_importing,15653,12717.831889554718,10784.598000000004,17142.889999999996,11643,5821.5,74.3819076215422,992.5019324916259,2.0,390.0,688.0,698.0,998.0,1096.0,1118.0,1398.0,1398.0,1398.0,1398.0,1398.0,1398.0,1400.0
wind_actual_mw,Actual wind output,INTNSL,North Sea Link (INTNSL),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15653,12717.831889554718,10784.598000000004,17142.889999999996,3604,1802.0,23.024340382035394,682.3851276359601,2.0,70.0,242.0,392.0,532.0,694.0,784.0,1006.0,1044.0,1080.0,1134.0,1306.0,1454.0,1454.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),lowest_20pct,import,import_mw_conditional_on_importing,5535,1770.1069489792233,-114.58820000000001,2829.6039999999994,3898,1949.0,70.4245709123758,853.0179579271421,2.0,276.0,524.8000000000002,700.0,794.0,942.0,988.0,990.0,992.0,1136.0,1372.0,1418.0,1424.0,1428.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,5535,1770.1069489792233,-114.58820000000001,2829.6039999999994,1312,656.0,23.703703703703706,606.719512195122,2.0,112.0,210.39999999999998,344.0,480.79999999999995,605.0,747.2,880.0,960.0,1029.6,1072.6999999999998,1090.0,1094.0,1250.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),20_40pct,import,import_mw_conditional_on_importing,6848,3908.804903329439,2830.7489999999984,5018.455600000001,4223,2111.5,61.66764018691588,859.7579919488516,2.0,268.4000000000001,552.0,700.0,796.0,948.0,988.0,990.0,994.0,1184.0,1379.3999999999996,1420.0,1424.0,1428.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,6848,3908.804903329439,2830.7489999999984,5018.455600000001,1999,999.5,29.191004672897197,659.3266633316658,2.0,118.0,240.0,404.0,572.0,700.0,835.5999999999999,985.1999999999998,1042.0,1080.0,1090.0,1092.0,1094.0,1454.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),40_60pct,import,import_mw_conditional_on_importing,7348,6289.545672917801,5018.8512,7611.486599999997,4473,2236.5,60.873707131192155,866.0791415157612,2.0,248.0,486.0,696.0,780.0,926.0,988.0,1012.7999999999993,1200.0,1366.0,1412.0,1420.0,1424.0,1430.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,7348,6289.545672917801,5018.8512,7611.486599999997,2270,1135.0,30.8927599346761,675.5718061674008,2.0,144.0,282.0,412.0,564.0,696.0,868.7999999999997,1024.0,1066.0,1088.0,1090.0,1092.0,1094.0,1454.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),60_80pct,import,import_mw_conditional_on_importing,7123,9080.46271604661,7612.539400000001,10783.890000000003,4293,2146.5,60.26954934718517,914.8269275564872,2.0,256.0,534.0,698.0,794.0,980.0,1000.0,1296.7999999999993,1394.0,1414.0,1420.0,1422.0,1424.0,1436.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,7123,9080.46271604661,7612.539400000001,10783.890000000003,2431,1215.5,34.12887828162291,690.3710407239819,2.0,146.0,292.0,450.0,608.0,750.0,872.0,1026.0,1073.0,1090.0,1092.0,1094.0,1096.0,1456.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),highest_20pct,import,import_mw_conditional_on_importing,8090,12861.887769270706,10784.7864,17142.889999999996,5029,2514.5,62.163164400494445,941.4698747265858,2.0,258.0,550.0,698.0,824.0,986.0,1155.5999999999995,1374.0,1406.0,1420.0,1422.0,1422.0,1424.0,2480.0
wind_actual_mw,Actual wind output,INTVKL,Denmark (Viking link),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,8090,12861.887769270706,10784.7864,17142.889999999996,2613,1306.5,32.29913473423981,708.1125143513203,2.0,178.0,336.0,478.0,610.0,776.0,846.0,1042.0,1088.0,1092.0,1092.0,1094.0,1096.0,1456.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,import,import_mw_conditional_on_importing,15712,1666.26861771336,-115.2388,2888.2399999999993,12923,6461.5,82.24923625254583,4022.607444091929,2.0,1378.0,2418.8,3197.2,3718.0,4056.0,4514.0,5016.0,5328.0,5656.0,6030.0,6402.0,6931.5999999999985,9148.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15712,1666.26861771336,-115.2388,2888.2399999999993,2784,1392.0,17.718940936863543,2245.609195402299,2.0,320.6,698.0,1046.0,1487.2000000000003,1992.0,2557.6,3172.2,3550.5,3858.8,4189.099999999999,4568.0,4974.499999999999,6350.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20_40pct,import,import_mw_conditional_on_importing,15705,4043.541077855964,2888.8560000000007,5299.334,12749,6374.5,81.1779687997453,3993.038199074437,2.0,1362.0,2275.2000000000007,3004.0,3556.0,4104.0,4612.0,5149.199999999997,5418.0,5704.0,6016.0,6362.0,6799.199999999997,9230.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,4043.541077855964,2888.8560000000007,5299.334,2952,1476.0,18.79656160458453,2333.0176151761516,8.0,420.0,902.0,1278.0,1682.0,2162.0,2636.3999999999996,3088.0,3320.5,3672.800000000001,4163.4,4545.6,5179.799999999999,6584.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,40_60pct,import,import_mw_conditional_on_importing,15711,6708.135708516417,5299.447999999998,8257.739600000003,12551,6275.5,79.88670358347655,3756.5580431838102,2.0,1094.0,1904.0,2612.0,3218.0,3788.0,4312.0,4906.0,5262.0,5604.0,5921.0,6302.0,6814.0,8932.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,15711,6708.135708516417,5299.447999999998,8257.739600000003,3157,1578.5,20.0942015148622,2378.968007602154,2.0,327.20000000000005,754.0,1175.6,1624.8000000000002,2172.0,2742.0,3334.0,3658.0,4047.6000000000004,4336.0,4728.0,5230.4,6774.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,60_80pct,import,import_mw_conditional_on_importing,15706,10082.047673879415,8257.972000000005,12054.916999999996,12235,6117.5,77.90016554183114,3437.975480179812,2.0,820.0,1487.6000000000004,2130.0,2766.0,3372.0,3984.0,4612.0,4934.0,5278.0,5681.799999999999,6149.200000000001,6764.5999999999985,8488.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15706,10082.047673879415,8257.972000000005,12054.916999999996,3469,1734.5,22.08710047115752,2078.8722974920724,2.0,284.0,565.2,896.0,1271.2000000000003,1696.0,2226.0,2951.5999999999995,3306.0,3646.0,4084.0,4416.400000000001,4909.599999999999,6634.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,highest_20pct,import,import_mw_conditional_on_importing,15710,14657.12997007133,12055.246000000005,20950.569466666402,10565,5282.5,67.25015913430936,3185.3663984855657,2.0,668.0,1244.0,1796.0,2354.0,2978.0,3648.0,4378.0,4734.0,5124.0,5574.799999999999,5988.0,6511.5999999999985,8530.0
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15710,14657.12997007133,12055.246000000005,20950.569466666402,5140,2570.0,32.71801400381922,2200.8015564202333,2.0,348.0,723.5999999999999,1119.4,1537.1999999999998,1995.0,2498.0,3008.5999999999995,3336.0,3696.0,4032.0,4374.4000000000015,4814.0,7914.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),lowest_20pct,import,import_mw_conditional_on_importing,11331,1744.1608888458488,-115.2388,2888.2399999999993,7300,3650.0,64.42502868237578,845.5153424657534,2.0,360.0,670.0,898.0,992.0,996.0,996.0,996.0,998.0,998.0,998.0,998.0,998.0,1102.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,11331,1744.1608888458488,-115.2388,2888.2399999999993,2571,1285.5,22.68996558114906,675.1940879035395,2.0,102.0,278.0,470.0,662.0,840.0,908.0,922.0,990.0,1022.0,1022.0,1024.0,1024.0,1026.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),20_40pct,import,import_mw_conditional_on_importing,12695,4036.1911742991656,2888.9741999999997,5299.1068000000005,8612,4306.0,67.83773139031115,843.6788202508128,2.0,360.0,672.0,898.0,992.0,996.0,996.0,996.0,998.0,998.0,998.0,998.0,998.0,1084.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,12695,4036.1911742991656,2888.9741999999997,5299.1068000000005,2628,1314.0,20.70106341079165,691.0890410958904,2.0,96.0,254.0,444.0,718.0,906.0,924.0,1022.0,1022.0,1023.1999999999998,1024.0,1024.0,1024.0,1026.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),40_60pct,import,import_mw_conditional_on_importing,12852,6716.66258827431,5299.447999999998,8257.739600000003,8739,4369.5,67.99719887955182,817.8221764503947,2.0,294.0,584.0,832.0,956.0,996.0,996.0,996.0,998.0,998.0,998.0,998.0,998.0,1260.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,12852,6716.66258827431,5299.447999999998,8257.739600000003,2602,1301.0,20.24587612822907,709.6325903151422,2.0,98.0,282.4000000000001,517.7999999999997,786.0,864.0,954.0,1022.0,1022.0,1024.0,1024.0,1024.0,1024.0,1028.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),60_80pct,import,import_mw_conditional_on_importing,12356,10062.249832304151,8257.972000000005,12054.916999999996,7833,3916.5,63.39430236322434,797.3864419762543,2.0,266.0,522.8000000000002,771.1999999999998,922.0,992.0,996.0,996.0,998.0,998.0,998.0,998.0,998.0,1178.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,12356,10062.249832304151,8257.972000000005,12054.916999999996,2710,1355.0,21.932664292651342,622.1261992619926,2.0,67.80000000000007,198.0,355.39999999999986,554.0,767.0,806.0,924.0,1002.0,1022.0,1022.0,1024.0,1024.0,1026.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),highest_20pct,import,import_mw_conditional_on_importing,13594,14857.147664103326,12055.908399999991,20950.569466666402,7796,3898.0,57.34883036633809,715.2424320164187,2.0,165.0,340.0,530.0,730.0,894.0,986.0,996.0,996.0,998.0,998.0,998.0,998.0,1014.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTELEC,Eleclink (INTELEC),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,13594,14857.147664103326,12055.908399999991,20950.569466666402,3270,1635.0,24.054730027953507,599.3718654434251,2.0,76.0,163.60000000000014,300.0,467.2000000000003,662.0,806.0,948.0,1017.5,1022.0,1022.0,1024.0,1024.0,1026.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),lowest_20pct,import,import_mw_conditional_on_importing,15712,1666.26861771336,-115.2388,2888.2399999999993,2170,1085.0,13.81109979633401,232.13087557603686,2.0,22.0,52.0,82.0,134.0,194.0,268.0,356.5999999999999,394.0,454.0,490.0,504.0,504.0,504.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15712,1666.26861771336,-115.2388,2888.2399999999993,8487,4243.5,54.016038696537684,349.94414987628136,2.0,54.0,134.0,224.0,320.0,404.0,502.0,528.0,528.0,528.0,530.0,532.0,534.0,536.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),20_40pct,import,import_mw_conditional_on_importing,15705,4043.541077855964,2888.8560000000007,5299.334,2329,1164.5,14.829672078955747,237.6341777586947,2.0,22.0,57.200000000000045,94.79999999999995,146.4000000000001,212.0,278.0,352.0,388.0,460.8000000000002,502.0,504.0,504.0,504.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,4043.541077855964,2888.8560000000007,5299.334,8896,4448.0,56.64438077045527,355.044964028777,2.0,54.0,140.0,234.0,334.0,422.0,508.0,528.0,528.0,528.0,530.0,530.0,532.0,586.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),40_60pct,import,import_mw_conditional_on_importing,15711,6708.135708516417,5299.447999999998,8257.739600000003,2913,1456.5,18.541149513080008,240.4373498111912,2.0,20.0,54.0,90.0,148.0,208.0,282.4000000000001,366.0,420.0,481.1999999999998,504.0,504.0,504.0,504.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,15711,6708.135708516417,5299.447999999998,8257.739600000003,8458,4229.0,53.83489275030233,357.317805627808,2.0,51.40000000000009,136.0,232.0,342.0,438.0,524.0,528.0,528.0,530.0,530.0,530.0,532.0,586.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),60_80pct,import,import_mw_conditional_on_importing,15706,10082.047673879415,8257.972000000005,12054.916999999996,3004,1502.0,19.126448491022536,227.09454061251665,2.0,20.0,50.0,80.0,142.0,194.0,252.0,338.0,382.0,444.0,498.0,504.0,504.0,504.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15706,10082.047673879415,8257.972000000005,12054.916999999996,8329,4164.5,53.03068890869731,349.44315043822786,2.0,42.0,110.0,212.0,328.0,428.0,520.0,528.0,528.0,530.0,530.0,532.0,532.0,588.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),highest_20pct,import,import_mw_conditional_on_importing,15710,14657.12997007133,12055.246000000005,20950.569466666402,3765,1882.5,23.96562698917887,240.74209827357237,2.0,22.0,58.0,100.40000000000009,156.0,204.0,278.0,360.0,406.0,460.0,500.0,504.0,504.0,504.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTEW,Ireland(East-West),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15710,14657.12997007133,12055.246000000005,20950.569466666402,7656,3828.0,48.733290897517506,338.7014106583072,2.0,36.0,94.0,194.0,298.0,399.0,508.0,528.0,528.0,530.0,530.0,532.0,532.0,542.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),lowest_20pct,import,import_mw_conditional_on_importing,15712,1666.26861771336,-115.2388,2888.2399999999993,11698,5849.0,74.45264765784114,1302.1937083262096,2.0,481.4000000000001,814.0,998.0,1006.0,1360.0,1508.0,1811.7999999999993,1966.0,2000.0,2004.0,2004.0,2004.0,2548.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),lowest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15712,1666.26861771336,-115.2388,2888.2399999999993,3383,1691.5,21.531313645621182,636.9258054980786,2.0,82.0,250.0,400.0,529.6000000000004,692.0,838.0,980.0,1024.0,1030.0,1030.0,1032.0,1032.0,1842.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),20_40pct,import,import_mw_conditional_on_importing,15705,4043.541077855964,2888.8560000000007,5299.334,11775,5887.5,74.97612225405922,1272.0140976645434,2.0,470.8000000000002,824.0,998.0,1004.0,1308.0,1502.0,1684.0,1836.0,1958.0,2000.0,2002.0,2004.0,2514.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),20_40pct,export,export_mw_positive_magnitude_conditional_on_exporting,15705,4043.541077855964,2888.8560000000007,5299.334,3240,1620.0,20.630372492836678,671.5783950617284,2.0,104.0,298.0,460.0,564.0,718.0,842.0,978.0,1026.0,1030.0,1030.0,1032.0,1034.0,2056.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),40_60pct,import,import_mw_conditional_on_importing,15711,6708.135708516417,5299.447999999998,8257.739600000003,11203,5601.5,71.30672777035198,1224.7565830581095,2.0,420.0,754.0,996.0,1004.0,1252.0,1426.0,1508.0,1679.0,1874.0,1996.0,2002.0,2004.0,2174.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),40_60pct,export,export_mw_positive_magnitude_conditional_on_exporting,15711,6708.135708516417,5299.447999999998,8257.739600000003,3783,1891.5,24.078670994844376,629.7742532381708,2.0,58.0,210.0,404.0,514.0,642.0,778.0,966.0,1022.0,1028.0,1030.0,1032.0,1034.0,2056.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),60_80pct,import,import_mw_conditional_on_importing,15706,10082.047673879415,8257.972000000005,12054.916999999996,10585,5292.5,67.39462625748122,1124.8175720359,2.0,320.0,610.0,888.0,1000.0,1006.0,1318.0,1502.0,1506.0,1564.0,1842.0,1998.0,2002.0,2142.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),60_80pct,export,export_mw_positive_magnitude_conditional_on_exporting,15706,10082.047673879415,8257.972000000005,12054.916999999996,4465,2232.5,28.428626002801476,642.6132138857782,2.0,86.0,238.0,390.0,512.0,646.0,818.0,972.0,1024.0,1028.0,1030.0,1030.0,1069.2000000000007,2050.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),highest_20pct,import,import_mw_conditional_on_importing,15710,14657.12997007133,12055.246000000005,20950.569466666402,9707,4853.5,61.788669637173776,1034.7050582054187,2.0,238.0,476.0,702.0,940.0,1002.0,1155.199999999999,1464.3999999999996,1502.0,1506.0,1606.2000000000007,1888.0,2000.0,2630.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTFR,France(IFA),highest_20pct,export,export_mw_positive_magnitude_conditional_on_exporting,15710,14657.12997007133,12055.246000000005,20950.569466666402,5501,2750.5,35.01591343093571,731.0427195055445,2.0,126.0,286.0,438.0,518.0,706.0,894.0,1022.0,1028.0,1030.0,1034.0,1288.0,1706.0,2072.0
wind_before_curtailment_mw,Wind before curtailment proxy,INTGRNL,Ireland (Greenlink),lowest_20pct,import,import_mw_conditional_on_importing,2288,1829.3730878551135,15.667399999999992,2887.8689999999992,155,77.5,6.774475524475525,115.89677419354838,4.0,4.0,4.0,4.0,18.0,60.0,94.79999999999998,172.0,210.0,256.8,291.00000000000006,307.2,389.5999999999998,500.0
