interconnectorId,interconnectorName,wind_metric,wind_metric_label,flow_metric,flow_metric_label,wind_lag_hours,lag_interpretation,observations,pearson_corr,spearman_corr,wind_mean_mw,wind_p10_mw,wind_p90_mw,flow_mean_mw,flow_p10_mw,flow_p90_mw
INTIRL,Northern Ireland(Moyle),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,78544,0.10796555492218621,0.11924193667878616,6733.151311840497,1728.3227600000002,12505.551099999995,-174.356004277857,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,0.06664216594028372,0.08083481625497958,6732.698635098932,1728.27554,12504.319900000002,-174.3504545570297,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,0.04186745306436054,0.05629403191817909,6732.216536581266,1728.2382199999997,12503.143239999996,-174.34765445932868,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,0.018186313223807257,0.028221955825934023,6731.472160998473,1727.9028000000003,12502.725640000002,-174.33586347427408,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.028183093905571627,0.03589571367828334,6730.668547248267,1727.4746999999998,12503.378999999997,-174.31537912759885,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,0.15110191140919194,0.1627658863075966,7434.781937060645,1736.4009999999998,14315.143833333303,-174.19030269058297,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,0.26310481406383507,0.2628289215768341,7432.947246376876,1735.2858800000004,14314.435246666735,-174.2732806928171,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,0.23045270264153547,0.22690885556799661,7432.132740048801,1735.3412600000004,14314.239199999998,-174.31571843325014,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,0.1752455325828581,0.17793537720467686,7431.742309652809,1735.37642,14314.2344,-174.33693244034734,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,78544,0.11350708021878692,0.12494991839892011,7431.349280167962,1735.4318,14314.205199999842,-174.356004277857,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,0.06531245878878356,0.08242061576378817,7430.441289919687,1735.37642,14312.192790774636,-174.3504545570297,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,0.034240768788558536,0.05336906455740981,7429.591266456091,1735.3412600000004,14309.454251111049,-174.34765445932868,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,0.003054927724616867,0.020104568956406058,7428.460638051405,1735.2858800000004,14308.723580000054,-174.33586347427408,-452.0,272.0
INTIRL,Northern Ireland(Moyle),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.014820514020897827,0.02885563781015639,7427.618638111026,1735.164,14308.935566666665,-174.31537912759885,-452.0,272.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.03781151821889538,-0.04228172150522541,6736.157023379535,1728.8649,12507.000199999999,240.92284957195272,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.07973335535664801,-0.07558006791375894,6734.535870621497,1727.9028000000003,12506.48420000001,241.04312277126846,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.09452576906189644,-0.08960262356656222,6733.828084312127,1728.2382199999997,12506.127160000007,241.11669128508123,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.10740355523108988,-0.10419581385166815,6733.491001695995,1728.27554,12505.747720000001,241.16921744887824,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.10814628994099469,-0.10681874090925247,6733.151311840497,1728.3227600000002,12505.551099999995,241.21083723772662,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.0916476134832738,-0.0904472841604616,6732.698635098932,1728.27554,12504.319900000002,241.19931752782094,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.0627019918665627,-0.0611636205438355,6732.216536581266,1728.2382199999997,12503.143239999996,241.18789792695972,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,0.002985804007863569,0.008165336786010658,6731.472160998473,1727.9028000000003,12502.725640000002,241.08013245033112,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.012731735503460241,0.010609935049146405,6730.668547248267,1727.4746999999998,12503.378999999997,240.8894720750102,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.06959264767228485,-0.06637277726055546,7434.781937060645,1736.4009999999998,14315.143833333303,240.92284957195272,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.10668622437468553,-0.09698875011054918,7432.947246376876,1735.2858800000004,14314.435246666735,241.04312277126846,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.1270911895316553,-0.11470812400430014,7432.132740048801,1735.3412600000004,14314.239199999998,241.11669128508123,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.14415887238860167,-0.13220191166322176,7431.742309652809,1735.37642,14314.2344,241.16921744887824,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.14983796787855122,-0.13880435795405904,7431.349280167962,1735.4318,14314.205199999842,241.21083723772662,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.12958032358485091,-0.12013410747296178,7430.441289919687,1735.37642,14312.192790774636,241.19931752782094,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.0937872617058245,-0.08549111868831909,7429.591266456091,1735.3412600000004,14309.454251111049,241.18789792695972,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,-0.02370371312210098,-0.012983975575101643,7428.460638051405,1735.2858800000004,14308.723580000054,241.08013245033112,-906.0,1032.0
INTNED,Netherlands(BritNed),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,-0.015217534492741366,-0.010310504305958526,7427.618638111026,1735.164,14308.935566666665,240.8894720750102,-906.0,1032.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.04350621419027504,-0.052835137569034414,6736.157023379535,1728.8649,12507.000199999999,330.3351253567061,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.09926381992205731,-0.09869813432597778,6734.535870621497,1727.9028000000003,12506.48420000001,330.45542536933266,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.11782425043686905,-0.11669759740871359,6733.828084312127,1728.2382199999997,12506.127160000007,330.4759333774767,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.1286632236299442,-0.13065009322640658,6733.491001695995,1728.27554,12505.747720000001,330.46553260841887,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.1267892146873771,-0.13166066275724989,6733.151311840497,1728.3227600000002,12505.551099999995,330.4325982888572,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.10975264771380322,-0.11415465340560353,6732.698635098932,1728.27554,12504.319900000002,330.39641956759783,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.08074194872589983,-0.08346493752776035,6732.216536581266,1728.2382199999997,12503.143239999996,330.35901288646664,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,-0.015071842421084338,-0.012667726326180084,6731.472160998473,1727.9028000000003,12502.725640000002,330.25952623535403,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.023232544854742677,0.022466644120691527,6730.668547248267,1727.4746999999998,12503.378999999997,330.06596514472074,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.06866822352000537,-0.0721334883443366,7434.781937060645,1736.4009999999998,14315.143833333303,330.3351253567061,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.11941963239370962,-0.11419050864837209,7432.947246376876,1735.2858800000004,14314.435246666735,330.45542536933266,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.14550619122964892,-0.13687187499149636,7432.132740048801,1735.3412600000004,14314.239199999998,330.4759333774767,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.16244305878018794,-0.15470474789369432,7431.742309652809,1735.37642,14314.2344,330.46553260841887,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.16734881866007428,-0.16065194856380807,7431.349280167962,1735.4318,14314.205199999842,330.4325982888572,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.14648062475044843,-0.14084530720693186,7430.441289919687,1735.37642,14312.192790774636,330.39641956759783,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.10936337243922091,-0.10416594901237543,7429.591266456091,1735.3412600000004,14309.454251111049,330.35901288646664,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,-0.03294831749307616,-0.025911367895142822,7428.460638051405,1735.2858800000004,14308.723580000054,330.25952623535403,-764.0,1000.0
INTNEM,Belgium (Nemolink),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.002735007578813268,0.007137251410096593,7427.618638111026,1735.164,14308.935566666665,330.06596514472074,-764.0,1000.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,74034,-0.07565498990879835,-0.09612726978871507,6929.583354015722,1896.1099599999998,12630.250239999998,838.697274225356,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,74058,-0.1523654405220148,-0.161305022121875,6930.2651884901015,1896.8082000000006,12629.85654,838.878527640498,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,74070,-0.19346480604419425,-0.2013247355041164,6930.72882218442,1897.0110600000003,12629.76246,838.9691103010665,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,74076,-0.206423815405285,-0.21433742015860183,6930.708034575301,1897.0397000000003,12629.717700000001,839.0143906258437,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,74082,-0.20980239791957395,-0.21675209089968628,6930.6879523393,1897.0780000000002,12629.654680000001,839.047163953457,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,74076,-0.19617642566677007,-0.20235442699714992,6930.22400846968,1897.0397000000003,12629.057199999997,839.0602624331767,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,74070,-0.17274153592654765,-0.1784052812770437,6929.728868621574,1897.0110600000003,12628.2394,839.0720399621979,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,74058,-0.11318961021081088,-0.1218963092232013,6928.97164829728,1896.8082000000006,12628.005920000003,839.0957087688029,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,74034,-0.03533389570336807,-0.04585613231548814,6928.183625534214,1896.1099599999998,12628.284999999996,839.1432044736202,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,74034,-0.06255788365544342,-0.08113265713804177,7666.834759239165,1904.2149600000002,14468.228226666683,838.697274225356,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,74058,-0.1386269448392957,-0.14538546135658076,7667.296646378681,1904.6096600000005,14467.772286666741,838.878527640498,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,74070,-0.181993419709073,-0.18725153016744295,7667.689393486058,1905.022400000001,14467.518059999744,838.9691103010665,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,74076,-0.19951415034527484,-0.2028828176022665,7667.685406143857,1905.2896,14467.413755555343,839.0143906258437,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,74082,-0.20421719516616355,-0.20584565157187185,7667.726283625068,1905.5412399999998,14467.182359999895,839.047163953457,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,74076,-0.19160989218787486,-0.19149402688350914,7666.782746229714,1905.2896,14463.335011111347,839.0602624331767,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,74070,-0.16636225032224228,-0.16633184251278432,7665.900661797349,1905.022400000001,14460.8935599994,839.0720399621979,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,74058,-0.10150283465519677,-0.10604115858688237,7664.740203378385,1904.6096600000005,14459.42694695831,839.0957087688029,-196.0,1398.0
INTNSL,North Sea Link (INTNSL),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,74034,-0.025180103949150465,-0.03121874463177328,7663.924052451078,1904.2149600000002,14460.100580000033,839.1432044736202,-196.0,1398.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,34896,0.028315374934435866,0.03463195400881353,7191.663426707933,2127.2043,13028.259,351.31344566712517,-966.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,34920,-0.006580893582436436,0.0028588072341295006,7196.094708029783,2127.9040999999997,13034.920439999996,351.9566437571592,-964.1999999999998,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,34932,-0.023320004785926808,-0.01204635394912327,7196.827235594869,2128.1234199999994,13034.811260000004,352.1058628191916,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,34938,-0.0338610790556381,-0.022446079674670025,7197.059334798786,2128.2171400000007,13034.80682,352.2620069837999,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,34944,-0.027323263172324676,-0.01826035545098728,7197.614111864698,2128.307200000001,13034.75438,352.4396176739927,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,34938,0.0011073809602948654,0.007649291536507762,7196.676292037323,2128.2171400000007,13034.80682,352.3795866964337,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,34932,0.04589970388162677,0.0502622040373113,7195.672161301958,2128.1234199999994,13033.568659999999,352.3195350967594,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,34920,0.1398997936510456,0.14262474605611875,7194.157645171822,2127.9040999999997,13033.04274,352.1829896907216,-964.1999999999998,1416.0
INTVKL,Denmark (Viking link),wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,34896,0.14265812362827904,0.14323667996491948,7192.6681904115085,2127.2043,13034.217199999997,351.96469509399356,-966.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,34896,0.01909857776124878,0.027698823175537502,8232.691732217701,2159.8397999999993,15424.989197979361,351.31344566712517,-966.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,34920,-0.008434752443538838,0.002082986277150167,8236.79418720956,2160.7741066666663,15424.478263029523,351.9566437571592,-964.1999999999998,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,34932,-0.025478928918670703,-0.012582692285080221,8237.252707925663,2160.9798999999994,15424.15220666746,352.1058628191916,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,34938,-0.03912272299644382,-0.026104528016356435,8237.30757526645,2161.1017000000006,15424.110646667015,352.2620069837999,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,34944,-0.035630204400582136,-0.02515867235683172,8237.764915223512,2161.1860000000006,15423.910006666698,352.4396176739927,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,34938,-0.005301032871889673,0.0018995564371475217,8235.862309341417,2161.1017000000006,15420.848669743973,352.3795866964337,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,34932,0.042800528614854894,0.04739033162821725,8234.089679187788,2160.9798999999994,15417.972319999697,352.3195350967594,-964.0,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,34920,0.13942179333790644,0.14253732897897078,8231.823844096634,2160.7741066666663,15414.751506666806,352.1829896907216,-964.1999999999998,1416.0
INTVKL,Denmark (Viking link),wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,34896,0.14690637386184183,0.1478569946935814,8230.482346206474,2159.8397999999993,15416.957100000003,351.96469509399356,-966.0,1416.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.015325785057730704,-0.02503790555000129,6736.157023379535,1728.8649,12507.000199999999,2374.5454290664493,-2258.0,6028.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.07555281973770622,-0.07944922540774271,6734.535870621497,1727.9028000000003,12506.48420000001,2375.4018339276618,-2258.0,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.11768193676847029,-0.12196668977613184,6733.828084312127,1728.2382199999997,12506.127160000007,2375.6038048184178,-2257.7999999999993,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.14518333283725696,-0.1516385952517883,6733.491001695995,1728.27554,12505.747720000001,2375.640174183198,-2256.5999999999985,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.16034632204409924,-0.16830784966674447,6733.151311840497,1728.3227600000002,12505.551099999995,2375.534884905276,-2256.0,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.15044761199189619,-0.15850574336271148,6732.698635098932,1728.27554,12504.319900000002,2375.4633425857546,-2256.5999999999985,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.12081246121712753,-0.1273316884386258,6732.216536581266,1728.2382199999997,12503.143239999996,2375.3881475067487,-2257.7999999999993,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,12,positive means wind leads interconnector position,78520,-0.04189749910543454,-0.044182865231413126,6731.472160998473,1727.9028000000003,12502.725640000002,2375.155934793683,-2258.0,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,24,positive means wind leads interconnector position,78496,0.031141389798202614,0.02381493545734851,6730.668547248267,1727.4746999999998,12503.378999999997,2374.66283632287,-2258.0,6031.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-24,negative means wind follows interconnector position,78496,-0.020262373088206487,-0.031651734922036795,7434.781937060645,1736.4009999999998,14315.143833333303,2374.5454290664493,-2258.0,6028.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-12,negative means wind follows interconnector position,78520,-0.07346076996828997,-0.07956176074868494,7432.947246376876,1735.2858800000004,14314.435246666735,2375.4018339276618,-2258.0,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-6,negative means wind follows interconnector position,78532,-0.1217624854876618,-0.12592297364581653,7432.132740048801,1735.3412600000004,14314.239199999998,2375.6038048184178,-2257.7999999999993,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,-3,negative means wind follows interconnector position,78538,-0.15607057489413348,-0.15968562827193372,7431.742309652809,1735.37642,14314.2344,2375.640174183198,-2256.5999999999985,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,0,same half-hour,78544,-0.17668222394580121,-0.18010492774488784,7431.349280167962,1735.4318,14314.205199999842,2375.534884905276,-2256.0,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,3,positive means wind leads interconnector position,78538,-0.16451916277316705,-0.16857939327267887,7430.441289919687,1735.37642,14312.192790774636,2375.4633425857546,-2256.5999999999985,6030.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,6,positive means wind leads interconnector position,78532,-0.12881408807884723,-0.13339265102604983,7429.591266456091,1735.3412600000004,14309.454251111049,2375.3881475067487,-2257.7999999999993,6030.0
