interconnectorId,interconnectorName,season,granularity,wind_metric,wind_metric_label,flow_metric,flow_metric_label,observations,pearson_corr,spearman_corr,wind_mean_mw,wind_p10_mw,wind_p90_mw,flow_mean_mw,flow_p10_mw,flow_p90_mw
INTEW,Ireland(East-West),Spring,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,368,0.20802652760758322,0.32056506494084996,6471.388133615084,1850.1170662499999,12218.973320080444,19.85676182563783,0.0,74.37916666666672
INTEW,Ireland(East-West),Spring,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,368,-0.017052651072654995,0.06636393109674348,6471.388133615084,1850.1170662499999,12218.973320080444,166.80872828935904,0.0,462.54583333333335
INTEW,Ireland(East-West),Summer,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,429,-0.01999372040306039,-0.02662159578353299,4765.992531408639,1524.9193916666668,8668.640725000001,-186.49434717559137,-472.25,105.86666666666659
INTEW,Ireland(East-West),Summer,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,429,0.0682937848089551,0.09015442550291058,4765.992531408639,1524.9193916666668,8668.640725000001,38.93875984398649,0.0,146.625
INTEW,Ireland(East-West),Summer,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,429,0.05825474902547404,0.0416281380617211,4765.992531408639,1524.9193916666668,8668.640725000001,225.43310701957788,2.666666666666668,472.25
INTEW,Ireland(East-West),Summer,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,429,-0.043695491705695685,-0.04142374989638984,5305.889908752082,1524.9628,10498.455566666666,-186.49434717559137,-472.25,105.86666666666659
INTEW,Ireland(East-West),Summer,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,429,0.047770267759796446,0.07413926417376321,5305.889908752082,1524.9628,10498.455566666666,38.93875984398649,0.0,146.625
INTEW,Ireland(East-West),Summer,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,429,0.0792559269468213,0.056507481780066364,5305.889908752082,1524.9628,10498.455566666666,225.43310701957788,2.666666666666668,472.25
INTEW,Ireland(East-West),Winter,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,392,0.0710022091395667,0.0724700528338736,8915.189880037435,3849.949284166667,13295.804296666669,-87.22532400371495,-425.5375,195.20416666666677
INTEW,Ireland(East-West),Winter,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,392,-0.020929034234288626,0.10460600411825692,8915.189880037435,3849.949284166667,13295.804296666669,65.77395561948185,0.0,225.6541666666667
INTEW,Ireland(East-West),Winter,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,392,-0.11241298992101827,-0.037165538307032994,8915.189880037435,3849.949284166667,13295.804296666669,152.9992796231968,0.8875000000000002,425.5375000000001
INTEW,Ireland(East-West),Winter,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,392,0.08924467022708597,0.08849914966732368,9767.087746548437,3913.359862083291,15114.978378469605,-87.22532400371495,-425.5375,195.20416666666677
INTEW,Ireland(East-West),Winter,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,392,-0.008331105557442715,0.11634536636473047,9767.087746548437,3913.359862083291,15114.978378469605,65.77395561948185,0.0,225.6541666666667
INTEW,Ireland(East-West),Winter,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,392,-0.13027791688608686,-0.06293016519357715,9767.087746548437,3913.359862083291,15114.978378469605,152.9992796231968,0.8875000000000002,425.5375000000001
INTFR,France(IFA),Autumn,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,455,-0.1658955347241827,-0.14470051727712308,7311.240373339913,2359.0603616666667,12158.771563333334,493.58151344492694,-589.5416666666665,1475.2416666666668
INTFR,France(IFA),Autumn,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,455,-0.11824371404431415,-0.0881358163938319,7311.240373339913,2359.0603616666667,12158.771563333334,639.3647399701748,0.0,1477.7583333333334
INTFR,France(IFA),Autumn,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,455,0.21002299914269734,0.2772325159518284,7311.240373339913,2359.0603616666667,12158.771563333334,145.7832265252478,0.0,620.141666666667
INTFR,France(IFA),Autumn,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,455,-0.13581626662228719,-0.12146835266305213,8190.748890077996,2417.2430600000002,14117.641137509438,493.58151344492694,-589.5416666666665,1475.2416666666668
INTFR,France(IFA),Autumn,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,455,-0.09473649103520097,-0.06211552689326906,8190.748890077996,2417.2430600000002,14117.641137509438,639.3647399701748,0.0,1477.7583333333334
INTFR,France(IFA),Autumn,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,455,0.1764182098388674,0.2673088598887791,8190.748890077996,2417.2430600000002,14117.641137509438,145.7832265252478,0.0,620.141666666667
INTFR,France(IFA),Spring,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,368,-0.07439335050212896,-0.08644322138214161,5976.249259824265,1823.2395295833335,10804.336834166666,780.1446934408893,-599.0166666666665,1787.0041666666666
INTFR,France(IFA),Spring,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,368,-0.06777009108146466,-0.07394252341958195,5976.249259824265,1823.2395295833335,10804.336834166666,927.0266170070317,0.0,1787.0041666666666
INTFR,France(IFA),Spring,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,368,0.07193436347489086,0.12416468442088253,5976.249259824265,1823.2395295833335,10804.336834166666,146.88192356614246,0.0,679.0416666666669
INTFR,France(IFA),Spring,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,368,-0.05971970404759695,-0.07077838160385494,6471.388133615084,1850.1170662499999,12218.973320080444,780.1446934408893,-599.0166666666665,1787.0041666666666
INTFR,France(IFA),Spring,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,368,-0.053438246685453855,-0.0570496220628123,6471.388133615084,1850.1170662499999,12218.973320080444,927.0266170070317,0.0,1787.0041666666666
INTFR,France(IFA),Spring,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,368,0.059896313034904225,0.11870017210512578,6471.388133615084,1850.1170662499999,12218.973320080444,146.88192356614246,0.0,679.0416666666669
