interconnectorId,interconnectorName,date,observations,signed_mw,import_mw,export_mw,import_gwh,export_gwh,net_gwh,wind_actual_mw,wind_before_curtailment_mw,wind_curtailment_proxy_mw,startTime,year,month,month_name,calendar_month,day_of_week,day_name,hour_utc,season,season_year,direction_state
INTELEC,Eleclink (INTELEC),2022-06-03 00:00:00+00:00,48,-900.5416666666666,0.0,900.5416666666666,0.0,21.613,-21.613,4675.128458333334,4685.861125,10.73266666666668,2022-06-03 00:00:00+00:00,2022,6,June,2022-06,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-04 00:00:00+00:00,48,-881.7083333333334,0.0,881.7083333333334,0.0,21.161,-21.161,6216.479833333334,6243.622166666667,27.142333333333244,2022-06-04 00:00:00+00:00,2022,6,June,2022-06,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-05 00:00:00+00:00,48,-475.75,42.458333333333336,518.2083333333334,1.0190000000000001,12.437,-11.418,4923.509208333334,4923.509208333334,0.0,2022-06-05 00:00:00+00:00,2022,6,June,2022-06,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-06 00:00:00+00:00,48,-213.58333333333334,7.375,220.95833333333334,0.17700000000000002,5.303,-5.126,3239.114,3239.114,0.0,2022-06-06 00:00:00+00:00,2022,6,June,2022-06,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-07 00:00:00+00:00,48,-457.3333333333333,0.0,457.3333333333333,0.0,10.976,-10.976,1695.3307916666665,1695.3307916666665,0.0,2022-06-07 00:00:00+00:00,2022,6,June,2022-06,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-08 00:00:00+00:00,48,-907.0833333333334,0.0,907.0833333333334,0.0,21.77,-21.77,4509.44275,4509.44275,0.0,2022-06-08 00:00:00+00:00,2022,6,June,2022-06,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-09 00:00:00+00:00,48,-899.375,0.0,899.375,0.0,21.585,-21.585,6447.193041666666,6564.647041666666,117.45399999999984,2022-06-09 00:00:00+00:00,2022,6,June,2022-06,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-10 00:00:00+00:00,48,-805.1666666666666,0.0,805.1666666666666,0.0,19.324,-19.324,9029.079375,11270.016916666667,2240.937541666667,2022-06-10 00:00:00+00:00,2022,6,June,2022-06,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-11 00:00:00+00:00,48,-791.6666666666666,0.0,791.6666666666666,0.0,19.0,-19.0,8823.605416666665,12621.837333333331,3798.2319166666657,2022-06-11 00:00:00+00:00,2022,6,June,2022-06,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-12 00:00:00+00:00,48,-569.5,0.0,569.5,0.0,13.668000000000001,-13.668000000000001,6946.733874999999,9274.797833333332,2328.063958333334,2022-06-12 00:00:00+00:00,2022,6,June,2022-06,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-13 00:00:00+00:00,48,-599.8333333333334,0.0,599.8333333333334,0.0,14.396,-14.396,4383.601708333334,4405.924958333334,22.323250000000012,2022-06-13 00:00:00+00:00,2022,6,June,2022-06,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-14 00:00:00+00:00,48,-865.5,0.0,865.5,0.0,20.772000000000002,-20.772000000000002,1815.5797083333334,1815.3087916666666,-0.27091666666666,2022-06-14 00:00:00+00:00,2022,6,June,2022-06,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-15 00:00:00+00:00,48,-898.0833333333334,0.0,898.0833333333334,0.0,21.554000000000002,-21.554000000000002,1926.6534166666668,1927.3055000000002,0.6520833333333323,2022-06-15 00:00:00+00:00,2022,6,June,2022-06,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-16 00:00:00+00:00,48,-872.0,0.0,872.0,0.0,20.928,-20.928,2121.1836666666663,2180.6690416666665,59.48537500000003,2022-06-16 00:00:00+00:00,2022,6,June,2022-06,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-17 00:00:00+00:00,48,-795.8333333333334,0.0,795.8333333333334,0.0,19.1,-19.1,7666.09575,9351.634499999998,1685.5387499999995,2022-06-17 00:00:00+00:00,2022,6,June,2022-06,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-18 00:00:00+00:00,48,-638.125,0.0,638.125,0.0,15.315000000000001,-15.315000000000001,5685.5259583333345,7395.7045,1710.1785416666655,2022-06-18 00:00:00+00:00,2022,6,June,2022-06,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-19 00:00:00+00:00,48,-567.5416666666666,0.0,567.5416666666666,0.0,13.621,-13.621,5869.092000000001,6765.619333333333,896.5273333333333,2022-06-19 00:00:00+00:00,2022,6,June,2022-06,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-20 00:00:00+00:00,48,-899.375,0.0,899.375,0.0,21.585,-21.585,3393.964875,3395.77925,1.8143749999999936,2022-06-20 00:00:00+00:00,2022,6,June,2022-06,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-21 00:00:00+00:00,48,-889.5833333333334,0.0,889.5833333333334,0.0,21.35,-21.35,895.0460833333333,895.0460833333333,0.0,2022-06-21 00:00:00+00:00,2022,6,June,2022-06,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-22 00:00:00+00:00,48,-907.9583333333334,0.0,907.9583333333334,0.0,21.791,-21.791,2449.375125,2464.3177083333335,14.942583333333252,2022-06-22 00:00:00+00:00,2022,6,June,2022-06,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-23 00:00:00+00:00,48,-900.8333333333334,0.0,900.8333333333334,0.0,21.62,-21.62,2424.3179583333335,2424.7033750000005,0.3854166666666619,2022-06-23 00:00:00+00:00,2022,6,June,2022-06,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-24 00:00:00+00:00,48,-868.7083333333334,0.0,868.7083333333334,0.0,20.849,-20.849,4306.291375,4306.291375,0.0,2022-06-24 00:00:00+00:00,2022,6,June,2022-06,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-25 00:00:00+00:00,48,-804.7916666666666,0.0,804.7916666666666,0.0,19.315,-19.315,9700.292875000001,10600.141666666666,899.8487916666671,2022-06-25 00:00:00+00:00,2022,6,June,2022-06,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-26 00:00:00+00:00,48,-629.7916666666666,0.0,629.7916666666666,0.0,15.115,-15.115,10216.227041666667,11310.650125,1094.4230833333334,2022-06-26 00:00:00+00:00,2022,6,June,2022-06,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-27 00:00:00+00:00,48,-586.5,0.0,586.5,0.0,14.076,-14.076,5070.987166666667,5178.290666666667,107.30349999999994,2022-06-27 00:00:00+00:00,2022,6,June,2022-06,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-28 00:00:00+00:00,48,-824.25,0.0,824.25,0.0,19.782,-19.782,8538.542916666667,9472.669,934.1260833333328,2022-06-28 00:00:00+00:00,2022,6,June,2022-06,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-29 00:00:00+00:00,48,-859.9166666666666,0.0,859.9166666666666,0.0,20.638,-20.638,4382.149041666667,4414.021875,31.872833333333375,2022-06-29 00:00:00+00:00,2022,6,June,2022-06,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-06-30 00:00:00+00:00,48,-710.0833333333334,6.791666666666667,716.875,0.163,17.205000000000002,-17.042,1232.697125,1232.7495416666666,0.052416666666663524,2022-06-30 00:00:00+00:00,2022,6,June,2022-06,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-01 00:00:00+00:00,48,-913.0,0.0,913.0,0.0,21.912000000000003,-21.912000000000003,3671.4491666666668,3681.3060416666667,9.856874999999965,2022-07-01 00:00:00+00:00,2022,7,July,2022-07,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-02 00:00:00+00:00,48,-830.5416666666666,0.0,830.5416666666666,0.0,19.933,-19.933,5796.816208333334,5802.190208333333,5.3739999999999855,2022-07-02 00:00:00+00:00,2022,7,July,2022-07,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-03 00:00:00+00:00,48,-853.4583333333334,0.0,853.4583333333334,0.0,20.483,-20.483,4455.309416666667,4545.490208333334,90.18079166666662,2022-07-03 00:00:00+00:00,2022,7,July,2022-07,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-04 00:00:00+00:00,48,-844.5416666666666,0.0,844.5416666666666,0.0,20.269000000000002,-20.269000000000002,7959.00175,8430.516375000001,471.5146250000002,2022-07-04 00:00:00+00:00,2022,7,July,2022-07,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-05 00:00:00+00:00,48,-920.375,0.0,920.375,0.0,22.089000000000002,-22.089000000000002,3306.867041666667,3314.2383333333332,7.3712916666666315,2022-07-05 00:00:00+00:00,2022,7,July,2022-07,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-06 00:00:00+00:00,48,-878.4166666666666,0.0,878.4166666666666,0.0,21.082,-21.082,8664.152250000001,9586.579375000001,922.4271250000007,2022-07-06 00:00:00+00:00,2022,7,July,2022-07,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-07 00:00:00+00:00,48,-844.375,0.0,844.375,0.0,20.265,-20.265,6059.0237916666665,6247.789458333333,188.76566666666653,2022-07-07 00:00:00+00:00,2022,7,July,2022-07,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-08 00:00:00+00:00,48,-933.3333333333334,0.0,933.3333333333334,0.0,22.400000000000002,-22.400000000000002,3676.1452916666663,3836.192541666667,160.04724999999993,2022-07-08 00:00:00+00:00,2022,7,July,2022-07,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-09 00:00:00+00:00,45,-922.0,0.0,922.0,0.0,20.745,-20.745,4081.7212,4101.334711111111,19.613511111111116,2022-07-09 00:00:00+00:00,2022,7,July,2022-07,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-10 00:00:00+00:00,48,-758.375,0.0,758.375,0.0,18.201,-18.201,1252.9449166666666,1252.9449166666666,0.0,2022-07-10 00:00:00+00:00,2022,7,July,2022-07,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-11 00:00:00+00:00,48,-992.0833333333334,0.0,992.0833333333334,0.0,23.810000000000002,-23.810000000000002,3247.8375,3386.225791666667,138.38829166666662,2022-07-11 00:00:00+00:00,2022,7,July,2022-07,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-12 00:00:00+00:00,48,-1022.5416666666666,0.0,1022.5416666666666,0.0,24.541,-24.541,5436.320041666667,5644.823708333333,208.50366666666676,2022-07-12 00:00:00+00:00,2022,7,July,2022-07,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-13 00:00:00+00:00,48,-1023.7083333333334,0.0,1023.7083333333334,0.0,24.569,-24.569,4174.126708333333,4796.496583333333,622.369875,2022-07-13 00:00:00+00:00,2022,7,July,2022-07,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-14 00:00:00+00:00,48,-859.9166666666666,0.0,859.9166666666666,0.0,20.638,-20.638,2450.5257916666665,2454.5735416666666,4.047750000000026,2022-07-14 00:00:00+00:00,2022,7,July,2022-07,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-15 00:00:00+00:00,48,-1024.7083333333333,0.0,1024.7083333333333,0.0,24.593,-24.593,3715.169875,3728.936833333333,13.766958333333301,2022-07-15 00:00:00+00:00,2022,7,July,2022-07,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-16 00:00:00+00:00,48,-1024.875,0.0,1024.875,0.0,24.597,-24.597,1782.3063333333337,1791.646625,9.340291666666667,2022-07-16 00:00:00+00:00,2022,7,July,2022-07,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-17 00:00:00+00:00,48,-960.5,0.0,960.5,0.0,23.052,-23.052,4078.0972500000003,4078.0972500000003,0.0,2022-07-17 00:00:00+00:00,2022,7,July,2022-07,6,Sunday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-18 00:00:00+00:00,48,-1007.2916666666666,0.0,1007.2916666666666,0.0,24.175,-24.175,3231.047541666667,3231.047541666667,0.0,2022-07-18 00:00:00+00:00,2022,7,July,2022-07,0,Monday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-19 00:00:00+00:00,48,-882.3333333333334,0.0,882.3333333333334,0.0,21.176000000000002,-21.176000000000002,5291.154833333333,5308.929249999999,17.774416666666657,2022-07-19 00:00:00+00:00,2022,7,July,2022-07,1,Tuesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-20 00:00:00+00:00,48,-1022.9166666666666,0.0,1022.9166666666666,0.0,24.55,-24.55,5986.357416666666,6043.155708333333,56.79829166666669,2022-07-20 00:00:00+00:00,2022,7,July,2022-07,2,Wednesday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-21 00:00:00+00:00,48,-1023.2916666666666,0.0,1023.2916666666666,0.0,24.559,-24.559,3510.8752499999996,3516.371541666667,5.496291666666697,2022-07-21 00:00:00+00:00,2022,7,July,2022-07,3,Thursday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-22 00:00:00+00:00,48,-1022.9583333333334,0.0,1022.9583333333334,0.0,24.551000000000002,-24.551000000000002,1225.0495833333332,1225.0495833333332,0.0,2022-07-22 00:00:00+00:00,2022,7,July,2022-07,4,Friday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-23 00:00:00+00:00,48,-249.54166666666666,0.0,249.54166666666666,0.0,5.989,-5.989,5488.515541666667,5864.361708333333,375.84616666666653,2022-07-23 00:00:00+00:00,2022,7,July,2022-07,5,Saturday,0.0,Summer,2022,export
INTELEC,Eleclink (INTELEC),2022-07-24 00:00:00+00:00,48,0.0,0.0,0.0,0.0,0.0,0.0,9528.085791666666,9977.692958333331,449.6071666666667,2022-07-24 00:00:00+00:00,2022,7,July,2022-07,6,Sunday,0.0,Summer,2022,near_zero
INTELEC,Eleclink (INTELEC),2022-07-25 00:00:00+00:00,48,0.0,0.0,0.0,0.0,0.0,0.0,8622.730624999998,9201.673499999999,578.9428749999996,2022-07-25 00:00:00+00:00,2022,7,July,2022-07,0,Monday,0.0,Summer,2022,near_zero
INTELEC,Eleclink (INTELEC),2022-07-26 00:00:00+00:00,48,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.008,-0.008,3093.304625,3101.9563749999998,8.651749999999984,2022-07-26 00:00:00+00:00,2022,7,July,2022-07,1,Tuesday,0.0,Summer,2022,near_zero
INTELEC,Eleclink (INTELEC),2022-07-27 00:00:00+00:00,48,-85.33333333333333,0.0,85.33333333333333,0.0,2.048,-2.048,1045.2831666666666,1045.2831666666666,0.0,2022-07-27 00:00:00+00:00,2022,7,July,2022-07,2,Wednesday,0.0,Summer,2022,export
