interconnectorId,interconnectorName,month,month_name,granularity,wind_metric,wind_metric_label,flow_metric,flow_metric_label,observations,pearson_corr,spearman_corr,wind_mean_mw,wind_p10_mw,wind_p90_mw,flow_mean_mw,flow_p10_mw,flow_p90_mw
INTELEC,Eleclink (INTELEC),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,101,-0.4235325893932787,-0.32339566529171687,5159.326372017173,1779.8834583333335,9516.030333333334,655.6142739273927,0.0,996.5416666666666
INTELEC,Eleclink (INTELEC),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,101,-0.41942702661710246,-0.33297531672101727,5159.326372017173,1779.8834583333335,9516.030333333334,690.8490099009902,0.0,996.5416666666666
INTELEC,Eleclink (INTELEC),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,101,0.24511094624641072,0.22360717402290817,5159.326372017173,1779.8834583333335,9516.030333333334,35.23473597359736,0.0,12.166666666666666
INTELEC,Eleclink (INTELEC),6,June,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,120,0.04229145245192504,0.045708114640173485,5249.896274743357,2107.726689583333,9209.817905416669,360.2370923913043,-860.4749999999999,995.475
INTELEC,Eleclink (INTELEC),6,June,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,120,-0.012818754192495502,0.02373603785371603,5249.896274743357,2107.726689583333,9209.817905416669,558.7634359903382,0.0,995.475
INTELEC,Eleclink (INTELEC),6,June,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,120,-0.10483866610239272,-0.048521782924578344,5249.896274743357,2107.726689583333,9209.817905416669,198.5263435990338,0.0,860.475
INTELEC,Eleclink (INTELEC),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,120,0.042485826504219164,0.08535677018689543,5973.543117069374,2152.4619965277775,11327.405486101861,360.2370923913043,-860.4749999999999,995.475
INTELEC,Eleclink (INTELEC),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,120,-0.011090064730943098,0.0602766756332294,5973.543117069374,2152.4619965277775,11327.405486101861,558.7634359903382,0.0,995.475
INTELEC,Eleclink (INTELEC),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,120,-0.10314131190997655,-0.08265186160479324,5973.543117069374,2152.4619965277775,11327.405486101861,198.5263435990338,0.0,860.475
INTELEC,Eleclink (INTELEC),7,July,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,123,-0.10920742450472873,-0.17260104357697054,4739.399683103821,2050.930659166667,8605.611466666665,293.2185977803349,-931.0666666666667,995.4333333333333
INTELEC,Eleclink (INTELEC),7,July,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,123,-0.20672226827568657,-0.18870385899080624,4739.399683103821,2050.930659166667,8605.611466666665,519.73035794419,0.0,995.4333333333333
INTELEC,Eleclink (INTELEC),7,July,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,123,-0.017459405726364334,0.13465678909772746,4739.399683103821,2050.930659166667,8605.611466666665,226.5117601638551,0.0,931.0666666666667
INTELEC,Eleclink (INTELEC),7,July,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,123,-0.09844550779046798,-0.15937364977297375,5112.6858435067015,2062.6154266666667,9432.752266666665,293.2185977803349,-931.0666666666667,995.4333333333333
INTELEC,Eleclink (INTELEC),7,July,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,123,-0.1985198426006904,-0.17127018527448531,5112.6858435067015,2062.6154266666667,9432.752266666665,519.73035794419,0.0,995.4333333333333
INTELEC,Eleclink (INTELEC),7,July,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,123,-0.029437015220377855,0.11773718122273119,5112.6858435067015,2062.6154266666667,9432.752266666665,226.5117601638551,0.0,931.0666666666667
INTELEC,Eleclink (INTELEC),8,August,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,0.17889157444518083,0.157015728877816,5124.908883938171,1711.3198991666668,8771.907854166666,321.3521505376344,-699.375,980.0458333333333
INTELEC,Eleclink (INTELEC),8,August,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,0.11660974023338833,0.16691371562871588,5124.908883938171,1711.3198991666668,8771.907854166666,491.51041666666663,0.0,980.0458333333333
INTELEC,Eleclink (INTELEC),8,August,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,-0.22531273379361802,-0.13984658424318402,5124.908883938171,1711.3198991666668,8771.907854166666,170.15826612903226,0.0,699.3750000000001
INTELEC,Eleclink (INTELEC),8,August,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.1884835836958854,0.17635904443200748,5915.174762876295,1755.3709144444417,11565.046619855839,321.3521505376344,-699.375,980.0458333333333
INTELEC,Eleclink (INTELEC),8,August,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.11992023365993952,0.1839782856341094,5915.174762876295,1755.3709144444417,11565.046619855839,491.51041666666663,0.0,980.0458333333333
INTELEC,Eleclink (INTELEC),8,August,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,-0.2412346984858704,-0.15717484614422877,5915.174762876295,1755.3709144444417,11565.046619855839,170.15826612903226,0.0,699.3750000000001
INTELEC,Eleclink (INTELEC),9,September,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,120,-0.025702233141425997,-0.12086065128840187,6236.90894583979,2093.848210416667,11633.178334166667,249.90647098879634,-1010.5125,996.2291666666667
INTELEC,Eleclink (INTELEC),9,September,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,120,-0.06919690082069431,-0.12085098787525259,6236.90894583979,2093.848210416667,11633.178334166667,515.53538647343,0.0,996.2291666666667
INTELEC,Eleclink (INTELEC),9,September,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,120,-0.021272993709582685,0.07466739547232008,6236.90894583979,2093.848210416667,11633.178334166667,265.6289154846336,0.0,1010.5125
INTELEC,Eleclink (INTELEC),9,September,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,120,0.022012988105260933,-0.08795768981967393,7043.793589174128,2094.753140972223,13937.100872707546,249.90647098879634,-1010.5125,996.2291666666667
INTELEC,Eleclink (INTELEC),9,September,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,120,-0.0341792573324877,-0.08880910598875962,7043.793589174128,2094.753140972223,13937.100872707546,515.53538647343,0.0,996.2291666666667
INTELEC,Eleclink (INTELEC),9,September,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,120,-0.07646431088027428,0.03450358326668518,7043.793589174128,2094.753140972223,13937.100872707546,265.6289154846336,0.0,1010.5125
INTELEC,Eleclink (INTELEC),10,October,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,-0.02529171581615351,-0.039299120038242014,8011.876572123364,3118.43087125,12148.896667916668,112.48756720430107,-973.4208333333333,932.2958333333333
INTELEC,Eleclink (INTELEC),10,October,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,0.08925287460078818,0.09265114442196569,8011.876572123364,3118.43087125,12148.896667916668,311.25336021505376,0.0,932.2958333333333
INTELEC,Eleclink (INTELEC),10,October,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,0.1382090070662169,0.2645516057427593,8011.876572123364,3118.43087125,12148.896667916668,198.7657930107527,0.0,973.4208333333333
INTELEC,Eleclink (INTELEC),10,October,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.039705678230338576,0.021618014081564104,9232.53697651529,3312.051903750006,14834.327458518532,112.48756720430107,-973.4208333333333,932.2958333333333
INTELEC,Eleclink (INTELEC),10,October,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.11404849074428153,0.11339484500241015,9232.53697651529,3312.051903750006,14834.327458518532,311.25336021505376,0.0,932.2958333333333
INTELEC,Eleclink (INTELEC),10,October,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,0.05214144037095538,0.18097802106049357,9232.53697651529,3312.051903750006,14834.327458518532,198.7657930107527,0.0,973.4208333333333
INTELEC,Eleclink (INTELEC),11,November,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,120,-0.023029367481472635,0.027034294919130536,8547.433593090278,3507.3483541666665,13434.398397083334,187.3826388888889,-890.1958333333333,990.7125000000001
INTELEC,Eleclink (INTELEC),11,November,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,120,0.10820667731587608,0.08353759348875854,8547.433593090278,3507.3483541666665,13434.398397083334,383.42465277777774,0.0,990.7125000000001
INTELEC,Eleclink (INTELEC),11,November,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,120,0.1705165655454794,0.22019901970613842,8547.433593090278,3507.3483541666665,13434.398397083334,196.0420138888889,0.0,890.1958333333337
INTELEC,Eleclink (INTELEC),11,November,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,120,-0.028947097376503972,0.016526017547092237,9455.638344482471,3862.8150375000005,14921.24506889345,187.3826388888889,-890.1958333333333,990.7125000000001
INTELEC,Eleclink (INTELEC),11,November,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,120,0.07321765399539865,0.05551386925639395,9455.638344482471,3862.8150375000005,14921.24506889345,383.42465277777774,0.0,990.7125000000001
INTELEC,Eleclink (INTELEC),11,November,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,120,0.1402914623425551,0.19305182646505908,9455.638344482471,3862.8150375000005,14921.24506889345,196.0420138888889,0.0,890.1958333333337
INTELEC,Eleclink (INTELEC),12,December,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,0.12599752337896936,0.08457774288451965,9671.105638462306,3947.091702083334,14009.02773,310.29326813086254,-233.21249999999998,949.6041666666666
INTELEC,Eleclink (INTELEC),12,December,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,0.08282690891417076,0.026548478994698317,9671.105638462306,3947.091702083334,14009.02773,408.95384351407006,0.0,949.6041666666666
INTELEC,Eleclink (INTELEC),12,December,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,-0.1486374651885906,-0.05939961245860892,9671.105638462306,3947.091702083334,14009.02773,98.6605753832075,0.0,375.4041666666668
INTELEC,Eleclink (INTELEC),12,December,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.0848424305723724,0.05250899923906159,10716.509883479172,3947.091702083334,16419.269141491306,310.29326813086254,-233.21249999999998,949.6041666666666
INTELEC,Eleclink (INTELEC),12,December,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.009153183935755612,-0.036193491706766466,10716.509883479172,3947.091702083334,16419.269141491306,408.95384351407006,0.0,949.6041666666666
INTELEC,Eleclink (INTELEC),12,December,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,-0.18533626796789524,-0.0863901945358991,10716.509883479172,3947.091702083334,16419.269141491306,98.6605753832075,0.0,375.4041666666668
INTEW,Ireland(East-West),1,January,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,0.04230870353338667,0.03287490165224232,8555.30483393412,4106.442730000001,12844.85862875,-117.79050036223596,-432.125,142.34583333333336
INTEW,Ireland(East-West),1,January,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,-0.016256246988644443,0.10890841593074505,8555.30483393412,4106.442730000001,12844.85862875,57.68212794555022,0.0,188.92083333333338
INTEW,Ireland(East-West),1,January,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,-0.06429417036858211,0.024963256931941243,8555.30483393412,4106.442730000001,12844.85862875,175.47262830778615,5.4541666666666675,432.125
INTEW,Ireland(East-West),1,January,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.07683835071576303,0.07087962234461052,9183.507293929215,4241.950767916666,14338.800785388756,-117.79050036223596,-432.125,142.34583333333336
INTEW,Ireland(East-West),1,January,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.014617557520292509,0.15115348738660986,9183.507293929215,4241.950767916666,14338.800785388756,57.68212794555022,0.0,188.92083333333338
INTEW,Ireland(East-West),1,January,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,-0.09526345896532239,-0.01019364462967192,9183.507293929215,4241.950767916666,14338.800785388756,175.47262830778615,5.4541666666666675,432.125
INTEW,Ireland(East-West),2,February,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,113,0.2973610518144287,0.3026565307072993,9015.997997931963,4586.20187,12629.580234929077,-63.27668204355741,-359.81666666666666,200.46666666666664
INTEW,Ireland(East-West),2,February,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,113,0.23618433559021326,0.3420520132610779,9015.997997931963,4586.20187,12629.580234929077,77.51405887152453,0.0,237.00443262411343
INTEW,Ireland(East-West),2,February,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,113,-0.26848039239675014,-0.23404597764902202,9015.997997931963,4586.20187,12629.580234929077,140.7907409150819,0.0,359.81666666666666
INTEW,Ireland(East-West),2,February,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,113,0.30204163459906347,0.30669039856277863,10008.895804535681,4586.20187,14717.079109589507,-63.27668204355741,-359.81666666666666,200.46666666666664
INTEW,Ireland(East-West),2,February,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,113,0.23037187152648045,0.3369372168010992,10008.895804535681,4586.20187,14717.079109589507,77.51405887152453,0.0,237.00443262411343
INTEW,Ireland(East-West),2,February,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,113,-0.27972981963632804,-0.265092468100507,10008.895804535681,4586.20187,14717.079109589507,140.7907409150819,0.0,359.81666666666666
INTEW,Ireland(East-West),3,March,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,0.03402391508388492,0.034583439355265116,6924.412365593543,2669.84576625,11844.391099999999,-138.2260352322123,-402.3958333333333,32.73333333333334
INTEW,Ireland(East-West),3,March,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,0.27513172511580053,0.3266853915284741,6924.412365593543,2669.84576625,11844.391099999999,28.03315173873255,0.0,119.46666666666668
INTEW,Ireland(East-West),3,March,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,0.05537020692898096,0.11125747854085943,6924.412365593543,2669.84576625,11844.391099999999,166.25918697094485,0.0,405.4625
INTEW,Ireland(East-West),3,March,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.03181488593004564,0.017400373594193583,7573.222525627575,2864.6036051197975,12878.676920791502,-138.2260352322123,-402.3958333333333,32.73333333333334
INTEW,Ireland(East-West),3,March,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.2449297522549286,0.30866325071486717,7573.222525627575,2864.6036051197975,12878.676920791502,28.03315173873255,0.0,119.46666666666668
INTEW,Ireland(East-West),3,March,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,0.04756565173582788,0.11773840485191635,7573.222525627575,2864.6036051197975,12878.676920791502,166.25918697094485,0.0,405.4625
INTEW,Ireland(East-West),4,April,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,120,-0.07675563605729674,-0.06822017214465806,6073.699482451915,1813.1030083333335,10858.940106666667,-125.88475241545893,-462.25416666666666,0.14166666666667876
INTEW,Ireland(East-West),4,April,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,120,0.05335223398053834,0.23177959598538006,6073.699482451915,1813.1030083333335,10858.940106666667,10.030993357487924,0.0,22.629166666666706
INTEW,Ireland(East-West),4,April,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,120,0.08894273086258915,0.15184157480179275,6073.699482451915,1813.1030083333335,10858.940106666667,135.91574577294685,0.0,462.2541666666667
INTEW,Ireland(East-West),4,April,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,120,-0.09414131655812696,-0.07506030411540232,6594.235471892756,1856.6407916666662,12452.078185061862,-125.88475241545893,-462.25416666666666,0.14166666666667876
INTEW,Ireland(East-West),4,April,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,120,0.0948217743248501,0.2509912737274838,6594.235471892756,1856.6407916666662,12452.078185061862,10.030993357487924,0.0,22.629166666666706
INTEW,Ireland(East-West),4,April,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,120,0.11433494730510574,0.17663129266067304,6594.235471892756,1856.6407916666662,12452.078185061862,135.91574577294685,0.0,462.2541666666667
INTEW,Ireland(East-West),5,May,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,124,0.2132682486013728,0.1756384521486951,4933.779486995969,1709.9037787500001,8855.189055,-176.06552419354833,-477.37083333333334,57.54166666666667
INTEW,Ireland(East-West),5,May,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,124,0.27958370979326036,0.2795780019373652,4933.779486995969,1709.9037787500001,8855.189055,21.18918010752688,0.0,67.95
INTEW,Ireland(East-West),5,May,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,124,-0.15986712914614584,-0.08285285307747323,4933.779486995969,1709.9037787500001,8855.189055,197.25470430107526,0.0,477.37083333333334
INTEW,Ireland(East-West),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,124,0.20913896782056074,0.17858412409158186,5250.669220688719,1709.9037787500001,9820.665491666667,-176.06552419354833,-477.37083333333334,57.54166666666667
INTEW,Ireland(East-West),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,124,0.25348494626151435,0.26470927138480654,5250.669220688719,1709.9037787500001,9820.665491666667,21.18918010752688,0.0,67.95
INTEW,Ireland(East-West),5,May,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,124,-0.16291611423694094,-0.09386512124266458,5250.669220688719,1709.9037787500001,9820.665491666667,197.25470430107526,0.0,477.37083333333334
INTEW,Ireland(East-West),6,June,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,120,0.022122794965458777,-0.008153358138351996,5249.896274743357,2107.726689583333,9209.817905416669,-208.52433574879225,-484.39166666666665,96.9958333333336
INTEW,Ireland(East-West),6,June,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,120,0.13171847180575758,-0.01088468590930802,5249.896274743357,2107.726689583333,9209.817905416669,34.3023097826087,0.0,144.38750000000005
INTEW,Ireland(East-West),6,June,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,120,0.027656157999355335,0.018683669588802264,5249.896274743357,2107.726689583333,9209.817905416669,242.82664553140097,6.804166666666666,484.39166666666665
INTEW,Ireland(East-West),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,signed_mw,Signed interconnector position,120,0.022087836394153022,-0.007712354525246926,5973.543117069374,2152.4619965277775,11327.405486101861,-208.52433574879225,-484.39166666666665,96.9958333333336
INTEW,Ireland(East-West),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,import_mw,Import magnitude,120,0.12240808577885927,-0.024652178219474,5973.543117069374,2152.4619965277775,11327.405486101861,34.3023097826087,0.0,144.38750000000005
INTEW,Ireland(East-West),6,June,daily,wind_before_curtailment_mw,Wind before curtailment proxy,export_mw,Export magnitude,120,0.02374052114954943,0.018225259851679235,5973.543117069374,2152.4619965277775,11327.405486101861,242.82664553140097,6.804166666666666,484.39166666666665
INTEW,Ireland(East-West),7,July,daily,wind_actual_mw,Actual wind output,signed_mw,Signed interconnector position,154,0.05560462078815495,0.08532999060279241,4276.101214968204,1057.1876041666667,8026.585745416667,-202.58027910264266,-474.49583333333334,79.42916666666699
INTEW,Ireland(East-West),7,July,daily,wind_actual_mw,Actual wind output,import_mw,Import magnitude,154,0.06555629703029985,0.22407000097857985,4276.101214968204,1057.1876041666667,8026.585745416667,37.7832302975573,0.0,146.2125
INTEW,Ireland(East-West),7,July,daily,wind_actual_mw,Actual wind output,export_mw,Export magnitude,154,-0.040215546833723644,-0.07367438718357296,4276.101214968204,1057.1876041666667,8026.585745416667,240.3635094002,9.841666666666667,474.4958333333334
