wind_metric,wind_metric_label,season,interconnectorId,interconnectorName,wind_bucket,observations,mean_wind_mw,min_wind_mw,max_wind_mw,mean_signed_mw,median_signed_mw,mean_import_mw,mean_export_mw,net_gwh,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct
wind_before_curtailment_mw,Wind before curtailment proxy,Summer,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,4100,1101.5953890956641,-54.174,1988.8760000000009,2809.5253658536585,3764.0,3280.669756097561,471.1443902439024,5759.527,3227,873,0,78.70731707317074,21.29268292682927,0.0
wind_before_curtailment_mw,Wind before curtailment proxy,Summer,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20_40pct,4096,2741.9211461762147,1989.6748000000011,3500.3542000000016,2552.36181640625,3469.0,3071.43603515625,519.07421875,5227.237,3106,986,4,75.830078125,24.072265625,0.09765625
wind_before_curtailment_mw,Wind before curtailment proxy,Summer,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,40_60pct,4098,4384.796423959173,3500.7300000000014,5425.185266666606,2780.5173255246464,3671.0,3292.1961932650074,511.67886774036117,5697.28,3219,878,1,78.55051244509517,21.425085407515862,0.02440214738897023
wind_before_curtailment_mw,Wind before curtailment proxy,Summer,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,60_80pct,4099,6697.3988529062735,5425.821599999999,8314.965999999999,2190.969016833374,2854.0,2767.7540863625272,576.7850695291535,4490.391,3123,976,0,76.18931446694316,23.810685533056844,0.0
wind_before_curtailment_mw,Wind before curtailment proxy,Summer,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,highest_20pct,4099,11461.488311602454,8315.280000000002,18984.820333332627,564.2415223225177,662.0,1612.228836301537,1047.9873139790193,1156.413,2350,1749,0,57.33105635520859,42.66894364479141,0.0
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTELEC,Eleclink (INTELEC),lowest_20pct,3070,2011.707436046809,-115.2388,3445.6359999999995,258.9980456026059,113.0,407.99674267100977,148.9986970684039,397.562,1590,661,819,51.79153094462541,21.530944625407166,26.677524429967427
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTELEC,Eleclink (INTELEC),20_40pct,3468,4833.700701527827,3445.755399999998,6359.101600000001,168.7733564013841,0.0,430.1130334486736,261.3396770472895,292.65299999999996,1690,1125,653,48.73125720876586,32.43944636678201,18.82929642445213
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTELEC,Eleclink (INTELEC),40_60pct,3426,7841.206778733017,6359.623999999999,9385.1879333334,190.2551079976649,9.0,418.128429655575,227.8733216579101,325.907,1717,964,745,50.116754232340924,28.137769994162287,21.74547577349679
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTELEC,Eleclink (INTELEC),60_80pct,3319,11056.11125362671,9386.0343333334,12823.7649333334,164.02892437481168,0.0,383.8059656523049,219.77704127749323,272.206,1557,993,769,46.911720397710155,29.918650195842122,23.169629406447726
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTELEC,Eleclink (INTELEC),highest_20pct,4092,15411.597934399795,12825.422199999994,20950.5694666664,138.1739980449658,43.0,374.58015640273703,236.40615835777126,282.704,2092,1238,762,51.12414467253177,30.254154447702835,18.621700879765395
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTEW,Ireland(East-West),lowest_20pct,4346,2012.9941446534065,-115.2388,3445.6359999999995,-165.6658996778647,-78.0,30.50483202945237,196.17073170731706,-359.992,626,2612,1108,14.404049700874367,60.10124252185918,25.494707777266452
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTEW,Ireland(East-West),20_40pct,4345,4833.782803889184,3445.6960000000004,6359.101600000001,-150.09666283084005,-46.0,45.821403912543154,195.9180667433832,-326.08500000000004,833,2409,1103,19.171461449942463,55.44303797468354,25.385500575373992
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTEW,Ireland(East-West),40_60pct,4347,7849.504343211253,6359.623999999999,9385.1879333334,-152.02392454566368,-54.0,50.52910052910053,202.5530250747642,-330.42400000000004,935,2437,975,21.50908672647803,56.061651713825626,22.429261559696343
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTEW,Ireland(East-West),60_80pct,4349,11027.544879463567,9385.211999999996,12824.747999999998,-147.56817659232007,-28.0,41.70705909404461,189.27523568636468,-320.887,907,2371,1071,20.855369050356405,54.518280064382616,24.62635088526098
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTEW,Ireland(East-West),highest_20pct,4349,15314.157271916292,12825.422199999994,20950.5694666664,-132.9937916762474,-16.0,52.32881122097034,185.32260289721776,-289.195,923,2279,1147,21.223269717176365,52.402851230167855,26.373879052655784
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTFR,France(IFA),lowest_20pct,4346,2012.9941446534065,-115.2388,3445.6359999999995,749.1606074551312,841.0,795.5098941555453,46.349286700414176,1627.926,3202,409,735,73.67694431661297,9.410952600092038,16.912103083294983
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTFR,France(IFA),20_40pct,4345,4833.782803889184,3445.6960000000004,6359.101600000001,502.52750287686996,522.0,629.1825086306098,126.65500575373993,1091.741,2608,871,866,60.02301495972382,20.04602991944764,19.93095512082854
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTFR,France(IFA),40_60pct,4347,7849.504343211253,6359.623999999999,9385.1879333334,505.42857142857144,706.0,659.1037497124454,153.67517828387395,1098.549,2656,1125,566,61.09960892569588,25.87991718426501,13.020473890039108
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTFR,France(IFA),60_80pct,4349,11027.544879463567,9385.211999999996,12824.747999999998,359.34651644056106,318.0,543.7810991032421,184.43458266268107,781.399,2433,1333,583,55.94389514830995,30.650724304437805,13.405380547252241
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTFR,France(IFA),highest_20pct,4349,15314.157271916292,12825.422199999994,20950.5694666664,331.917682225799,376.0,552.8581283053576,220.9404460795585,721.755,2576,1431,342,59.23200735801334,32.90411588871005,7.863876753276615
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTGRNL,Ireland (Greenlink),lowest_20pct,532,2055.4900000375956,15.667399999999992,3445.0233999999987,-449.6691729323308,-514.0,5.7631578947368425,455.4323308270677,-119.61200000000001,15,507,10,2.819548872180451,95.30075187969925,1.8796992481203008
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTGRNL,Ireland (Greenlink),20_40pct,587,4904.182132053299,3445.902133333401,6358.739800000002,-389.0664395229983,-514.0,22.180579216354346,411.24701873935265,-114.191,49,518,20,8.347529812606473,88.24531516183987,3.4071550255536627
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTGRNL,Ireland (Greenlink),40_60pct,753,7865.825386628258,6377.380000000002,9376.083000000204,-354.71978751660026,-514.0,39.179282868525895,393.89907038512615,-133.552,105,642,6,13.94422310756972,85.2589641434263,0.796812749003984
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTGRNL,Ireland (Greenlink),60_80pct,835,10965.717429767805,9386.26293333486,12817.68448874784,-327.7988023952096,-514.0,40.29940119760479,368.09820359281434,-136.856,126,705,4,15.089820359281436,84.4311377245509,0.47904191616766467
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTGRNL,Ireland (Greenlink),highest_20pct,1661,16193.60093976197,12826.9956666668,20950.5694666664,-267.7049969897652,-466.0,57.31727874774232,325.0222757375075,-222.329,369,1276,16,22.215532811559303,76.82119205298014,0.963275135460566
wind_before_curtailment_mw,Wind before curtailment proxy,Autumn,INTIFA2,IFA2 (INTIFA2),lowest_20pct,4346,2012.9941446534065,-115.2388,3445.6359999999995,420.0648872526461,585.0,516.4279797514956,96.36309249884951,912.801,2798,1546,2,64.38104003681546,35.57294063506673,0.04601932811780948
