wind_metric,wind_metric_label,interconnectorId,interconnectorName,wind_bucket,observations,mean_wind_mw,min_wind_mw,max_wind_mw,mean_signed_mw,median_signed_mw,mean_import_mw,mean_export_mw,net_gwh,import_half_hours,export_half_hours,near_zero_half_hours,import_share_pct,export_share_pct,near_zero_share_pct
wind_before_curtailment_mw,Wind before curtailment proxy,INTNSL,North Sea Link (INTNSL),highest_20pct,15684,14660.497290348165,12055.246000000005,20950.569466666402,574.9734761540424,698.0,730.881662841112,155.90818668706962,4508.942,11586,3580,518,73.87146136189747,22.825809742412652,3.302728895689875
wind_before_curtailment_mw,Wind before curtailment proxy,INTVKL,Denmark (Viking link),lowest_20pct,5436,1776.5951910455499,-114.58820000000001,2888.1594,454.3708609271523,698.0,597.3351729212657,142.96431199411333,1234.98,3821,1295,320,70.2906548933039,23.822663723325974,5.886681383370125
wind_before_curtailment_mw,Wind before curtailment proxy,INTVKL,Denmark (Viking link),20_40pct,6511,4054.4742779364046,2889.092999999999,5299.1068000000005,335.27292274612194,520.0,528.4386422976502,193.16571955152818,1091.481,4068,1912,531,62.47888189218246,29.36568883428045,8.155429273537091
wind_before_curtailment_mw,Wind before curtailment proxy,INTVKL,Denmark (Viking link),40_60pct,7105,6744.086578308894,5299.447999999998,8257.739600000003,325.09584799437016,440.0,521.785503166784,196.68965517241378,1154.903,4355,2092,658,61.29486277269528,29.44405348346235,9.261083743842365
wind_before_curtailment_mw,Wind before curtailment proxy,INTVKL,Denmark (Viking link),60_80pct,7202,10073.70161632043,8258.315799999997,12054.916999999996,352.90697028603165,534.0,578.6648153290753,225.7578450430436,1270.818,4409,2379,414,61.21910580394335,33.03249097472924,5.748403221327409
wind_before_curtailment_mw,Wind before curtailment proxy,INTVKL,Denmark (Viking link),highest_20pct,8690,15113.54079813331,12056.089733333207,20950.569466666402,323.5081703107019,456.0,567.2255466052934,243.71737629459147,1405.643,5263,2947,480,60.5638665132336,33.912543153049484,5.523590333716916
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,lowest_20pct,15712,1666.26861771336,-115.2388,2888.2399999999993,2910.665733197556,3685.0,3308.563900203666,397.89816700611,22866.19,12923,2784,5,82.24923625254583,17.718940936863543,0.03182281059063136
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20_40pct,15705,4043.541077855964,2888.8560000000007,5299.334,2802.9402101241644,3470.0,3241.4673034065586,438.52709328239416,22010.088,12749,2952,4,81.1779687997453,18.79656160458453,0.025469595670168738
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,40_60pct,15711,6708.135708516417,5299.447999999998,8257.739600000003,2522.955763477818,3062.0,3000.9903888994972,478.0346254216791,19819.079,12551,3157,3,79.88670358347655,20.0942015148622,0.019094901661256446
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,60_80pct,15706,10082.047673879415,8257.972000000005,12054.916999999996,2219.0259773335033,2519.0,2678.1885903476377,459.1626130141347,17426.011,12235,3469,2,77.90016554183114,22.08710047115752,0.012733987011333249
wind_before_curtailment_mw,Wind before curtailment proxy,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,highest_20pct,15710,14657.12997007133,12055.246000000005,20950.569466666402,1422.1054105665182,1556.0,2142.1639719923614,720.0585614258434,11170.638,10565,5140,5,67.25015913430936,32.71801400381922,0.031826861871419476
