analysis_period,aggregation_level,interconnectorId,interconnectorName,direction,level_metric,bin_width_mw,bin_lower_mw,bin_upper_mw,bin_midpoint_mw,bin_observations,direction_observations,probability,probability_pct,probability_density_per_mw,cumulative_probability,cumulative_probability_pct
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,5600.0,5700.0,5650.0,1035,76832,0.013470949604331529,1.3470949604331528,0.00013470949604331528,0.8313593294460642,83.13593294460642
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,5700.0,5800.0,5750.0,999,76832,0.013002394835485214,1.3002394835485214,0.00013002394835485214,0.8443617242815493,84.43617242815493
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,5800.0,5900.0,5850.0,938,76832,0.012208454810495626,1.2208454810495626,0.00012208454810495626,0.856570179092045,85.6570179092045
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,5900.0,6000.0,5950.0,1014,76832,0.013197625989171178,1.3197625989171178,0.0001319762598917118,0.8697678050812162,86.97678050812162
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6000.0,6100.0,6050.0,833,76832,0.010841836734693877,1.0841836734693877,0.00010841836734693877,0.8806096418159101,88.060964181591
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6100.0,6200.0,6150.0,822,76832,0.010698667221990837,1.0698667221990839,0.00010698667221990837,0.8913083090379009,89.1308309037901
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6200.0,6300.0,6250.0,911,76832,0.01185703873386089,1.1857038733860892,0.00011857038733860891,0.9031653477717617,90.31653477717617
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6300.0,6400.0,6350.0,865,76832,0.011258329862557268,1.1258329862557268,0.00011258329862557268,0.9144236776343191,91.4423677634319
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6400.0,6500.0,6450.0,833,76832,0.010841836734693877,1.0841836734693877,0.00010841836734693877,0.9252655143690129,92.5265514369013
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6500.0,6600.0,6550.0,683,76832,0.008889525197834236,0.8889525197834236,8.889525197834236e-05,0.9341550395668472,93.41550395668472
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6600.0,6700.0,6650.0,621,76832,0.008082569762598918,0.8082569762598918,8.082569762598918e-05,0.9422376093294461,94.22376093294461
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6700.0,6800.0,6750.0,558,76832,0.007262598917117867,0.7262598917117867,7.262598917117867e-05,0.9495002082465639,94.95002082465639
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6800.0,6900.0,6850.0,667,76832,0.00868127863390254,0.868127863390254,8.681278633902541e-05,0.9581814868804664,95.81814868804665
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,6900.0,7000.0,6950.0,525,76832,0.006833090379008746,0.6833090379008746,6.833090379008747e-05,0.9650145772594753,96.50145772594753
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7000.0,7100.0,7050.0,374,76832,0.004867763431903374,0.4867763431903374,4.867763431903374e-05,0.9698823406913786,96.98823406913786
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7100.0,7200.0,7150.0,321,76832,0.004177946688879633,0.4177946688879633,4.177946688879633e-05,0.9740602873802582,97.40602873802582
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7200.0,7300.0,7250.0,360,76832,0.004685547688463141,0.4685547688463141,4.6855476884631405e-05,0.9787458350687214,97.87458350687214
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7300.0,7400.0,7350.0,329,76832,0.004282069970845481,0.42820699708454807,4.2820699708454805e-05,0.9830279050395668,98.30279050395669
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7400.0,7500.0,7450.0,233,76832,0.0030325905872553103,0.30325905872553105,3.0325905872553102e-05,0.9860604956268222,98.60604956268222
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7500.0,7600.0,7550.0,189,76832,0.002459912536443149,0.2459912536443149,2.459912536443149e-05,0.9885204081632653,98.85204081632652
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7600.0,7700.0,7650.0,165,76832,0.002147542690545606,0.2147542690545606,2.147542690545606e-05,0.9906679508538109,99.06679508538109
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7700.0,7800.0,7750.0,150,76832,0.0019523115368596418,0.19523115368596416,1.9523115368596416e-05,0.9926202623906706,99.26202623906705
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7800.0,7900.0,7850.0,144,76832,0.001874219075385256,0.1874219075385256,1.874219075385256e-05,0.9944944814660558,99.44944814660558
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,7900.0,8000.0,7950.0,94,76832,0.001223448563098709,0.1223448563098709,1.2234485630987089e-05,0.9957179300291545,99.57179300291546
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8000.0,8100.0,8050.0,91,76832,0.0011844023323615161,0.1184402332361516,1.1844023323615162e-05,0.996902332361516,99.6902332361516
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8100.0,8200.0,8150.0,63,76832,0.0008199708454810496,0.08199708454810496,8.199708454810496e-06,0.9977223032069971,99.7722303206997
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8200.0,8300.0,8250.0,53,76832,0.0006898167430237401,0.06898167430237401,6.8981674302374006e-06,0.9984121199500208,99.84121199500208
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8300.0,8400.0,8350.0,35,76832,0.00045553935860058307,0.045553935860058306,4.555393586005831e-06,0.9988676593086214,99.88676593086214
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8400.0,8500.0,8450.0,20,76832,0.0002603082049146189,0.02603082049146189,2.603082049146189e-06,0.999127967513536,99.91279675135361
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8500.0,8600.0,8550.0,15,76832,0.00019523115368596418,0.019523115368596418,1.9523115368596417e-06,0.999323198667222,99.9323198667222
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8600.0,8700.0,8650.0,14,76832,0.00018221574344023323,0.018221574344023325,1.8221574344023322e-06,0.9995054144106622,99.95054144106622
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8700.0,8800.0,8750.0,18,76832,0.000234277384423157,0.0234277384423157,2.34277384423157e-06,0.9997396917950854,99.97396917950854
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8800.0,8900.0,8850.0,5,76832,6.507705122865473e-05,0.006507705122865473,6.507705122865473e-07,0.9998047688463141,99.98047688463141
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,8900.0,9000.0,8950.0,4,76832,5.2061640982923784e-05,0.005206164098292379,5.206164098292378e-07,0.999856830487297,99.9856830487297
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,9000.0,9100.0,9050.0,5,76832,6.507705122865473e-05,0.006507705122865473,6.507705122865473e-07,0.9999219075385256,99.99219075385255
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,9100.0,9200.0,9150.0,4,76832,5.2061640982923784e-05,0.005206164098292379,5.206164098292378e-07,0.9999739691795085,99.99739691795085
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,import,import_mw_conditional_on_importing,100.0,9200.0,9300.0,9250.0,2,76832,2.6030820491461892e-05,0.0026030820491461893,2.603082049146189e-07,1.0,100.0
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,0.0,100.0,50.0,593,19444,0.030497839950627444,3.0497839950627443,0.00030497839950627444,0.030497839950627444,3.0497839950627443
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,100.0,200.0,150.0,623,19444,0.03204073235959679,3.204073235959679,0.00032040732359596793,0.06253857231022424,6.253857231022423
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,200.0,300.0,250.0,617,19444,0.03173215387780292,3.1732153877802918,0.0003173215387780292,0.09427072618802715,9.427072618802715
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,300.0,400.0,350.0,570,19444,0.02931495577041761,2.931495577041761,0.00029314955770417606,0.12358568195844477,12.358568195844477
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,400.0,500.0,450.0,579,19444,0.029777823493108414,2.9777823493108415,0.00029777823493108414,0.15336350545155317,15.336350545155316
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,500.0,600.0,550.0,562,19444,0.02890351779469245,2.890351779469245,0.0002890351779469245,0.18226702324624564,18.226702324624565
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,600.0,700.0,650.0,488,19444,0.025097716519234724,2.5097716519234723,0.00025097716519234726,0.20736473976548037,20.736473976548037
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,700.0,800.0,750.0,522,19444,0.026846327916066653,2.6846327916066652,0.0002684632791606665,0.234211067681547,23.4211067681547
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,800.0,900.0,850.0,549,19444,0.028234931084139065,2.8234931084139063,0.00028234931084139065,0.2624459987656861,26.244599876568607
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,900.0,1000.0,950.0,502,19444,0.025817732976753754,2.5817732976753756,0.00025817732976753755,0.28826373174243985,28.826373174243987
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,1000.0,1100.0,1050.0,507,19444,0.02607488171158198,2.607488171158198,0.00026074881711581977,0.3143386134540218,31.433861345402182
all_data,fleet_total,TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,export,export_mw_positive_magnitude_conditional_on_exporting,100.0,1100.0,1200.0,1150.0,553,19444,0.028440650072001646,2.8440650072001645,0.00028440650072001646,0.34277926352602345,34.27792635260234
