analysis_period,aggregation_level,interconnectorId,interconnectorName,direction,level_metric,percentile,percentile_label,level_mw,direction_observations,direction_duration_hours,direction_share_of_operational_half_hours_pct,operational_observations,first_timestamp,last_timestamp
2025,interconnector,INTEW,Ireland(East-West),import,import_mw_conditional_on_importing,90,P90,306.79999999999995,867,433.5,4.948630136986301,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTEW,Ireland(East-West),import,import_mw_conditional_on_importing,95,P95,392.0,867,433.5,4.948630136986301,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTEW,Ireland(East-West),import,import_mw_conditional_on_importing,100,P100,504.0,867,433.5,4.948630136986301,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,0,P0,2.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,5,P5,2.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,10,P10,2.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,20,P20,80.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,30,P30,168.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,40,P40,282.79999999999995,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,50,P50,397.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,60,P60,504.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,70,P70,648.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,75,P75,738.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,85,P85,1000.6999999999998,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,90,P90,1049.8000000000002,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,95,P95,1390.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),export,export_mw_positive_magnitude_conditional_on_exporting,100,P100,2072.0,1312,656.0,7.488584474885844,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,0,P0,2.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,5,P5,398.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,10,P10,578.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,20,P20,996.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,30,P30,1004.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,40,P40,1248.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,50,P50,1366.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,60,P60,1504.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,70,P70,1508.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,75,P75,1568.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,85,P85,2000.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,90,P90,2004.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,95,P95,2006.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTFR,France(IFA),import,import_mw_conditional_on_importing,100,P100,2548.0,16191,8095.5,92.41438356164383,17520,2025-01-01 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,0,P0,2.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,5,P5,124.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,10,P10,230.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,20,P20,386.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,30,P30,476.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,40,P40,514.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,50,P50,514.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,60,P60,514.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,70,P70,514.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
2025,interconnector,INTGRNL,Ireland (Greenlink),export,export_mw_positive_magnitude_conditional_on_exporting,75,P75,514.0,13796,6898.0,85.54067460317461,16128,2025-01-30 00:00:00+00:00,2025-12-31 23:30:00+00:00
