interconnectorId,interconnectorName,year,mean_signed_mw,mean_import_mw,mean_export_mw,import_share_pct,export_share_pct,near_zero_share_pct,import_gwh,export_gwh,net_gwh,mean_active_capacity_mw,mean_signed_pct_active_capacity,mean_available_interconnector_count
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2021,2768.766757246377,2825.9884510869565,57.22169384057971,93.22916666666666,6.61231884057971,0.1585144927536232,12479.565000000002,252.691,12226.874000000002,9192.460144927536,31.16088523454402,6.484488224637682
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2022,-484.0117579908676,1063.7936073059361,1547.8053652968038,42.75114155251142,57.11187214611873,0.136986301369863,9318.832,13558.775000000001,-4239.943000000001,10892.921232876712,-3.817409373650166,7.598573059360731
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2023,2667.165410958904,2977.9779680365295,310.81255707762557,81.08447488584474,18.852739726027398,0.06278538812785388,26087.087,2722.718,23364.369,11412.287671232876,23.35692638326415,8.004566210045661
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2024,3790.9056238615667,3948.433629326047,157.52800546448088,90.89253187613843,9.107468123861565,0.0,34683.041000000005,1383.726,33299.315,13880.0,27.312000171913304,9.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2025,3327.19200913242,3525.5602739726028,198.36826484018266,88.1392694063927,11.849315068493151,0.01141552511415525,30883.907999999996,1737.7060000000001,29146.201999999997,14356.843835616439,23.177869309892518,9.92054794520548
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2026,3145.6101772967995,3445.2562744646557,299.64609716785634,82.3624222887405,17.603039373704814,0.0345383375546857,14962.748,1301.363,13661.385,14398.0,21.84754950199194,10.0
