interconnectorId,interconnectorName,season,settlementPeriod,hour_utc,observations,mean_signed_mw,p10_signed_mw,median_signed_mw,p90_signed_mw,import_share_pct,export_share_pct
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,22,10.5,451,3582.048780487805,186.0,3906.0,6608.0,91.13082039911308,8.425720620842572
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,23,11.0,451,3686.9977827051,216.0,4118.0,6608.0,91.13082039911308,8.869179600886918
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,24,11.5,451,3718.4966740576497,264.0,4110.0,6614.0,91.35254988913526,8.647450110864744
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,25,12.0,451,3807.09977827051,194.0,4234.0,6684.0,91.13082039911308,8.425720620842572
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,26,12.5,451,3819.787139689579,228.0,4270.0,6734.0,91.13082039911308,8.869179600886918
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,27,13.0,451,3686.4124168514413,198.0,4114.0,6674.0,90.2439024390244,9.534368070953436
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,28,13.5,451,3664.878048780488,204.0,4114.0,6616.0,90.9090909090909,9.090909090909092
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,29,14.0,451,3355.9246119733925,6.0,3728.0,6310.0,90.02217294900223,9.75609756097561
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,30,14.5,451,3330.629711751663,38.0,3682.0,6262.0,90.02217294900223,9.977827050997783
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,31,15.0,451,3100.8558758314857,-480.0,3272.0,6080.0,86.91796008869179,12.86031042128603
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,32,15.5,451,3118.5942350332593,-450.0,3346.0,6036.0,87.13968957871397,12.86031042128603
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,33,16.0,451,3388.141906873614,-2.0,3652.0,6128.0,89.57871396895787,10.42128603104213
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,34,16.5,451,3396.430155210643,10.0,3748.0,6118.0,90.02217294900223,9.977827050997783
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,35,17.0,451,3673.059866962306,18.0,4094.0,6384.0,90.02217294900223,9.977827050997783
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,36,17.5,451,3664.7184035476716,4.0,4068.0,6362.0,90.02217294900223,9.977827050997783
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,37,18.0,451,3642.7627494456765,198.0,4108.0,6366.0,91.13082039911308,8.869179600886918
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,38,18.5,451,3640.59866962306,194.0,4106.0,6406.0,91.35254988913526,8.647450110864744
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,39,19.0,451,3857.6762749445675,602.0,4284.0,6544.0,94.01330376940133,5.764966740576496
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,40,19.5,451,3856.8425720620844,614.0,4288.0,6458.0,93.79157427937915,6.208425720620843
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,41,20.0,451,3561.1884700665187,140.0,3880.0,6360.0,90.9090909090909,9.090909090909092
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,42,20.5,451,3518.7716186252774,46.0,3822.0,6360.0,90.2439024390244,9.534368070953436
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,43,21.0,451,3091.866962305987,-158.0,3278.0,6166.0,88.24833702882484,11.529933481152993
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,44,21.5,451,3047.9068736141908,-206.0,3144.0,6004.0,87.58314855875831,12.195121951219512
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,45,22.0,451,2385.427937915743,-878.0,2280.0,5898.0,81.37472283813747,18.403547671840354
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,46,22.5,451,2333.6541019955653,-1008.0,2334.0,5902.0,80.48780487804879,19.290465631929045
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,47,23.0,451,2214.6075388026607,-1580.0,2130.0,5874.0,78.27050997782705,21.729490022172946
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,Winter,48,23.5,451,2202.119733924612,-1638.0,2136.0,5846.0,78.93569844789357,21.06430155210643
