interconnectorId,interconnectorName,week,samples,mean_signed_mw,p10_signed_mw,p25_signed_mw,median_signed_mw,p75_signed_mw,p90_signed_mw,mean_import_share_pct,mean_export_share_pct
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,1,35,3384.0309523809524,1575.4583333333333,2223.875,3558.5416666666665,4470.3125,5222.658333333334,87.5,12.5
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,2,35,2292.0916666666667,-1876.3583333333331,557.5833333333334,3052.9583333333335,4380.4375,4897.383333333333,74.76190476190476,25.178571428571427
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,3,35,2061.782142857143,-16.124999999999915,404.70833333333337,1716.9583333333333,3471.958333333333,5038.425,76.66666666666667,23.095238095238095
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,4,35,2824.3595238095236,996.4416666666667,1575.9166666666665,3127.375,3930.604166666667,4811.358333333334,85.35714285714286,14.583333333333332
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,5,35,2985.980952380952,289.5000000000001,2037.0625,3000.9166666666665,4238.395833333333,5421.975,84.52380952380953,15.416666666666668
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,6,35,2920.570238095238,781.0416666666666,1671.5416666666667,2526.6666666666665,4303.104166666667,5757.958333333334,88.86904761904762,10.952380952380953
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,7,35,3169.9392857142857,-70.7749999999998,2689.4166666666665,3676.875,4487.229166666666,5304.491666666667,82.5,17.44047619047619
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,8,35,3592.3404761904762,1644.375,2391.770833333333,3272.4583333333335,4830.354166666666,6359.883333333333,89.94047619047619,10.0
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,9,35,3253.0083333333337,403.5166666666667,2187.625,2970.4166666666665,4371.4375,5787.358333333334,86.19047619047619,13.75
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,10,35,4169.853571428572,1541.0166666666667,2786.9375,4703.791666666667,5405.333333333334,6263.408333333333,94.58333333333333,5.357142857142857
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,11,35,3986.2214285714285,1682.8,2626.895833333333,3858.0416666666665,5500.333333333334,6509.425,91.8452380952381,8.154761904761905
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,12,35,4236.742857142857,2049.3750000000005,2923.895833333333,4096.875,5345.458333333334,6145.016666666667,93.86904761904762,6.071428571428571
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,13,35,3629.545238095238,1126.4416666666668,1858.9583333333333,3849.3333333333335,5134.166666666666,5846.925,89.76190476190476,10.178571428571429
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,14,35,2698.351190476191,164.73333333333352,1345.4375,2589.9166666666665,3915.25,5199.341666666667,82.91666666666667,17.083333333333332
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,15,35,2164.864285714286,-748.2166666666662,988.2083333333333,2050.7083333333335,3805.541666666667,4519.908333333334,74.88095238095238,25.059523809523807
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,16,35,2406.1071428571427,-1218.6666666666663,968.0416666666666,2685.125,4150.75,5326.575000000001,77.73809523809524,22.202380952380953
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,17,35,3212.582142857143,-1604.4499999999996,2538.9375,3998.0833333333335,5211.416666666667,6170.683333333333,82.55952380952381,17.380952380952383
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,18,35,2908.5333333333333,-3292.5666666666666,2417.2916666666665,3942.5833333333335,5337.541666666666,5786.416666666667,79.88095238095238,20.119047619047617
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,19,35,2587.080952380952,-3269.008333333333,2247.125,3867.8333333333335,4595.9375,5217.191666666667,78.21428571428571,21.785714285714285
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,20,35,3149.5916666666667,-2989.4,3232.9375,4080.125,5193.375,5622.375,79.94047619047619,20.05952380952381
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,21,35,2845.2357142857145,-1224.8749999999995,1723.6666666666667,3624.1666666666665,4678.979166666667,5298.433333333334,81.30952380952381,18.69047619047619
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,22,35,2337.0488095238093,-2833.8333333333335,237.5625,3889.9583333333335,4457.208333333333,4866.516666666667,75.77380952380953,24.226190476190474
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,23,35,2118.129761904762,-2545.8833333333328,738.7291666666667,3293.125,4056.854166666667,4737.991666666667,74.64285714285714,25.119047619047617
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,24,35,2780.575,-1234.7916666666667,1896.0833333333335,3469.6666666666665,4287.208333333334,4985.033333333333,78.51190476190476,21.369047619047617
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,25,35,2150.8738095238095,-2958.333333333333,433.14583333333337,3481.625,4418.395833333333,5157.5666666666675,71.36904761904762,28.630952380952383
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,26,39,1438.8525641025642,-2790.9666666666667,-885.4166666666666,1513.9583333333333,3820.458333333333,4867.341666666668,62.126068376068375,37.873931623931625
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,27,37,1984.349686643165,-2250.5,369.9583333333333,2878.8333333333335,3775.0833333333335,4650.066666666666,69.0584606345476,30.772620446533494
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,28,35,2088.652380952381,-2042.9916666666666,-1436.5416666666667,3644.1666666666665,4549.9375,5145.033333333334,67.79761904761904,32.20238095238095
TOTAL_GB_INTERCONNECTORS,GB interconnector fleet total,29,35,2750.395238095238,-1786.8249999999998,1622.6041666666665,3538.0833333333335,4589.666666666666,5406.941666666667,78.75,21.19047619047619
