startTime,settlementPeriod,generation
2021-01-23T00:00:00Z,1,982
2021-01-23T00:30:00Z,2,982
2021-01-23T01:00:00Z,3,982
2021-01-23T01:30:00Z,4,982
2021-01-23T02:00:00Z,5,982
2021-01-23T02:30:00Z,6,982
2021-01-23T03:00:00Z,7,982
2021-01-23T03:30:00Z,8,982
2021-01-23T04:00:00Z,9,982
2021-01-23T04:30:00Z,10,982
2021-01-23T05:00:00Z,11,982
2021-01-23T05:30:00Z,12,982
2021-01-23T06:00:00Z,13,982
2021-01-23T06:30:00Z,14,982
2021-01-23T07:00:00Z,15,982
2021-01-23T07:30:00Z,16,982
2021-01-23T08:00:00Z,17,982
2021-01-23T08:30:00Z,18,982
2021-01-23T09:00:00Z,19,982
2021-01-23T09:30:00Z,20,982
2021-01-23T10:00:00Z,21,982
2021-01-23T10:30:00Z,22,982
2021-01-23T11:00:00Z,23,982
2021-01-23T11:30:00Z,24,982
2021-01-23T12:00:00Z,25,982
2021-01-23T12:30:00Z,26,982
2021-01-23T13:00:00Z,27,982
2021-01-23T13:30:00Z,28,982
2021-01-23T14:00:00Z,29,980
2021-01-23T14:30:00Z,30,980
2021-01-23T15:00:00Z,31,982
2021-01-23T15:30:00Z,32,982
2021-01-23T16:00:00Z,33,982
2021-01-23T16:30:00Z,34,982
2021-01-23T17:00:00Z,35,982
2021-01-23T17:30:00Z,36,982
2021-01-23T18:00:00Z,37,982
2021-01-23T18:30:00Z,38,982
2021-01-23T19:00:00Z,39,982
2021-01-23T19:30:00Z,40,982
2021-01-23T20:00:00Z,41,982
2021-01-23T20:30:00Z,42,982
2021-01-23T21:00:00Z,43,982
2021-01-23T21:30:00Z,44,982
2021-01-23T22:00:00Z,45,982
2021-01-23T22:30:00Z,46,982
2021-01-23T23:00:00Z,47,982
2021-01-23T23:30:00Z,48,982
2021-01-24T00:00:00Z,1,982
2021-01-24T00:30:00Z,2,982
2021-01-24T01:00:00Z,3,982
2021-01-24T01:30:00Z,4,982
2021-01-24T02:00:00Z,5,980
2021-01-24T02:30:00Z,6,980
2021-01-24T03:00:00Z,7,982
2021-01-24T03:30:00Z,8,982
2021-01-24T04:00:00Z,9,982
2021-01-24T04:30:00Z,10,982
2021-01-24T05:00:00Z,11,982
2021-01-24T05:30:00Z,12,982
2021-01-24T06:00:00Z,13,982
2021-01-24T06:30:00Z,14,982
2021-01-24T07:00:00Z,15,982
2021-01-24T07:30:00Z,16,982
2021-01-24T08:00:00Z,17,982
2021-01-24T08:30:00Z,18,982
2021-01-24T09:00:00Z,19,982
2021-01-24T09:30:00Z,20,982
2021-01-24T10:00:00Z,21,982
2021-01-24T10:30:00Z,22,982
2021-01-24T11:00:00Z,23,982
2021-01-24T11:30:00Z,24,982
2021-01-24T12:00:00Z,25,982
2021-01-24T12:30:00Z,26,982
2021-01-24T13:00:00Z,27,982
2021-01-24T13:30:00Z,28,982
2021-01-24T14:00:00Z,29,982
2021-01-24T14:30:00Z,30,982
2021-01-24T15:00:00Z,31,982
2021-01-24T15:30:00Z,32,982
2021-01-24T16:00:00Z,33,982
2021-01-24T16:30:00Z,34,982
2021-01-24T17:00:00Z,35,982
2021-01-24T17:30:00Z,36,982
2021-01-24T18:00:00Z,37,982
2021-01-24T18:30:00Z,38,982
2021-01-24T19:00:00Z,39,982
2021-01-24T19:30:00Z,40,982
2021-01-24T20:00:00Z,41,982
2021-01-24T20:30:00Z,42,982
2021-01-24T21:00:00Z,43,982
2021-01-24T21:30:00Z,44,982
2021-01-24T22:00:00Z,45,982
2021-01-24T22:30:00Z,46,982
2021-01-24T23:00:00Z,47,982
2021-01-24T23:30:00Z,48,982
2021-01-25T00:00:00Z,1,982
2021-01-25T00:30:00Z,2,982
2021-01-25T01:00:00Z,3,982
2021-01-25T01:30:00Z,4,982
2021-01-25T02:00:00Z,5,982
2021-01-25T02:30:00Z,6,980
2021-01-25T03:00:00Z,7,936
2021-01-25T03:30:00Z,8,934
2021-01-25T04:00:00Z,9,940
2021-01-25T04:30:00Z,10,924
2021-01-25T05:00:00Z,11,580
2021-01-25T05:30:00Z,12,544
2021-01-25T06:00:00Z,13,106
2021-01-25T06:30:00Z,14,50
2021-01-25T07:00:00Z,15,-708
2021-01-25T07:30:00Z,16,-716
2021-01-25T08:00:00Z,17,-120
2021-01-25T08:30:00Z,18,-84
2021-01-25T09:00:00Z,19,80
2021-01-25T09:30:00Z,20,74
2021-01-25T10:00:00Z,21,-250
2021-01-25T10:30:00Z,22,-254
2021-01-25T11:00:00Z,23,-40
2021-01-25T11:30:00Z,24,-38
2021-01-25T12:00:00Z,25,-232
2021-01-25T12:30:00Z,26,-242
2021-01-25T13:00:00Z,27,-282
2021-01-25T13:30:00Z,28,-294
2021-01-25T14:00:00Z,29,-532
2021-01-25T14:30:00Z,30,-452
2021-01-25T15:00:00Z,31,-666
2021-01-25T15:30:00Z,32,-634
2021-01-25T16:00:00Z,33,208
2021-01-25T16:30:00Z,34,274
2021-01-25T17:00:00Z,35,898
2021-01-25T17:30:00Z,36,928
2021-01-25T18:00:00Z,37,794
2021-01-25T18:30:00Z,38,796
2021-01-25T19:00:00Z,39,974
2021-01-25T19:30:00Z,40,982
2021-01-25T20:00:00Z,41,982
2021-01-25T20:30:00Z,42,982
2021-01-25T21:00:00Z,43,982
2021-01-25T21:30:00Z,44,958
2021-01-25T22:00:00Z,45,412
2021-01-25T22:30:00Z,46,394
2021-01-25T23:00:00Z,47,530
2021-01-25T23:30:00Z,48,554
2021-01-26T00:00:00Z,1,944
2021-01-26T00:30:00Z,2,964
2021-01-26T01:00:00Z,3,976
2021-01-26T01:30:00Z,4,978
2021-01-26T02:00:00Z,5,978
2021-01-26T02:30:00Z,6,972
2021-01-26T03:00:00Z,7,878
2021-01-26T03:30:00Z,8,872
2021-01-26T04:00:00Z,9,820
2021-01-26T04:30:00Z,10,810
2021-01-26T05:00:00Z,11,630
2021-01-26T05:30:00Z,12,588
2021-01-26T06:00:00Z,13,-168
2021-01-26T06:30:00Z,14,-196
2021-01-26T07:00:00Z,15,-8
2021-01-26T07:30:00Z,16,40
2021-01-26T08:00:00Z,17,898
2021-01-26T08:30:00Z,18,940
2021-01-26T09:00:00Z,19,980
2021-01-26T09:30:00Z,20,982
2021-01-26T10:00:00Z,21,982
2021-01-26T10:30:00Z,22,982
2021-01-26T11:00:00Z,23,982
2021-01-26T11:30:00Z,24,982
2021-01-26T12:00:00Z,25,982
2021-01-26T12:30:00Z,26,982
2021-01-26T13:00:00Z,27,982
2021-01-26T13:30:00Z,28,952
2021-01-26T14:00:00Z,29,324
2021-01-26T14:30:00Z,30,296
2021-01-26T15:00:00Z,31,320
2021-01-26T15:30:00Z,32,348
2021-01-26T16:00:00Z,33,954
2021-01-26T16:30:00Z,34,974
2021-01-26T17:00:00Z,35,796
2021-01-26T17:30:00Z,36,778
2021-01-26T18:00:00Z,37,584
2021-01-26T18:30:00Z,38,592
2021-01-26T19:00:00Z,39,926
2021-01-26T19:30:00Z,40,944
2021-01-26T20:00:00Z,41,980
2021-01-26T20:30:00Z,42,982
2021-01-26T21:00:00Z,43,982
2021-01-26T21:30:00Z,44,982
2021-01-26T22:00:00Z,45,982
2021-01-26T22:30:00Z,46,980
2021-01-26T23:00:00Z,47,954
2021-01-26T23:30:00Z,48,952
2021-01-27T00:00:00Z,1,952
2021-01-27T00:30:00Z,2,952
2021-01-27T01:00:00Z,3,952
2021-01-27T01:30:00Z,4,952
2021-01-27T02:00:00Z,5,952
2021-01-27T02:30:00Z,6,952
2021-01-27T03:00:00Z,7,952
2021-01-27T03:30:00Z,8,952
2021-01-27T04:00:00Z,9,952
2021-01-27T04:30:00Z,10,954
2021-01-27T05:00:00Z,11,980
2021-01-27T05:30:00Z,12,966
2021-01-27T06:00:00Z,13,622
2021-01-27T06:30:00Z,14,592
2021-01-27T07:00:00Z,15,262
2021-01-27T07:30:00Z,16,270
2021-01-27T08:00:00Z,17,808
2021-01-27T08:30:00Z,18,840
2021-01-27T09:00:00Z,19,976
2021-01-27T09:30:00Z,20,982
2021-01-27T10:00:00Z,21,982
2021-01-27T10:30:00Z,22,982
2021-01-27T11:00:00Z,23,982
2021-01-27T11:30:00Z,24,982
2021-01-27T12:00:00Z,25,982
2021-01-27T12:30:00Z,26,982
2021-01-27T13:00:00Z,27,982
2021-01-27T13:30:00Z,28,982
2021-01-27T14:00:00Z,29,982
2021-01-27T14:30:00Z,30,982
2021-01-27T15:00:00Z,31,982
2021-01-27T15:30:00Z,32,982
2021-01-27T16:00:00Z,33,982
2021-01-27T16:30:00Z,34,982
2021-01-27T17:00:00Z,35,982
2021-01-27T17:30:00Z,36,982
2021-01-27T18:00:00Z,37,982
2021-01-27T18:30:00Z,38,982
2021-01-27T19:00:00Z,39,982
2021-01-27T19:30:00Z,40,982
2021-01-27T20:00:00Z,41,982
2021-01-27T20:30:00Z,42,982
2021-01-27T21:00:00Z,43,982
2021-01-27T21:30:00Z,44,982
2021-01-27T22:00:00Z,45,982
2021-01-27T22:30:00Z,46,980
2021-01-27T23:00:00Z,47,932
2021-01-27T23:30:00Z,48,930
2021-01-28T00:00:00Z,1,930
2021-01-28T00:30:00Z,2,928
2021-01-28T01:00:00Z,3,884
2021-01-28T01:30:00Z,4,882
2021-01-28T02:00:00Z,5,882
2021-01-28T02:30:00Z,6,880
2021-01-28T03:00:00Z,7,876
2021-01-28T03:30:00Z,8,872
2021-01-28T04:00:00Z,9,786
2021-01-28T04:30:00Z,10,782
2021-01-28T05:00:00Z,11,762
2021-01-28T05:30:00Z,12,754
2021-01-28T06:00:00Z,13,564
2021-01-28T06:30:00Z,14,556
2021-01-28T07:00:00Z,15,396
2021-01-28T07:30:00Z,16,394
2021-01-28T08:00:00Z,17,504
2021-01-28T08:30:00Z,18,530
2021-01-28T09:00:00Z,19,962
2021-01-28T09:30:00Z,20,982
2021-01-28T10:00:00Z,21,982
2021-01-28T10:30:00Z,22,982
2021-01-28T11:00:00Z,23,982
2021-01-28T11:30:00Z,24,982
2021-01-28T12:00:00Z,25,982
2021-01-28T12:30:00Z,26,982
2021-01-28T13:00:00Z,27,982
2021-01-28T13:30:00Z,28,982
2021-01-28T14:00:00Z,29,980
2021-01-28T14:30:00Z,30,980
2021-01-28T15:00:00Z,31,982
2021-01-28T15:30:00Z,32,982
2021-01-28T16:00:00Z,33,982
2021-01-28T16:30:00Z,34,982
2021-01-28T17:00:00Z,35,982
2021-01-28T17:30:00Z,36,982
2021-01-28T18:00:00Z,37,982
2021-01-28T18:30:00Z,38,982
2021-01-28T19:00:00Z,39,982
2021-01-28T19:30:00Z,40,982
2021-01-28T20:00:00Z,41,982
2021-01-28T20:30:00Z,42,982
2021-01-28T21:00:00Z,43,982
2021-01-28T21:30:00Z,44,980
2021-01-28T22:00:00Z,45,932
2021-01-28T22:30:00Z,46,926
2021-01-28T23:00:00Z,47,836
2021-01-28T23:30:00Z,48,834
2021-01-29T00:00:00Z,1,740
2021-01-29T00:30:00Z,2,736
2021-01-29T01:00:00Z,3,738
2021-01-29T01:30:00Z,4,738
2021-01-29T02:00:00Z,5,736
2021-01-29T02:30:00Z,6,736
2021-01-29T03:00:00Z,7,708
2021-01-29T03:30:00Z,8,706
2021-01-29T04:00:00Z,9,488
2021-01-29T04:30:00Z,10,476
2021-01-29T05:00:00Z,11,642
2021-01-29T05:30:00Z,12,660
2021-01-29T06:00:00Z,13,268
2021-01-29T06:30:00Z,14,-2
2021-01-29T07:00:00Z,15,-2
2021-01-29T07:30:00Z,16,-2
2021-01-29T08:00:00Z,17,-2
2021-01-29T08:30:00Z,18,-2
2021-01-29T09:00:00Z,19,-2
2021-01-29T09:30:00Z,20,-2
2021-01-29T10:00:00Z,21,-2
2021-01-29T10:30:00Z,22,-2
2021-01-29T11:00:00Z,23,-2
2021-01-29T11:30:00Z,24,-2
2021-01-29T12:00:00Z,25,-2
2021-01-29T12:30:00Z,26,-2
2021-01-29T13:00:00Z,27,-2
2021-01-29T13:30:00Z,28,-2
2021-01-29T14:00:00Z,29,-2
2021-01-29T14:30:00Z,30,-2
2021-01-29T15:00:00Z,31,-2
2021-01-29T15:30:00Z,32,-2
2021-01-29T16:00:00Z,33,-2
2021-01-29T16:30:00Z,34,-2
2021-01-29T17:00:00Z,35,-4
2021-01-29T17:30:00Z,36,-4
2021-01-29T18:00:00Z,37,-4
2021-01-29T18:30:00Z,38,-4
2021-01-29T19:00:00Z,39,-4
2021-01-29T19:30:00Z,40,-4
2021-01-29T20:00:00Z,41,950
2021-01-29T20:30:00Z,42,992
2021-01-29T21:00:00Z,43,992
2021-01-29T21:30:00Z,44,992
2021-01-29T22:00:00Z,45,992
2021-01-29T22:30:00Z,46,992
2021-01-29T23:00:00Z,47,36
2021-01-29T23:30:00Z,48,-6
2021-01-30T00:00:00Z,1,-6
2021-01-30T00:30:00Z,2,-6
2021-01-30T01:00:00Z,3,-6
2021-01-30T01:30:00Z,4,-6
2021-01-30T02:00:00Z,5,-6
2021-01-30T02:30:00Z,6,-6
2021-01-30T03:00:00Z,7,-6
2021-01-30T03:30:00Z,8,-6
2021-01-30T04:00:00Z,9,-6
2021-01-30T04:30:00Z,10,-6
2021-01-30T05:00:00Z,11,-6
2021-01-30T05:30:00Z,12,-6
2021-01-30T06:00:00Z,13,-6
2021-01-30T06:30:00Z,14,-6
2021-01-30T07:00:00Z,15,-6
2021-01-30T07:30:00Z,16,-6
2021-01-30T08:00:00Z,17,-6
2021-01-30T08:30:00Z,18,-6
2021-01-30T09:00:00Z,19,-6
2021-01-30T09:30:00Z,20,-6
2021-01-30T10:00:00Z,21,-6
2021-01-30T10:30:00Z,22,-6
2021-01-30T11:00:00Z,23,38
2021-01-30T11:30:00Z,24,40
2021-01-30T12:00:00Z,25,572
2021-01-30T12:30:00Z,26,602
2021-01-30T13:00:00Z,27,612
2021-01-30T13:30:00Z,28,616
2021-01-30T14:00:00Z,29,728
2021-01-30T14:30:00Z,30,712
2021-01-30T15:00:00Z,31,194
2021-01-30T15:30:00Z,32,170
2021-01-30T16:00:00Z,33,426
2021-01-30T16:30:00Z,34,454
2021-01-30T17:00:00Z,35,782
2021-01-30T17:30:00Z,36,798
2021-01-30T18:00:00Z,37,798
2021-01-30T18:30:00Z,38,798
2021-01-30T19:00:00Z,39,798
2021-01-30T19:30:00Z,40,794
2021-01-30T20:00:00Z,41,704
2021-01-30T20:30:00Z,42,696
2021-01-30T21:00:00Z,43,606
2021-01-30T21:30:00Z,44,604
2021-01-30T22:00:00Z,45,674
2021-01-30T22:30:00Z,46,688
2021-01-30T23:00:00Z,47,918
2021-01-30T23:30:00Z,48,930
2021-01-31T00:00:00Z,1,930
2021-01-31T00:30:00Z,2,928
2021-01-31T01:00:00Z,3,884
2021-01-31T01:30:00Z,4,882
2021-01-31T02:00:00Z,5,882
2021-01-31T02:30:00Z,6,882
2021-01-31T03:00:00Z,7,882
2021-01-31T03:30:00Z,8,882
2021-01-31T04:00:00Z,9,882
2021-01-31T04:30:00Z,10,884
2021-01-31T05:00:00Z,11,942
2021-01-31T05:30:00Z,12,944
2021-01-31T06:00:00Z,13,930
2021-01-31T06:30:00Z,14,924
2021-01-31T07:00:00Z,15,772
2021-01-31T07:30:00Z,16,766
2021-01-31T08:00:00Z,17,598
2021-01-31T08:30:00Z,18,602
2021-01-31T09:00:00Z,19,870
2021-01-31T09:30:00Z,20,886
2021-01-31T10:00:00Z,21,918
2021-01-31T10:30:00Z,22,922
2021-01-31T11:00:00Z,23,988
2021-01-31T11:30:00Z,24,992
2021-01-31T12:00:00Z,25,992
2021-01-31T12:30:00Z,26,992
2021-01-31T13:00:00Z,27,992
2021-01-31T13:30:00Z,28,992
2021-01-31T14:00:00Z,29,992
2021-01-31T14:30:00Z,30,992
2021-01-31T15:00:00Z,31,992
2021-01-31T15:30:00Z,32,992
2021-01-31T16:00:00Z,33,992
2021-01-31T16:30:00Z,34,992
2021-01-31T17:00:00Z,35,992
2021-01-31T17:30:00Z,36,992
2021-01-31T18:00:00Z,37,992
2021-01-31T18:30:00Z,38,992
2021-01-31T19:00:00Z,39,992
2021-01-31T19:30:00Z,40,992
2021-01-31T20:00:00Z,41,992
2021-01-31T20:30:00Z,42,992
2021-01-31T21:00:00Z,43,992
2021-01-31T21:30:00Z,44,992
2021-01-31T22:00:00Z,45,992
2021-01-31T22:30:00Z,46,992
2021-01-31T23:00:00Z,47,886
2021-01-31T23:30:00Z,48,882
2021-02-01T00:00:00Z,1,882
2021-02-01T00:30:00Z,2,884
2021-02-01T01:00:00Z,3,928
2021-02-01T01:30:00Z,4,930
2021-02-01T02:00:00Z,5,930
2021-02-01T02:30:00Z,6,930
2021-02-01T03:00:00Z,7,930
2021-02-01T03:30:00Z,8,930
2021-02-01T04:00:00Z,9,930
2021-02-01T04:30:00Z,10,930
2021-02-01T05:00:00Z,11,990
2021-02-01T05:30:00Z,12,992
2021-02-01T06:00:00Z,13,992
2021-02-01T06:30:00Z,14,992
2021-02-01T07:00:00Z,15,654
2021-02-01T07:30:00Z,16,654
2021-02-01T08:00:00Z,17,974
2021-02-01T08:30:00Z,18,992
2021-02-01T09:00:00Z,19,992
2021-02-01T09:30:00Z,20,992
2021-02-01T10:00:00Z,21,992
2021-02-01T10:30:00Z,22,992
2021-02-01T11:00:00Z,23,992
2021-02-01T11:30:00Z,24,992
2021-02-01T12:00:00Z,25,992
2021-02-01T12:30:00Z,26,992
2021-02-01T13:00:00Z,27,992
2021-02-01T13:30:00Z,28,992
2021-02-01T14:00:00Z,29,992
2021-02-01T14:30:00Z,30,992
2021-02-01T15:00:00Z,31,992
2021-02-01T15:30:00Z,32,992
2021-02-01T16:00:00Z,33,992
2021-02-01T16:30:00Z,34,992
2021-02-01T17:00:00Z,35,992
2021-02-01T17:30:00Z,36,992
2021-02-01T18:00:00Z,37,992
2021-02-01T18:30:00Z,38,992
2021-02-01T19:00:00Z,39,992
2021-02-01T19:30:00Z,40,992
2021-02-01T20:00:00Z,41,992
2021-02-01T20:30:00Z,42,992
2021-02-01T21:00:00Z,43,992
2021-02-01T21:30:00Z,44,992
2021-02-01T22:00:00Z,45,992
2021-02-01T22:30:00Z,46,992
2021-02-01T23:00:00Z,47,956
2021-02-01T23:30:00Z,48,954
2021-02-02T00:00:00Z,1,954
2021-02-02T00:30:00Z,2,954
2021-02-02T01:00:00Z,3,954
2021-02-02T01:30:00Z,4,954
2021-02-02T02:00:00Z,5,954
2021-02-02T02:30:00Z,6,950
2021-02-02T03:00:00Z,7,886
2021-02-02T03:30:00Z,8,882
2021-02-02T04:00:00Z,9,904
2021-02-02T04:30:00Z,10,888
2021-02-02T05:00:00Z,11,482
2021-02-02T05:30:00Z,12,462
2021-02-02T06:00:00Z,13,450
2021-02-02T06:30:00Z,14,326
2021-02-02T07:00:00Z,15,-2
2021-02-02T07:30:00Z,16,-2
2021-02-02T08:00:00Z,17,-2
2021-02-02T08:30:00Z,18,-2
2021-02-02T09:00:00Z,19,-2
2021-02-02T09:30:00Z,20,-2
2021-02-02T10:00:00Z,21,-2
2021-02-02T10:30:00Z,22,-2
2021-02-02T11:00:00Z,23,-2
2021-02-02T11:30:00Z,24,-2
2021-02-02T12:00:00Z,25,-2
2021-02-02T12:30:00Z,26,-2
2021-02-02T13:00:00Z,27,-2
2021-02-02T13:30:00Z,28,-2
2021-02-02T14:00:00Z,29,-2
2021-02-02T14:30:00Z,30,-2
2021-02-02T15:00:00Z,31,-2
2021-02-02T15:30:00Z,32,-2
2021-02-02T16:00:00Z,33,-2
2021-02-02T16:30:00Z,34,-2
2021-02-02T17:00:00Z,35,-2
2021-02-02T17:30:00Z,36,-2
2021-02-02T18:00:00Z,37,-2
2021-02-02T18:30:00Z,38,-4
2021-02-02T19:00:00Z,39,-4
2021-02-02T19:30:00Z,40,-6
2021-02-02T20:00:00Z,41,-6
2021-02-02T20:30:00Z,42,-6
2021-02-02T21:00:00Z,43,950
2021-02-02T21:30:00Z,44,984
2021-02-02T22:00:00Z,45,808
2021-02-02T22:30:00Z,46,766
2021-02-02T23:00:00Z,47,30
2021-02-02T23:30:00Z,48,-6
2021-02-03T00:00:00Z,1,-6
2021-02-03T00:30:00Z,2,-6
2021-02-03T01:00:00Z,3,-6
2021-02-03T01:30:00Z,4,-6
2021-02-03T02:00:00Z,5,-6
2021-02-03T02:30:00Z,6,-6
2021-02-03T03:00:00Z,7,-6
2021-02-03T03:30:00Z,8,-6
2021-02-03T04:00:00Z,9,-6
2021-02-03T04:30:00Z,10,-6
2021-02-03T05:00:00Z,11,-6
2021-02-03T05:30:00Z,12,-6
2021-02-03T06:00:00Z,13,-6
2021-02-03T06:30:00Z,14,-6
2021-02-03T07:00:00Z,15,-6
2021-02-03T07:30:00Z,16,-6
2021-02-03T08:00:00Z,17,-6
2021-02-03T08:30:00Z,18,-6
2021-02-03T09:00:00Z,19,-6
2021-02-03T09:30:00Z,20,-6
2021-02-03T10:00:00Z,21,-6
2021-02-03T10:30:00Z,22,24
2021-02-03T11:00:00Z,23,654
2021-02-03T11:30:00Z,24,690
2021-02-03T12:00:00Z,25,696
2021-02-03T12:30:00Z,26,696
2021-02-03T13:00:00Z,27,830
2021-02-03T13:30:00Z,28,836
2021-02-03T14:00:00Z,29,814
2021-02-03T14:30:00Z,30,812
2021-02-03T15:00:00Z,31,798
2021-02-03T15:30:00Z,32,806
2021-02-03T16:00:00Z,33,982
2021-02-03T16:30:00Z,34,984
2021-02-03T17:00:00Z,35,806
2021-02-03T17:30:00Z,36,798
2021-02-03T18:00:00Z,37,982
2021-02-03T18:30:00Z,38,992
2021-02-03T19:00:00Z,39,898
2021-02-03T19:30:00Z,40,898
2021-02-03T20:00:00Z,41,988
2021-02-03T20:30:00Z,42,992
2021-02-03T21:00:00Z,43,978
2021-02-03T21:30:00Z,44,976
2021-02-03T22:00:00Z,45,910
2021-02-03T22:30:00Z,46,906
2021-02-03T23:00:00Z,47,814
2021-02-03T23:30:00Z,48,812
2021-02-04T00:00:00Z,1,810
2021-02-04T00:30:00Z,2,810
2021-02-04T01:00:00Z,3,810
2021-02-04T01:30:00Z,4,810
2021-02-04T02:00:00Z,5,810
2021-02-04T02:30:00Z,6,810
2021-02-04T03:00:00Z,7,810
2021-02-04T03:30:00Z,8,810
2021-02-04T04:00:00Z,9,810
2021-02-04T04:30:00Z,10,810
2021-02-04T05:00:00Z,11,834
2021-02-04T05:30:00Z,12,838
2021-02-04T06:00:00Z,13,926
2021-02-04T06:30:00Z,14,930
2021-02-04T07:00:00Z,15,958
2021-02-04T07:30:00Z,16,960
2021-02-04T08:00:00Z,17,990
2021-02-04T08:30:00Z,18,992
2021-02-04T09:00:00Z,19,992
2021-02-04T09:30:00Z,20,992
2021-02-04T10:00:00Z,21,992
2021-02-04T10:30:00Z,22,992
2021-02-04T11:00:00Z,23,986
2021-02-04T11:30:00Z,24,986
2021-02-04T12:00:00Z,25,992
2021-02-04T12:30:00Z,26,992
2021-02-04T13:00:00Z,27,992
2021-02-04T13:30:00Z,28,992
2021-02-04T14:00:00Z,29,982
2021-02-04T14:30:00Z,30,982
2021-02-04T15:00:00Z,31,974
2021-02-04T15:30:00Z,32,974
2021-02-04T16:00:00Z,33,986
2021-02-04T16:30:00Z,34,986
2021-02-04T17:00:00Z,35,992
2021-02-04T17:30:00Z,36,992
2021-02-04T18:00:00Z,37,992
2021-02-04T18:30:00Z,38,992
2021-02-04T19:00:00Z,39,992
2021-02-04T19:30:00Z,40,992
2021-02-04T20:00:00Z,41,992
2021-02-04T20:30:00Z,42,992
2021-02-04T21:00:00Z,43,992
2021-02-04T21:30:00Z,44,992
2021-02-04T22:00:00Z,45,932
2021-02-04T22:30:00Z,46,928
2021-02-04T23:00:00Z,47,884
2021-02-04T23:30:00Z,48,882
2021-02-05T00:00:00Z,1,882
2021-02-05T00:30:00Z,2,880
2021-02-05T01:00:00Z,3,836
2021-02-05T01:30:00Z,4,834
2021-02-05T02:00:00Z,5,834
2021-02-05T02:30:00Z,6,834
2021-02-05T03:00:00Z,7,834
2021-02-05T03:30:00Z,8,834
2021-02-05T04:00:00Z,9,834
2021-02-05T04:30:00Z,10,834
2021-02-05T05:00:00Z,11,834
2021-02-05T05:30:00Z,12,834
2021-02-05T06:00:00Z,13,832
2021-02-05T06:30:00Z,14,822
2021-02-05T07:00:00Z,15,610
2021-02-05T07:30:00Z,16,602
2021-02-05T08:00:00Z,17,976
2021-02-05T08:30:00Z,18,992
2021-02-05T09:00:00Z,19,992
2021-02-05T09:30:00Z,20,992
2021-02-05T10:00:00Z,21,992
2021-02-05T10:30:00Z,22,992
2021-02-05T11:00:00Z,23,992
2021-02-05T11:30:00Z,24,992
2021-02-05T12:00:00Z,25,992
2021-02-05T12:30:00Z,26,992
2021-02-05T13:00:00Z,27,662
2021-02-05T13:30:00Z,28,992
2021-02-05T14:00:00Z,29,992
2021-02-05T14:30:00Z,30,992
2021-02-05T15:00:00Z,31,992
2021-02-05T15:30:00Z,32,992
2021-02-05T16:00:00Z,33,992
2021-02-05T16:30:00Z,34,990
2021-02-05T17:00:00Z,35,992
2021-02-05T17:30:00Z,36,992
2021-02-05T18:00:00Z,37,992
2021-02-05T18:30:00Z,38,992
2021-02-05T19:00:00Z,39,992
2021-02-05T19:30:00Z,40,992
2021-02-05T20:00:00Z,41,992
2021-02-05T20:30:00Z,42,992
2021-02-05T21:00:00Z,43,992
2021-02-05T21:30:00Z,44,992
2021-02-05T22:00:00Z,45,992
2021-02-05T22:30:00Z,46,992
2021-02-05T23:00:00Z,47,900
2021-02-05T23:30:00Z,48,896
2021-02-06T00:00:00Z,1,896
2021-02-06T00:30:00Z,2,892
2021-02-06T01:00:00Z,3,802
2021-02-06T01:30:00Z,4,800
2021-02-06T02:00:00Z,5,800
2021-02-06T02:30:00Z,6,800
2021-02-06T03:00:00Z,7,754
2021-02-06T03:30:00Z,8,752
2021-02-06T04:00:00Z,9,752
2021-02-06T04:30:00Z,10,752
2021-02-06T05:00:00Z,11,752
2021-02-06T05:30:00Z,12,752
2021-02-06T06:00:00Z,13,752
2021-02-06T06:30:00Z,14,746
2021-02-06T07:00:00Z,15,656
2021-02-06T07:30:00Z,16,662
2021-02-06T08:00:00Z,17,884
2021-02-06T08:30:00Z,18,896
2021-02-06T09:00:00Z,19,942
2021-02-06T09:30:00Z,20,944
2021-02-06T10:00:00Z,21,944
2021-02-06T10:30:00Z,22,944
2021-02-06T11:00:00Z,23,944
2021-02-06T11:30:00Z,24,944
2021-02-06T12:00:00Z,25,944
2021-02-06T12:30:00Z,26,944
2021-02-06T13:00:00Z,27,990
2021-02-06T13:30:00Z,28,992
2021-02-06T14:00:00Z,29,992
2021-02-06T14:30:00Z,30,992
2021-02-06T15:00:00Z,31,992
2021-02-06T15:30:00Z,32,992
2021-02-06T16:00:00Z,33,818
2021-02-06T16:30:00Z,34,808
2021-02-06T17:00:00Z,35,984
2021-02-06T17:30:00Z,36,992
2021-02-06T18:00:00Z,37,992
2021-02-06T18:30:00Z,38,992
2021-02-06T19:00:00Z,39,992
2021-02-06T19:30:00Z,40,992
2021-02-06T20:00:00Z,41,992
2021-02-06T20:30:00Z,42,986
2021-02-06T21:00:00Z,43,854
2021-02-06T21:30:00Z,44,844
2021-02-06T22:00:00Z,45,756
2021-02-06T22:30:00Z,46,752
2021-02-06T23:00:00Z,47,324
2021-02-06T23:30:00Z,48,306
2021-02-07T00:00:00Z,1,184
2021-02-07T00:30:00Z,2,188
2021-02-07T01:00:00Z,3,374
2021-02-07T01:30:00Z,4,384
2021-02-07T02:00:00Z,5,336
2021-02-07T02:30:00Z,6,332
2021-02-07T03:00:00Z,7,260
2021-02-07T03:30:00Z,8,248
2021-02-07T04:00:00Z,9,88
